fiscal_year,SubCustomer,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2007,DLA,Medium,NULL,1,1,26,26,0,0
2007,DLA,NULL,NULL,NULL,NULL,1,1,20,227192.41773962803
2007,MDA,Small,0,0,1,2,2,6,49966.61897949452
2007,MDA,Small,0,1,1,280,281,954,486866694.1463996
2007,MDA,Large+,0,1,1,30,30,1106,5341484468.800668
2007,MDA,Medium,0,0,0,1,1,1,2682.403433476395
2007,MDA,Medium,0,0,1,4,4,5,19992.846924177396
2007,MDA,Medium,0,1,1,12,13,81,43735182.40343348
2007,MDA,Medium,1,1,1,2,2,5,4128068.669527897
2007,MilitaryHealth,Small,0,0,0,1,1,1,3759.1677396280397
2007,MilitaryHealth,Small,0,0,1,7,7,15,64865.05710538865
2007,MilitaryHealth,Small,0,1,1,51,51,128,274442224.5684311
2007,MilitaryHealth,Large+,0,1,1,17,17,526,7407507141.15403
2007,MilitaryHealth,Medium,0,1,1,13,13,299,3130781933.97711
2007,Navy,Small,0,0,0,1702,1702,2975,4390322.72293753
2007,Navy,Small,0,0,1,5081,5109,11318,63585276.8717215
2007,Navy,Small,0,1,1,17664,19441,189640,24841228979.494514
2007,Navy,Small,1,0,0,104,104,365,322167.95422031474
2007,Navy,Small,1,0,1,132,132,487,2195996.435264664
2007,Navy,Small,1,1,1,323,333,6703,217647711.16237485
2007,Navy,Small,NULL,0,0,73,73,0,0
2007,Navy,Small,NULL,0,1,4,4,0,0
2007,Navy,Small,NULL,1,1,132,132,0,0
2007,Navy,Large+,0,0,0,1,1,1,3755.3648068669527
2007,Navy,Large+,0,0,1,1,4,31,548288.0305197901
2007,Navy,Large+,0,1,1,251,455,97600,71093641900.95387
2007,Navy,Large+,1,1,1,5,9,849,105115548.32021935
2007,Navy,Medium,0,0,0,189,189,248,424282.78493085364
2007,Navy,Medium,0,0,1,406,417,723,5308244.716261325
2007,Navy,Medium,0,1,1,1241,1376,11281,4765562159.036719
2007,Navy,Medium,1,0,0,233,233,678,716431.8428707678
2007,Navy,Medium,1,0,1,314,315,1101,3805172.9923700527
2007,Navy,Medium,1,1,1,1066,1083,11696,1145163783.3810205
2007,Navy,Medium,NULL,0,0,52,52,0,0
2007,Navy,Medium,NULL,0,1,3,3,0,0
2007,Navy,Medium,NULL,1,1,89,89,0,0
2007,Navy,NULL,NULL,NULL,NULL,8,8,75,14444446.578445397
2007,Navy,Unlabeled Vendor,1,0,0,2,1,2,4462.327134000954
2007,Navy,Unlabeled Vendor,1,1,1,1,1,2,1685364.806866953
2007,Other DoD,Small,0,0,0,94,95,162,1646157.0004768718
2007,Other DoD,Small,0,0,1,370,370,585,4173615.436337625
2007,Other DoD,Small,0,1,1,3261,3402,19275,3406699162.4821177
2007,Other DoD,Small,1,0,1,3,3,7,43646.87649022413
2007,Other DoD,Small,1,1,1,25,25,152,11621075.737958988
2007,Other DoD,Small,NULL,0,0,5,5,0,0
2007,Other DoD,Small,NULL,0,1,4,4,0,0
2007,Other DoD,Small,NULL,1,1,22,22,0,0
2007,Other DoD,Large+,0,0,1,1,1,2,20910.824988078206
2007,Other DoD,Large+,0,1,1,142,178,37560,7068166534.573199
2007,Other DoD,Large+,1,1,1,2,3,44,6953541.702432046
2007,Other DoD,Medium,0,0,0,21,21,25,4223051.979017644
2007,Other DoD,Medium,0,0,1,50,50,66,497953.433237959
2007,Other DoD,Medium,0,1,1,299,309,912,574362154.2680019
2007,Other DoD,Medium,1,0,0,3,3,7,1288.745827372437
2007,Other DoD,Medium,1,0,1,15,15,17,146442.73867429662
2007,Other DoD,Medium,1,1,1,93,94,550,154253025.5126371
2007,Other DoD,Medium,NULL,0,0,7,7,0,0
2007,Other DoD,Medium,NULL,0,1,1,1,0,0
2007,Other DoD,Medium,NULL,1,1,12,12,0,0
2007,Other DoD,NULL,NULL,NULL,NULL,2,2,87,75284138.1855031
2007,Other DoD,Unlabeled Vendor,1,1,1,7,2,32,2616640.4387219837
2008,Air Force,Small,0,0,0,429,432,633,1374819.4110021023
2008,Air Force,Small,0,0,1,2242,2245,3601,56950363.558747955
2008,Air Force,Small,0,1,1,12049,12991,129016,17748249851.903763
2008,Air Force,Small,1,0,0,27,27,56,-4314.856341976174
2008,Air Force,Small,1,0,1,74,74,156,863626.0210231255
2008,Air Force,Small,1,1,1,211,213,1404,83703899.08911468
2008,Air Force,Small,NULL,0,0,40,40,0,0
2008,Air Force,Small,NULL,0,1,1,1,0,0
2008,Air Force,Small,NULL,1,1,128,128,1,1252.0439149731371
2008,Air Force,Large+,0,0,1,1,1,2,257710.39546834855
2008,Air Force,Large+,0,1,1,195,292,52431,53889015799.100685
2008,Air Force,Large+,1,0,0,1,1,7,14249.007241298763
2008,Air Force,Large+,1,1,1,3,3,35,15802189.90889979
2008,Air Force,Medium,0,0,0,74,75,117,4593557.755197383
2008,Air Force,Medium,0,0,1,231,233,393,2877567.1770614344
2008,Air Force,Medium,0,1,1,936,1032,5565,1466548355.7580004
2008,Air Force,Medium,1,0,0,84,84,160,202333.18021490306
2008,Air Force,Medium,1,0,1,281,281,541,3056648.6591917775
2008,Air Force,Medium,1,1,1,895,908,4938,1063066733.7070779
2008,Air Force,Medium,NULL,0,0,30,30,0,0
2008,Air Force,Medium,NULL,1,1,43,43,0,0
2008,Air Force,NULL,NULL,NULL,NULL,4,4,39,2322586.16561551
2008,Army,Small,0,0,0,1989,1996,3548,27574770.999532823
2008,Army,Small,0,0,1,8139,8169,15234,92355370.30331698
2008,Army,Small,0,1,1,27553,30212,349999,65305585247.722496
2008,Army,Small,1,0,0,46,46,105,103562.98738612473
2008,Army,Small,1,0,1,103,103,308,1485556.763606634
2008,Army,Small,1,1,1,416,421,4600,828962071.5253446
2008,Army,Small,NULL,0,0,141,141,0,0
2008,Army,Small,NULL,0,1,24,24,0,0
2008,Army,Small,NULL,1,1,397,399,0,0
2008,Army,Large+,0,0,1,1,2,76,15196099.042279841
2008,Army,Large+,0,1,1,273,571,82277,94611792744.93216
2008,Army,Large+,1,0,0,1,1,31,220836.73125437982
2008,Army,Large+,1,1,1,9,11,626,352910675.0525578
2008,Army,Large+,NULL,0,0,1,3,11,598680.2149030601
2008,Army,Medium,0,0,0,291,291,498,2382460.582574165
2008,Army,Medium,0,0,1,917,920,1502,14385384.89838823
2008,Army,Medium,0,1,1,2827,3050,22574,29635067891.847702
2008,Army,Medium,1,0,0,302,308,574,782981.1459939267
2008,Army,Medium,1,0,1,553,553,1311,5788706.136416726
2008,Army,Medium,1,1,1,1893,1913,15230,3672384202.989956
2008,Army,Medium,NULL,0,0,43,43,0,0
2008,Army,Medium,NULL,0,1,4,4,0,0
2008,Army,Medium,NULL,1,1,143,143,0,0
2008,Army,NULL,NULL,NULL,NULL,9,9,138,96099743.33099742
2008,Army,Unlabeled Vendor,1,0,1,1,1,1,19769.91357159542
2008,DLA,Small,0,0,0,214,214,357,3415582.998131278
2008,DLA,Small,0,0,1,1021,1025,3036,19693971.70170521
2008,DLA,Small,0,1,1,7110,7733,284903,12897444700.070078
2008,DLA,Small,1,0,0,1,1,1,3328.6615276804487
2008,DLA,Small,1,1,1,27,27,1240,441712313.7117496
2008,DLA,Small,NULL,0,0,2,2,0,0
2008,DLA,Small,NULL,0,1,1,1,0,0
2008,DLA,Small,NULL,1,1,263,264,0,0
2008,DLA,Large+,0,1,1,162,224,251626,18835325303.784164
2008,DLA,Large+,1,0,0,1,2,16,362754.0294323756
2008,DLA,Large+,1,1,1,13,16,189,4316821786.20883
2008,DLA,Large+,NULL,1,1,1,1,0,0
2008,DLA,Medium,0,0,0,20,20,24,60368.10289651951
2008,DLA,Medium,0,0,1,54,54,132,4604018.564587713
2008,DLA,Medium,0,1,1,336,375,11719,1895601665.9658961
2008,DLA,Medium,1,0,0,7,7,8,26997.430623686054
2008,DLA,Medium,1,0,1,25,25,83,365981.18430273305
2008,DLA,Medium,1,1,1,188,190,11950,3299264060.850269
2008,DLA,Medium,NULL,0,0,4,4,0,0
2008,DLA,Medium,NULL,1,1,63,63,0,0
2008,DLA,NULL,NULL,NULL,NULL,5,5,118,4872274.001401542
2008,DLA,Unlabeled Vendor,0,1,1,1,1,0,0
2008,MDA,Small,0,0,0,1,1,1,2803.083391730904
2008,MDA,Small,0,0,1,7,7,9,29882.03690726466
2008,MDA,Small,0,1,1,269,270,1132,572091494.5573465
2008,MDA,Large+,0,1,1,27,27,1538,6132796579.303901
2008,MDA,Medium,0,0,1,1,1,1,0
2008,MDA,Medium,0,1,1,18,19,132,19398120.06540528
2008,MDA,Medium,1,1,1,2,2,4,3388281.761037141
2008,MilitaryHealth,Small,0,1,1,36,37,259,2918590204.420112
2008,MilitaryHealth,Large+,0,1,1,12,12,524,7054914371.36919
2008,MilitaryHealth,Medium,0,1,1,13,13,213,737645842.980612
2008,Navy,Small,0,0,0,1347,1356,2591,18752182.91298762
2008,Navy,Small,0,0,1,4515,4540,9591,49180457.53889278
2008,Navy,Small,0,1,1,18162,20072,203347,24406173593.319317
2008,Navy,Small,1,0,0,55,55,98,94512.16982013549
2008,Navy,Small,1,0,1,99,99,266,1204898.2576500818
2008,Navy,Small,1,1,1,283,289,3981,212197039.1497314
2008,Navy,Small,NULL,0,0,53,53,0,0
2008,Navy,Small,NULL,0,1,2,2,0,0
2008,Navy,Small,NULL,1,1,120,120,0,0
2008,Navy,Large+,0,0,1,2,4,8,117207.77855641206
2008,Navy,Large+,0,1,1,236,401,96129,81100231632.15382
2008,Navy,Large+,1,0,0,1,1,20,492699.6033637001
2008,Navy,Large+,1,1,1,5,7,100,1790229.6742583509
2008,Navy,Large+,NULL,0,0,1,1,1,1573.721093202523
2008,Navy,Medium,0,0,0,171,171,245,3800785.587479561
2008,Navy,Medium,0,0,1,471,474,769,4034070.8327493574
2008,Navy,Medium,0,1,1,1359,1511,14883,5897320801.21467
2008,Navy,Medium,1,0,0,274,278,750,947152.2102312543
2008,Navy,Medium,1,0,1,362,364,1646,6310945.037374445
2008,Navy,Medium,1,1,1,1082,1108,11529,877260295.7252979
2008,Navy,Medium,NULL,0,0,19,19,0,0
2008,Navy,Medium,NULL,0,1,3,3,1,10102.779724363467
2008,Navy,Medium,NULL,1,1,74,74,6,6767499.416024294
2008,Navy,NULL,NULL,NULL,NULL,8,8,79,40836326.68768979
2008,Navy,Unlabeled Vendor,0,1,1,1,1,0,0
2008,Navy,Unlabeled Vendor,1,0,0,2,1,3,0
2008,Navy,Unlabeled Vendor,1,1,1,3,1,26,1258493.8448960523
2008,Other DoD,Small,0,0,0,51,52,97,18943067.542863816
2008,Other DoD,Small,0,0,1,378,378,581,3097908.643074048
2008,Other DoD,Small,0,1,1,3454,3609,23237,4287584787.200421
2008,Other DoD,Small,1,0,0,5,5,12,18834.139219808458
2008,Other DoD,Small,1,0,1,6,6,7,37622.28474655454
2008,Other DoD,Small,1,1,1,24,24,147,6199698.367437515
2008,Other DoD,Small,NULL,0,0,7,7,0,0
2008,Other DoD,Small,NULL,0,1,4,4,0,0
2008,Other DoD,Small,NULL,1,1,21,21,0,0
2008,Other DoD,Large+,0,1,1,143,168,39544,11058891128.030834
2008,Other DoD,Large+,1,0,0,1,1,4,84795.17624386826
2008,Other DoD,Large+,1,1,1,4,4,34,3473120.519738379
2008,Other DoD,Medium,0,0,0,14,14,21,40407.463326325626
2008,Other DoD,Medium,0,0,1,65,65,97,137613.43050689093
2008,Other DoD,Medium,0,1,1,360,374,1673,839176073.8145294
2008,Other DoD,Medium,1,0,0,19,19,31,48215.36989021257
2008,Other DoD,Medium,1,0,1,31,31,124,317051.5404111189
2008,Other DoD,Medium,1,1,1,174,174,2089,186455728.54473254
2008,Other DoD,Medium,NULL,0,0,2,2,0,0
2008,Other DoD,Medium,NULL,0,1,1,1,0,0
2008,Other DoD,Medium,NULL,1,1,16,16,0,0
2009,Air Force,Small,0,0,0,436,436,682,1103468.6940660356
2009,Air Force,Small,0,0,1,2098,2103,3203,20898632.84807204
2009,Air Force,Small,0,1,1,12050,12841,134590,17869731659.54745
2009,Air Force,Small,1,0,0,10,10,13,-29227.614638651583
2009,Air Force,Small,1,0,1,58,58,118,553075.086238744
2009,Air Force,Small,1,1,1,187,188,1028,72241680.1579312
2009,Air Force,Small,NULL,0,0,27,27,0,0
2009,Air Force,Small,NULL,0,1,1,1,0,0
2009,Air Force,Small,NULL,1,1,142,142,3,0
2009,Air Force,Large+,0,0,0,1,3,8,678624.3129762181
2009,Air Force,Large+,0,0,1,3,11,117,38171882.97160009
2009,Air Force,Large+,0,1,1,195,312,48401,54019795407.342415
2009,Air Force,Large+,1,1,1,7,11,63,394630402.7233895
2009,Air Force,Medium,0,0,0,73,74,89,52759.74405449088
2009,Air Force,Medium,0,0,1,246,247,369,2031747.4740244749
2009,Air Force,Medium,0,1,1,1003,1136,6414,5024915360.193951
2009,Air Force,Medium,1,0,0,77,77,114,238594.05449087973
2009,Air Force,Medium,1,0,1,235,236,490,2478460.8300623414
2009,Air Force,Medium,1,1,1,951,970,4847,829599478.1805588
2009,Air Force,Medium,NULL,0,0,23,23,18,4939927.275456015
2009,Air Force,Medium,NULL,0,1,2,2,0,0
2009,Air Force,Medium,NULL,1,1,45,45,1,0
2009,Air Force,NULL,NULL,NULL,NULL,4,4,36,2789127.0595705383
2009,Army,Small,0,0,0,1892,1897,3379,1289394.0535673057
2009,Army,Small,0,0,1,7618,7646,13895,94513684.13818981
2009,Army,Small,0,1,1,28241,30805,329993,61408299838.37451
2009,Army,Small,1,0,0,86,86,183,34408.012006465025
2009,Army,Small,1,0,1,106,106,251,526061.8172477488
2009,Army,Small,1,1,1,385,395,4436,464605499.0360194
2009,Army,Small,NULL,0,0,83,83,0,0
2009,Army,Small,NULL,0,1,14,14,0,0
2009,Army,Small,NULL,1,1,374,376,13,9365137.775340568
2009,Army,Large+,0,0,0,1,3,15,11955379.877626415
2009,Army,Large+,0,0,1,3,10,20,3438672.103440314
2009,Army,Large+,0,1,1,284,582,75713,87549759836.1696
2009,Army,Large+,1,1,1,12,21,10160,1337001744.874163
2009,Army,Large+,NULL,0,0,1,2,18,2277229.762179635
2009,Army,Large+,NULL,1,1,1,1,0,0
2009,Army,Medium,0,0,0,291,295,450,-954555.7597552529
2009,Army,Medium,0,0,1,1002,1006,1804,11618938.6863311
2009,Army,Medium,0,1,1,3066,3416,24041,-2475023870.930501
2009,Army,Medium,1,0,0,287,287,518,144949.6662433618
2009,Army,Medium,1,0,1,484,487,1071,5480144.041791734
2009,Army,Medium,1,1,1,2147,2178,17629,4849483200.358347
2009,Army,Medium,NULL,0,0,21,21,13,39414178.018933274
2009,Army,Medium,NULL,0,1,5,5,0,0
2009,Army,Medium,NULL,1,1,124,125,0,0
2009,Army,NULL,NULL,NULL,NULL,9,9,98,37601841.76864465
2009,Army,Unlabeled Vendor,1,1,1,4,1,5,1226803.0985915493
2009,DLA,Small,0,0,0,269,271,433,1212009.610944355
2009,DLA,Small,0,0,1,1140,1148,3620,24352829.300392523
2009,DLA,Small,0,1,1,7076,7713,225706,11498129215.221659
2009,DLA,Small,1,0,0,1,1,1,86585.0842761487
2009,DLA,Small,1,0,1,5,5,21,117876.35649965366
2009,DLA,Small,1,1,1,33,34,1862,86268423.12398985
2009,DLA,Small,NULL,0,0,86,86,0,0
2009,DLA,Small,NULL,1,1,35,35,0,0
2009,DLA,Large+,0,0,0,1,2,32,987892.2881551606
2009,DLA,Large+,0,0,1,2,2,2,9695.220503347957
2009,DLA,Large+,0,1,1,167,225,232017,19627698910.938583
2009,DLA,Large+,1,1,1,16,25,299,6542689200.334796
2009,DLA,Large+,NULL,0,0,2,2,11,765879.7044562456
2009,DLA,Medium,0,0,0,29,29,44,30997.506465019625
2009,DLA,Medium,0,0,1,67,67,139,996170.584160702
2009,DLA,Medium,0,1,1,380,450,7970,1973474865.619949
2009,DLA,Medium,1,0,0,12,12,28,-165952.69198799354
2009,DLA,Medium,1,0,1,24,24,78,539607.8950588779
2009,DLA,Medium,1,1,1,196,202,20788,4112126229.0464096
2009,DLA,Medium,NULL,0,0,28,28,0,0
2009,DLA,Medium,NULL,1,1,12,12,0,0
2009,DLA,NULL,NULL,NULL,NULL,4,4,76,2183441.4684830294
2009,MDA,Small,0,0,0,1,1,1,-24763.334102978526
2009,MDA,Small,0,0,1,5,5,7,38510.586585084275
2009,MDA,Small,0,1,1,287,288,1300,615662780.0507966
2009,MDA,Large+,0,1,1,31,31,1867,5882225025.386746
2009,MDA,Medium,0,1,1,20,20,126,49406867.99007157
2009,MDA,Medium,1,1,1,1,1,3,2475406.372662203
2009,MilitaryHealth,Small,0,0,1,1,1,1,10363.657353959825
2009,MilitaryHealth,Small,0,1,1,33,34,202,3065341336.861464
2009,MilitaryHealth,Large+,0,1,1,13,13,508,9616013937.889633
2009,MilitaryHealth,Medium,0,1,1,13,13,168,963320862.3297161
2009,Navy,Small,0,0,0,1292,1297,2431,4831248.5096975295
2009,Navy,Small,0,0,1,4217,4251,9505,49407594.66208728
2009,Navy,Small,0,1,1,17723,19472,193777,25469770640.337105
2009,Navy,Small,1,0,0,20,20,42,60346.73320249365
2009,Navy,Small,1,0,1,54,54,115,598000.8304086816
2009,Navy,Small,1,1,1,196,203,1769,161716411.48233664
2009,Navy,Small,NULL,0,0,29,29,1,4261.140614176865
2009,Navy,Small,NULL,0,1,3,3,0,0
2009,Navy,Small,NULL,1,1,133,134,29,4223655.206649735
2009,Navy,Large+,0,0,0,1,4,58,6022584.645578389
2009,Navy,Large+,0,0,1,2,9,76,3311450.734241515
2009,Navy,Large+,0,1,1,242,446,91540,76150889967.58948
2009,Navy,Large+,1,1,1,9,24,985,109139927.02597554
2009,Navy,Large+,NULL,0,0,1,2,3,115819.67213114754
2009,Navy,Medium,0,0,0,180,180,256,92433.42149619026
2009,Navy,Medium,0,0,1,451,452,674,3760951.0955899335
2009,Navy,Medium,0,1,1,1510,1736,20806,7628824060.263219
2009,Navy,Medium,1,0,0,257,257,731,823052.2165781575
2009,Navy,Medium,1,0,1,382,386,1387,7785145.558993305
2009,Navy,Medium,1,1,1,1235,1272,13497,926854884.0914339
2009,Navy,Medium,NULL,0,0,17,18,37,2554114.1422304315
2009,Navy,Medium,NULL,0,1,3,3,1,0
2009,Navy,Medium,NULL,1,1,74,74,0,0
2009,Navy,NULL,NULL,NULL,NULL,7,7,46,7356164.779496652
2009,Navy,Unlabeled Vendor,1,0,0,1,1,1,3847.9682521357654
2009,Navy,Unlabeled Vendor,1,0,1,2,1,3,6141.768644654814
2009,Navy,Unlabeled Vendor,1,1,1,1,1,4,7495936.850611868
2009,Other DoD,Small,0,0,0,60,60,101,-612138.0868159778
2009,Other DoD,Small,0,0,1,381,381,537,3377764.937427846
2009,Other DoD,Small,0,1,1,4066,4261,27496,5709958336.623181
2009,Other DoD,Small,1,0,0,3,3,4,3769.33733548834
2009,Other DoD,Small,1,0,1,8,8,12,97866.27741861001
2009,Other DoD,Small,1,1,1,50,50,566,43469321.90718079
2009,Other DoD,Small,NULL,0,0,3,3,0,0
2009,Other DoD,Small,NULL,1,1,23,23,0,0
2009,Other DoD,Large+,0,0,0,1,3,19,15693013.865158161
2009,Other DoD,Large+,0,0,1,1,1,1,-17015.70076194874
2009,Other DoD,Large+,0,1,1,168,223,40644,11198428234.424036
2009,Other DoD,Large+,1,1,1,4,5,167,16407283.648118218
2009,Other DoD,Large+,NULL,0,0,1,1,1,41782.49826829832
2009,Other DoD,Medium,0,0,0,18,18,20,-50879.98152851535
2009,Other DoD,Medium,0,0,1,79,79,100,477102.8402216578
2009,Other DoD,Medium,0,1,1,416,433,2090,504376939.2749942
2009,Other DoD,Medium,1,0,0,15,15,18,27412.711729392748
2009,Other DoD,Medium,1,0,1,33,33,57,297469.33722004155
2009,Other DoD,Medium,1,1,1,214,214,1615,156306265.52747634
2009,Other DoD,Medium,NULL,0,0,6,6,0,0
2009,Other DoD,Medium,NULL,1,1,13,13,0,0
2009,Other DoD,NULL,NULL,NULL,NULL,3,3,3,55362.49157238513
2010,Air Force,Small,0,0,0,376,376,587,-218306.89299610895
2010,Air Force,Small,0,0,1,1835,1843,2767,18789075.24834058
2010,Air Force,Small,0,1,1,12069,12910,128895,17087882391.050583
2010,Air Force,Small,1,0,0,3,3,3,-27516.594186312657
2010,Air Force,Small,1,0,1,29,29,55,214008.26367589837
2010,Air Force,Small,1,1,1,140,140,637,42641398.99336232
2010,Air Force,Small,NULL,0,0,45,45,0,0
2010,Air Force,Small,NULL,0,1,1,1,0,0
2010,Air Force,Small,NULL,1,1,154,155,0,0
2010,Air Force,Large+,0,1,1,191,224,47366,51917833051.81964
2010,Air Force,Large+,1,1,1,5,5,108,295625498.11192495
2010,Air Force,Large+,NULL,1,1,1,3,75,1515981.7269398032
2010,Air Force,Medium,0,0,0,60,61,89,138579.2175555047
2010,Air Force,Medium,0,0,1,247,277,462,4097089.9300755323
2010,Air Force,Medium,0,1,1,1058,1121,11200,3634614575.1888304
2010,Air Force,Medium,1,0,0,58,58,90,10329.068322270541
2010,Air Force,Medium,1,0,1,198,198,362,7310588.062485695
2010,Air Force,Medium,1,1,1,928,950,4781,1262108909.4758525
2010,Air Force,Medium,NULL,0,0,51,51,0,0
2010,Air Force,Medium,NULL,1,1,39,39,0,0
2010,Air Force,NULL,NULL,NULL,NULL,3,3,40,6955065.875486381
2010,Army,Small,0,0,0,1707,1708,2682,-20852.732890821695
2010,Army,Small,0,0,1,6806,6842,12591,88715692.11512932
2010,Army,Small,0,1,1,27603,30036,323947,55703577912.22247
2010,Army,Small,1,0,0,16,16,27,-80285.9349965667
2010,Army,Small,1,0,1,66,66,160,2101067.142710002
2010,Army,Small,1,1,1,238,242,2492,451516045.74959946
2010,Army,Small,NULL,0,0,194,194,0,0
2010,Army,Small,NULL,0,1,13,13,0,0
2010,Army,Small,NULL,1,1,399,400,16,5305516.427100022
2010,Army,Large+,0,0,1,2,2,4,11921.870107576104
2010,Army,Large+,0,1,1,277,384,77907,85488118773.31197
2010,Army,Large+,1,1,1,9,13,880,176309831.11123824
2010,Army,Large+,NULL,1,1,1,7,152,4290579.34195468
2010,Army,Medium,0,0,0,274,278,387,754328.1464866102
2010,Army,Medium,0,0,1,889,995,2440,78866909.76173037
2010,Army,Medium,0,1,1,3261,3573,33780,13991701263.447012
2010,Army,Medium,1,0,0,292,292,532,839482.831998169
2010,Army,Medium,1,0,1,505,511,1137,7890499.550011445
2010,Army,Medium,1,1,1,2147,2175,18663,5083961609.235981
2010,Army,Medium,NULL,0,0,38,38,1,158.50308995193407
2010,Army,Medium,NULL,0,1,6,6,0,0
2010,Army,Medium,NULL,1,1,136,138,4,78909.32787823302
2010,Army,NULL,NULL,NULL,NULL,9,9,139,46310535.74044404
2010,Army,Unlabeled Vendor,1,0,1,1,1,1,-7684.02357518883
2010,Army,Unlabeled Vendor,1,1,1,3,1,5,6031680.2597848475
2010,DLA,Small,0,0,0,188,188,312,677152.1173037308
2010,DLA,Small,0,0,1,1061,1065,3615,21729171.926070035
2010,DLA,Small,0,1,1,7333,7995,229722,12146925510.45651
2010,DLA,Small,1,0,0,3,3,4,1321.8127718013275
2010,DLA,Small,1,0,1,5,5,15,113954.56626230259
2010,DLA,Small,1,1,1,42,43,2107,272685437.2968643
2010,DLA,Small,NULL,0,0,22,22,0,0
2010,DLA,Small,NULL,0,1,1,1,0,0
2010,DLA,Small,NULL,1,1,133,134,0,0
2010,DLA,Large+,0,1,1,167,209,247840,16331912168.608377
2010,DLA,Large+,1,1,1,13,15,165,5821146326.459145
2010,DLA,Large+,NULL,1,1,2,2,223,4583547.919432364
2010,DLA,Medium,0,0,0,20,20,25,-188907.781185626
2010,DLA,Medium,0,0,1,59,78,1154,22685581.872281987
2010,DLA,Medium,0,1,1,377,426,15956,1754229077.019913
2010,DLA,Medium,1,0,0,8,8,8,24366.525520714124
2010,DLA,Medium,1,0,1,19,19,222,942078.7569237812
2010,DLA,Medium,1,1,1,186,189,27370,3606951485.580224
2010,DLA,Medium,NULL,0,0,4,4,0,0
2010,DLA,Medium,NULL,0,1,1,1,0,0
2010,DLA,Medium,NULL,1,1,46,49,1,30098.420691233692
2010,DLA,NULL,NULL,NULL,NULL,3,3,66,15206073.918516824
2010,MDA,Small,0,0,1,3,3,5,7858.205539024948
2010,MDA,Small,0,1,1,319,323,1455,583588728.7937742
2010,MDA,Large+,0,1,1,32,32,1895,5481791441.062943
2010,MDA,Medium,0,1,1,28,28,208,62738875.1888304
2010,MDA,Medium,1,1,1,1,1,5,2511420.233463035
2010,MilitaryHealth,Small,0,0,1,1,1,1,-1055.653467612726
2010,MilitaryHealth,Small,0,1,1,41,41,254,3111226512.93019
2010,MilitaryHealth,Large+,0,1,1,12,12,733,8325376766.994736
2010,MilitaryHealth,Medium,0,1,1,13,13,293,1057721522.339208
2010,Navy,Small,0,0,0,1246,1252,2492,2484288.9965667203
2010,Navy,Small,0,0,1,3904,3946,8329,41109482.173037305
2010,Navy,Small,0,1,1,17980,19820,198551,25545674764.78599
2010,Navy,Small,1,0,0,10,10,16,4159.79629205768
2010,Navy,Small,1,0,1,32,32,81,751107.3701075761
2010,Navy,Small,1,1,1,142,144,1998,67583505.28725109
2010,Navy,Small,NULL,0,0,52,52,0,0
2010,Navy,Small,NULL,0,1,2,2,0,0
2010,Navy,Small,NULL,1,1,147,148,8,967893.4323643853
2010,Navy,Large+,0,1,1,237,326,86599,67430564523.38041
2010,Navy,Large+,1,1,1,7,11,608,80147593.2730602
2010,Navy,Large+,NULL,1,1,1,6,111,3506548.393224994
2010,Navy,Medium,0,0,0,163,165,289,2423589.894712749
2010,Navy,Medium,0,0,1,427,490,1109,10803754.38910506
2010,Navy,Medium,0,1,1,1669,1837,17106,6555777248.798352
2010,Navy,Medium,1,0,0,241,241,603,1081573.4394598305
2010,Navy,Medium,1,0,1,310,314,1047,2936668.5553902495
2010,Navy,Medium,1,1,1,1272,1299,14054,1040676382.2957199
2010,Navy,Medium,NULL,0,0,17,17,0,0
2010,Navy,Medium,NULL,0,1,1,1,0,0
2010,Navy,Medium,NULL,1,1,84,84,1,0
2010,Navy,NULL,NULL,NULL,NULL,7,7,36,8603079.376287479
2010,Navy,Unlabeled Vendor,1,1,1,2,1,4,3771188.7731746393
2010,Other DoD,Small,0,0,0,61,61,83,352029.94930189976
2010,Other DoD,Small,0,0,1,372,372,532,3501797.175211719
2010,Other DoD,Small,0,1,1,4456,4747,32876,5935098709.349965
2010,Other DoD,Small,1,0,0,3,3,4,5107.232776379034
2010,Other DoD,Small,1,0,1,17,17,37,211159.6131837949
2010,Other DoD,Small,1,1,1,37,37,175,113380011.52323186
2010,Other DoD,Small,NULL,0,0,4,4,0,0
2010,Other DoD,Small,NULL,1,1,10,12,92,47096260.20828565
2010,Other DoD,Large+,0,1,1,171,186,47738,12068995920.714123
2010,Other DoD,Large+,1,1,1,2,2,35,46554184.83634699
2010,Other DoD,Large+,NULL,1,1,1,2,5,983856.71778439
2010,Other DoD,Medium,0,0,0,20,20,22,63606.77500572213
2010,Other DoD,Medium,0,0,1,73,81,320,34378523.86129549
2010,Other DoD,Medium,0,1,1,519,530,2516,752421478.5992218
2010,Other DoD,Medium,1,0,0,17,17,54,-10331.574845502404
2010,Other DoD,Medium,1,0,1,28,28,78,306396.83073929965
2010,Other DoD,Medium,1,1,1,202,204,1641,459591632.9466697
2010,Other DoD,Medium,NULL,0,0,10,10,0,0
2010,Other DoD,Medium,NULL,1,1,21,21,0,0
2010,Other DoD,NULL,NULL,NULL,NULL,1,1,4,260468.07049668115
2011,Air Force,Small,0,0,0,339,339,483,-131425.1984073576
