fiscal_year,SubCustomer,PlatformPortfolio,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2005,Air Force,Other R&D and Knowledge Based,Medium,0,0,0,43,47,79,247424
2005,Air Force,Other R&D and Knowledge Based,Medium,0,0,1,118,119,185,2758760
2005,Air Force,Other R&D and Knowledge Based,Medium,0,1,1,288,305,1192,313918935
2005,Air Force,Other R&D and Knowledge Based,Medium,1,0,0,61,61,89,277988
2005,Air Force,Other R&D and Knowledge Based,Medium,1,0,1,146,146,231,3043545
2005,Air Force,Other R&D and Knowledge Based,Medium,1,1,1,105,112,218,145120800
2005,Air Force,Other R&D and Knowledge Based,Medium,NULL,0,0,1,1,0,0
2005,Air Force,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,2,2,2,2021905
2005,Air Force,Other Services,Small,0,0,0,179,179,248,388299
2005,Air Force,Other Services,Small,0,0,1,431,433,705,7106232
2005,Air Force,Other Services,Small,0,1,1,883,910,3685,847077185
2005,Air Force,Other Services,Small,1,0,0,1,1,1,2731
2005,Air Force,Other Services,Small,1,1,1,4,4,7,782601
2005,Air Force,Other Services,Small,NULL,0,0,5,5,0,0
2005,Air Force,Other Services,Small,NULL,1,1,11,11,0,0
2005,Air Force,Other Services,Large+,0,1,1,54,57,2630,3119779709
2005,Air Force,Other Services,Medium,0,0,0,36,37,54,102928
2005,Air Force,Other Services,Medium,0,0,1,49,49,68,766397
2005,Air Force,Other Services,Medium,0,1,1,101,102,600,187273919
2005,Air Force,Other Services,Medium,1,0,0,19,19,35,91008
2005,Air Force,Other Services,Medium,1,0,1,105,105,141,2582425
2005,Air Force,Other Services,Medium,1,1,1,148,149,499,38776771
2005,Air Force,Other Services,Medium,NULL,0,0,5,5,0,0
2005,Air Force,Other Services,Medium,NULL,0,1,1,1,0,0
2005,Air Force,Other Services,Medium,NULL,1,1,2,2,0,0
2005,Air Force,Ships & Submarines,Small,0,0,0,13,13,16,50798
2005,Air Force,Ships & Submarines,Small,0,0,1,31,31,39,405895
2005,Air Force,Ships & Submarines,Small,0,1,1,62,62,99,5971329
2005,Air Force,Ships & Submarines,Large+,0,1,1,5,5,91,102507450
2005,Air Force,Ships & Submarines,Medium,0,0,0,2,2,4,-14274
2005,Air Force,Ships & Submarines,Medium,0,0,1,1,1,1,18361
2005,Air Force,Ships & Submarines,Medium,0,1,1,2,2,3,288279
2005,Air Force,Ships & Submarines,Medium,1,0,0,1,1,2,4903
2005,Air Force,Ships & Submarines,Medium,1,0,1,6,6,9,12050
2005,Air Force,Ships & Submarines,Medium,1,1,1,11,11,16,858433
2005,Air Force,Space Systems,Small,0,1,1,224,224,833,288539420
2005,Air Force,Space Systems,Large+,0,1,1,24,24,957,4657060833
2005,Air Force,Space Systems,Medium,0,0,1,2,2,2,52870
2005,Air Force,Space Systems,Medium,0,1,1,13,13,89,879011765
2005,Army,Aircraft,Small,0,0,0,131,131,167,-563157
2005,Army,Aircraft,Small,0,0,1,383,384,520,5295463
2005,Army,Aircraft,Small,0,1,1,1692,1779,6224,2402497541
2005,Army,Aircraft,Small,1,0,1,1,1,1,5817
2005,Army,Aircraft,Small,1,1,1,1,1,1,24595
2005,Army,Aircraft,Small,NULL,0,0,1,1,0,0
2005,Army,Aircraft,Large+,0,1,1,88,101,3881,7687586260
2005,Army,Aircraft,Medium,0,0,0,15,20,29,3458164
2005,Army,Aircraft,Medium,0,0,1,29,29,33,30585
2005,Army,Aircraft,Medium,0,1,1,84,84,238,176498613
2005,Army,Aircraft,Medium,1,0,0,5,5,6,11847
2005,Army,Aircraft,Medium,1,0,1,14,14,18,185581
2005,Army,Aircraft,Medium,1,1,1,38,38,72,55746809
2005,Army,Aircraft,NULL,NULL,NULL,NULL,3,3,40,4621397
2005,Army,"Electronics, Comms, & Sensors",Small,0,0,0,522,522,672,1836117
2005,Army,"Electronics, Comms, & Sensors",Small,0,0,1,1971,1980,3414,37368092
2005,Army,"Electronics, Comms, & Sensors",Small,0,1,1,4567,4925,29564,5513939101
2005,Army,"Electronics, Comms, & Sensors",Small,1,0,0,1,1,12,1489
2005,Army,"Electronics, Comms, & Sensors",Small,1,0,1,3,3,3,46901
2005,Army,"Electronics, Comms, & Sensors",Small,1,1,1,10,10,32,1000572
2005,Army,"Electronics, Comms, & Sensors",Small,NULL,0,0,6,6,0,0
2005,Army,"Electronics, Comms, & Sensors",Small,NULL,1,1,10,10,0,0
2005,Army,"Electronics, Comms, & Sensors",Large+,0,0,1,3,3,6,126367
2005,Army,"Electronics, Comms, & Sensors",Large+,0,1,1,131,167,22425,12934739696
2005,Army,"Electronics, Comms, & Sensors",Large+,1,1,1,3,3,8,269109
2005,Army,"Electronics, Comms, & Sensors",Medium,0,0,0,57,60,87,571615
2005,Army,"Electronics, Comms, & Sensors",Medium,0,0,1,124,125,193,2141047
2005,Army,"Electronics, Comms, & Sensors",Medium,0,1,1,232,241,1683,557807104
2005,Army,"Electronics, Comms, & Sensors",Medium,1,0,0,118,118,177,472234
2005,Army,"Electronics, Comms, & Sensors",Medium,1,0,1,171,172,395,4078576
2005,Army,"Electronics, Comms, & Sensors",Medium,1,1,1,276,278,1038,143382134
2005,Army,"Electronics, Comms, & Sensors",Medium,NULL,0,0,1,1,0,0
2005,Army,"Electronics, Comms, & Sensors",Medium,NULL,1,1,1,1,0,0
2005,Army,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,2,2,3,556880
2005,Army,Facilities and Construction,Small,0,0,0,1739,1739,2591,6262056
2005,Army,Facilities and Construction,Small,0,0,1,6219,6246,12084,113585493
2005,Army,Facilities and Construction,Small,0,1,1,9482,10192,78150,14411679567
2005,Army,Facilities and Construction,Small,1,0,0,2,2,34,11210
2005,Army,Facilities and Construction,Small,1,0,1,2,2,3,26988
2005,Army,Facilities and Construction,Small,1,1,1,18,18,228,47589015
2005,Army,Facilities and Construction,Small,NULL,0,0,38,38,0,0
2005,Army,Facilities and Construction,Small,NULL,0,1,5,5,0,0
2005,Army,Facilities and Construction,Small,NULL,1,1,37,37,2,59727
2005,Army,Facilities and Construction,Large+,0,0,1,1,1,1,36544
2005,Army,Facilities and Construction,Large+,0,1,1,157,215,8618,4565938684
2005,Army,Facilities and Construction,Large+,1,1,1,5,5,14261,684712783
2005,Army,Facilities and Construction,Medium,0,0,0,251,298,603,60450788
2005,Army,Facilities and Construction,Medium,0,0,1,451,454,820,32006656
2005,Army,Facilities and Construction,Medium,0,1,1,1207,1275,10846,5044438886
2005,Army,Facilities and Construction,Medium,1,0,0,359,359,654,861400
2005,Army,Facilities and Construction,Medium,1,0,1,576,580,1516,14703875
2005,Army,Facilities and Construction,Medium,1,1,1,1048,1053,14857,2782330821
2005,Army,Facilities and Construction,Medium,NULL,0,0,7,7,0,0
2005,Army,Facilities and Construction,Medium,NULL,0,1,1,1,1,18776
2005,Army,Facilities and Construction,Medium,NULL,1,1,7,7,0,0
2005,Army,Facilities and Construction,NULL,NULL,NULL,NULL,5,5,11,5458693
2005,Army,Land Vehicles,Small,0,0,0,233,233,321,728191
2005,Army,Land Vehicles,Small,0,0,1,799,805,1412,15102215
2005,Army,Land Vehicles,Small,0,1,1,1726,1866,11656,7885555743
2005,Army,Land Vehicles,Small,1,1,1,2,2,2,84698
2005,Army,Land Vehicles,Small,NULL,0,0,5,5,0,0
2005,Army,Land Vehicles,Small,NULL,1,1,1,1,0,0
2005,Army,Land Vehicles,Large+,0,0,1,1,1,1,9432
2005,Army,Land Vehicles,Large+,0,1,1,74,79,3240,8048259309
2005,Army,Land Vehicles,Large+,1,1,1,1,1,2,24540
2005,Army,Land Vehicles,Medium,0,0,0,26,28,39,213313
2005,Army,Land Vehicles,Medium,0,0,1,63,63,104,1277732
2005,Army,Land Vehicles,Medium,0,1,1,97,98,589,204601904
2005,Army,Land Vehicles,Medium,1,0,0,45,45,71,86376
2005,Army,Land Vehicles,Medium,1,0,1,62,62,170,1678259
2005,Army,Land Vehicles,Medium,1,1,1,179,185,1498,474545953
2005,Army,Land Vehicles,Medium,NULL,0,0,2,2,0,0
2005,Army,Land Vehicles,Medium,NULL,1,1,2,2,0,0
2005,Army,Land Vehicles,NULL,NULL,NULL,NULL,1,1,3,47186749
2005,Army,Missile Defense,Small,0,0,0,8,8,9,2925
2005,Army,Missile Defense,Small,0,0,1,21,21,41,318559
2005,Army,Missile Defense,Small,0,1,1,308,310,1198,500894099
2005,Army,Missile Defense,Large+,0,1,1,31,32,908,1579374644
2005,Army,Missile Defense,Medium,0,0,0,1,1,9,8313
2005,Army,Missile Defense,Medium,0,0,1,2,2,2,6716
2005,Army,Missile Defense,Medium,0,1,1,19,19,61,40183199
2005,Army,Missile Defense,Medium,1,1,1,2,2,7,8772313
2005,Army,NULL,Small,0,0,0,4,4,4,13725
2005,Army,NULL,Small,0,0,1,6,6,7,68846
2005,Army,NULL,Small,0,1,1,19,19,27,3320656
2005,Army,NULL,Large+,0,1,1,7,7,13,216332
2005,Army,NULL,Medium,0,0,1,1,1,1,9844
2005,Army,Ordnance and Missiles,Small,0,0,0,62,62,83,361149
2005,Army,Ordnance and Missiles,Small,0,0,1,224,225,364,3983722
2005,Army,Ordnance and Missiles,Small,0,1,1,922,934,4113,2399801464
2005,Army,Ordnance and Missiles,Small,1,1,1,2,2,1,5145
2005,Army,Ordnance and Missiles,Large+,0,1,1,50,57,1733,5442910345
2005,Army,Ordnance and Missiles,Large+,1,1,1,1,1,2,343
2005,Army,Ordnance and Missiles,Medium,0,0,0,9,9,17,221517
2005,Army,Ordnance and Missiles,Medium,0,0,1,6,6,13,100872
2005,Army,Ordnance and Missiles,Medium,0,1,1,39,42,427,526847250
2005,Army,Ordnance and Missiles,Medium,1,0,0,21,21,28,43391
2005,Army,Ordnance and Missiles,Medium,1,0,1,17,17,37,367204
2005,Army,Ordnance and Missiles,Medium,1,1,1,48,48,110,178268952
2005,Army,Ordnance and Missiles,NULL,NULL,NULL,NULL,2,2,30,111112557
2005,Army,Other Products,Small,0,0,0,644,644,1018,3048232
2005,Army,Other Products,Small,0,0,1,2013,2019,3885,39452650
2005,Army,Other Products,Small,0,1,1,3176,3538,63831,9524990835
2005,Army,Other Products,Small,1,0,1,1,1,1,13104
2005,Army,Other Products,Small,1,1,1,6,6,21,5202651
2005,Army,Other Products,Small,NULL,0,0,8,8,0,0
2005,Army,Other Products,Small,NULL,0,1,2,2,1,15804
2005,Army,Other Products,Small,NULL,1,1,9,9,0,0
2005,Army,Other Products,Large+,0,0,1,2,2,2,15696
2005,Army,Other Products,Large+,0,1,1,100,116,1564,348981156
2005,Army,Other Products,Large+,1,1,1,2,2,11,115305
2005,Army,Other Products,Medium,0,0,0,76,95,158,1300572
2005,Army,Other Products,Medium,0,0,1,133,134,233,2425146
2005,Army,Other Products,Medium,0,1,1,154,162,1046,158906389
2005,Army,Other Products,Medium,1,0,0,130,130,215,454319
2005,Army,Other Products,Medium,1,0,1,179,179,372,4285685
2005,Army,Other Products,Medium,1,1,1,231,231,904,212729109
2005,Army,Other Products,Medium,NULL,0,0,3,3,0,0
2005,Army,Other Products,Medium,NULL,0,1,1,1,1,6954
2005,Army,Other Products,Medium,NULL,1,1,3,3,0,0
2005,Army,Other Products,NULL,NULL,NULL,NULL,3,3,22,22579984
2005,Army,Other R&D and Knowledge Based,Small,0,0,0,601,601,1056,2232871
2005,Army,Other R&D and Knowledge Based,Small,0,0,1,1601,1602,2773,25886996
2005,Army,Other R&D and Knowledge Based,Small,0,1,1,4015,4194,20992,4956410930
2005,Army,Other R&D and Knowledge Based,Small,1,0,1,2,2,3,39874
2005,Army,Other R&D and Knowledge Based,Small,1,1,1,8,8,12,1596508
2005,Army,Other R&D and Knowledge Based,Small,NULL,0,0,7,7,0,0
2005,Army,Other R&D and Knowledge Based,Small,NULL,0,1,1,1,1,10305
2005,Army,Other R&D and Knowledge Based,Small,NULL,1,1,12,12,1,30345
2005,Army,Other R&D and Knowledge Based,Large+,0,1,1,134,145,8670,5951544387
2005,Army,Other R&D and Knowledge Based,Large+,1,1,1,1,1,5,11917
2005,Army,Other R&D and Knowledge Based,Medium,0,0,0,134,160,274,3076184
2005,Army,Other R&D and Knowledge Based,Medium,0,0,1,283,287,809,6057875
2005,Army,Other R&D and Knowledge Based,Medium,0,1,1,659,724,4017,2013334136
2005,Army,Other R&D and Knowledge Based,Medium,1,0,0,139,139,244,555142
2005,Army,Other R&D and Knowledge Based,Medium,1,0,1,152,152,330,3621749
2005,Army,Other R&D and Knowledge Based,Medium,1,1,1,181,181,409,85432142
2005,Army,Other R&D and Knowledge Based,Medium,NULL,0,0,2,2,1,415729
2005,Army,Other R&D and Knowledge Based,Medium,NULL,0,1,1,1,0,0
2005,Army,Other R&D and Knowledge Based,Medium,NULL,1,1,2,2,0,0
2005,Army,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,4,4,6,821187
2005,Army,Other Services,Small,0,0,0,647,649,1179,3186545
2005,Army,Other Services,Small,0,0,1,1269,1285,3243,24140263
2005,Army,Other Services,Small,0,1,1,2014,2240,15746,2025347273
2005,Army,Other Services,Small,1,1,1,3,3,31,913019
2005,Army,Other Services,Small,NULL,0,0,22,22,0,0
2005,Army,Other Services,Small,NULL,0,1,2,2,0,0
2005,Army,Other Services,Small,NULL,1,1,21,21,0,0
2005,Army,Other Services,Large+,0,1,1,79,83,2194,8161780711
2005,Army,Other Services,Large+,1,1,1,2,2,2,9710
2005,Army,Other Services,Medium,0,0,0,156,199,704,10742337
2005,Army,Other Services,Medium,0,0,1,309,313,626,6214899
2005,Army,Other Services,Medium,0,1,1,270,275,1325,1001695915
2005,Army,Other Services,Medium,1,0,0,160,161,366,620392
2005,Army,Other Services,Medium,1,0,1,204,204,618,6292429
2005,Army,Other Services,Medium,1,1,1,250,250,1308,448066927
2005,Army,Other Services,Medium,NULL,0,0,13,13,0,0
2005,Army,Other Services,Medium,NULL,0,1,4,4,0,0
2005,Army,Other Services,Medium,NULL,1,1,8,8,0,0
2005,Army,Ships & Submarines,Small,0,0,0,53,53,82,201793
2005,Army,Ships & Submarines,Small,0,0,1,228,228,318,3929359
2005,Army,Ships & Submarines,Small,0,1,1,552,594,1693,157144715
2005,Army,Ships & Submarines,Small,1,1,1,1,1,1,25977
2005,Army,Ships & Submarines,Small,NULL,1,1,2,2,0,0
2005,Army,Ships & Submarines,Large+,0,1,1,35,36,153,71478459
2005,Army,Ships & Submarines,Large+,1,1,1,1,1,1,192559
2005,Army,Ships & Submarines,Medium,0,0,0,4,4,9,27598
2005,Army,Ships & Submarines,Medium,0,0,1,13,13,14,134231
2005,Army,Ships & Submarines,Medium,0,1,1,27,27,68,31761405
2005,Army,Ships & Submarines,Medium,1,0,0,3,3,4,-1226
2005,Army,Ships & Submarines,Medium,1,0,1,11,11,32,303485
2005,Army,Ships & Submarines,Medium,1,1,1,23,23,86,19190732
2005,Army,Ships & Submarines,Medium,NULL,1,1,2,2,0,0
2005,Army,Ships & Submarines,NULL,NULL,NULL,NULL,1,1,1,80162
2005,Army,Space Systems,Small,0,0,0,1,1,1,-465
2005,Army,Space Systems,Small,0,0,1,3,3,3,78561
2005,Army,Space Systems,Small,0,1,1,91,92,245,186594584
2005,Army,Space Systems,Large+,0,1,1,15,15,218,267897953
2005,Army,Space Systems,Medium,0,1,1,15,15,63,55319434
2005,Army,Space Systems,Medium,1,1,1,1,1,1,20654
2005,DLA,Aircraft,Small,0,0,0,62,62,92,347534
2005,DLA,Aircraft,Small,0,0,1,482,483,1561,18557359
2005,DLA,Aircraft,Small,0,1,1,1874,2032,30772,1196460427
2005,DLA,Aircraft,Small,1,1,1,5,5,18,900818
2005,DLA,Aircraft,Small,NULL,0,0,11,11,0,0
2005,DLA,Aircraft,Small,NULL,1,1,2,2,0,0
2005,DLA,Aircraft,Large+,0,0,0,1,4,7,174112
2005,DLA,Aircraft,Large+,0,1,1,60,85,29175,1129722223
2005,DLA,Aircraft,Medium,0,0,0,5,7,15,1173649
2005,DLA,Aircraft,Medium,0,0,1,19,19,51,741842
2005,DLA,Aircraft,Medium,0,1,1,58,59,1756,106735549
2005,DLA,Aircraft,Medium,1,0,0,1,1,0,0
2005,DLA,Aircraft,Medium,1,0,1,4,4,8,112045
2005,DLA,Aircraft,Medium,1,1,1,26,27,171,17356122
2005,DLA,Aircraft,Medium,NULL,0,0,1,1,0,0
2005,DLA,Aircraft,Medium,NULL,1,1,1,1,0,0
2005,DLA,Aircraft,NULL,NULL,NULL,NULL,2,2,5,462086
2005,DLA,"Electronics, Comms, & Sensors",Small,0,0,0,70,70,97,421434
2005,DLA,"Electronics, Comms, & Sensors",Small,0,0,1,638,641,2812,26574347
2005,DLA,"Electronics, Comms, & Sensors",Small,0,1,1,2182,2327,51338,1127441502
2005,DLA,"Electronics, Comms, & Sensors",Small,1,0,1,2,2,5,19158
2005,DLA,"Electronics, Comms, & Sensors",Small,1,1,1,2,2,33,381135
2005,DLA,"Electronics, Comms, & Sensors",Small,NULL,0,0,6,6,0,0
2005,DLA,"Electronics, Comms, & Sensors",Small,NULL,1,1,6,6,0,0
2005,DLA,"Electronics, Comms, & Sensors",Large+,0,0,0,1,1,0,0
2005,DLA,"Electronics, Comms, & Sensors",Large+,0,0,1,1,1,1,5173
2005,DLA,"Electronics, Comms, & Sensors",Large+,0,1,1,95,120,12107,865356690
2005,DLA,"Electronics, Comms, & Sensors",Medium,0,0,0,6,10,48,703877
2005,DLA,"Electronics, Comms, & Sensors",Medium,0,0,1,17,17,35,445260
2005,DLA,"Electronics, Comms, & Sensors",Medium,0,1,1,61,64,1484,57785394
2005,DLA,"Electronics, Comms, & Sensors",Medium,1,0,0,1,1,2,9434
2005,DLA,"Electronics, Comms, & Sensors",Medium,1,0,1,5,5,9,95250
2005,DLA,"Electronics, Comms, & Sensors",Medium,1,1,1,19,20,67,2380903
2005,DLA,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,1,1,28,633158
2005,DLA,Facilities and Construction,Small,0,0,0,94,94,120,517486
2005,DLA,Facilities and Construction,Small,0,0,1,582,583,1647,16112916
2005,DLA,Facilities and Construction,Small,0,1,1,1981,2068,37422,1946895902
2005,DLA,Facilities and Construction,Small,1,0,1,1,1,2,7738
2005,DLA,Facilities and Construction,Small,1,1,1,3,3,10,138838
2005,DLA,Facilities and Construction,Small,NULL,0,0,3,3,1,4969
2005,DLA,Facilities and Construction,Small,NULL,1,1,1,1,0,0
2005,DLA,Facilities and Construction,Large+,0,0,0,1,1,4,10202
2005,DLA,Facilities and Construction,Large+,0,0,1,2,2,11,100320
2005,DLA,Facilities and Construction,Large+,0,1,1,86,105,11088,448921556
2005,DLA,Facilities and Construction,Large+,1,1,1,1,1,1,3927677
2005,DLA,Facilities and Construction,Medium,0,0,0,16,17,25,-1070536
2005,DLA,Facilities and Construction,Medium,0,0,1,29,30,69,5178098
2005,DLA,Facilities and Construction,Medium,0,1,1,114,119,7654,353463327
2005,DLA,Facilities and Construction,Medium,1,0,0,5,5,59,-29053
2005,DLA,Facilities and Construction,Medium,1,0,1,21,21,169,1490890
2005,DLA,Facilities and Construction,Medium,1,1,1,56,56,2039,190827237
2005,DLA,Facilities and Construction,Medium,NULL,0,0,1,1,0,0
2005,DLA,Facilities and Construction,Medium,NULL,1,1,2,2,54,198930
2005,DLA,Facilities and Construction,NULL,NULL,NULL,NULL,1,1,2,24071
2005,DLA,Land Vehicles,Small,0,0,0,50,50,64,277107
2005,DLA,Land Vehicles,Small,0,0,1,360,360,1216,11579166
2005,DLA,Land Vehicles,Small,0,1,1,1246,1283,24226,646700862
2005,DLA,Land Vehicles,Small,1,1,1,1,1,14,168881
2005,DLA,Land Vehicles,Small,NULL,0,0,8,8,0,0
2005,DLA,Land Vehicles,Small,NULL,1,1,3,3,0,0
2005,DLA,Land Vehicles,Large+,0,0,0,1,1,0,0
2005,DLA,Land Vehicles,Large+,0,0,1,1,1,5,25490
2005,DLA,Land Vehicles,Large+,0,1,1,47,52,4251,96760866
2005,DLA,Land Vehicles,Medium,0,0,0,2,3,3,50554
2005,DLA,Land Vehicles,Medium,0,0,1,12,12,23,316222
2005,DLA,Land Vehicles,Medium,0,1,1,36,37,366,15724829
2005,DLA,Land Vehicles,Medium,1,0,0,1,1,2,0
2005,DLA,Land Vehicles,Medium,1,0,1,9,9,27,305422
2005,DLA,Land Vehicles,Medium,1,1,1,13,14,86,2075984
2005,DLA,Land Vehicles,Medium,NULL,1,1,1,1,0,0
2005,DLA,NULL,Small,0,0,0,1,1,1,2971
2005,DLA,Ordnance and Missiles,Small,0,0,0,14,14,16,75786
2005,DLA,Ordnance and Missiles,Small,0,0,1,117,117,257,2426013
2005,DLA,Ordnance and Missiles,Small,0,1,1,599,609,2884,66926064
2005,DLA,Ordnance and Missiles,Small,1,1,1,2,2,3,33860
2005,DLA,Ordnance and Missiles,Small,NULL,1,1,1,1,0,0
2005,DLA,Ordnance and Missiles,Large+,0,1,1,30,35,415,12012860
2005,DLA,Ordnance and Missiles,Medium,0,0,0,3,5,11,272081
2005,DLA,Ordnance and Missiles,Medium,0,0,1,3,3,5,76816
2005,DLA,Ordnance and Missiles,Medium,0,1,1,8,8,55,1622710
2005,DLA,Ordnance and Missiles,Medium,1,0,1,1,1,1,12927
2005,DLA,Ordnance and Missiles,Medium,1,1,1,2,2,6,75743
2005,DLA,Other Products,Small,0,0,0,321,321,1204,-841225
2005,DLA,Other Products,Small,0,0,1,1439,1442,28237,229568648
2005,DLA,Other Products,Small,0,1,1,3148,3424,117538,7238219679
2005,DLA,Other Products,Small,1,0,1,1,1,1,4931
2005,DLA,Other Products,Small,1,1,1,3,3,20,248732
2005,DLA,Other Products,Small,NULL,0,0,13,13,0,0
