fiscal_year,SubCustomer,PlatformPortfolio,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2009,DLA,Other Products,Small,1,1,1,14,15,1560,75818598
2009,DLA,Other Products,Small,NULL,0,0,82,82,0,0
2009,DLA,Other Products,Small,NULL,1,1,17,17,0,0
2009,DLA,Other Products,Large+,0,0,0,1,1,1,7481
2009,DLA,Other Products,Large+,0,1,1,88,107,166972,15061367405
2009,DLA,Other Products,Large+,1,1,1,14,17,67,6460312567
2009,DLA,Other Products,Large+,NULL,0,0,1,1,0,0
2009,DLA,Other Products,Medium,0,0,0,8,8,13,15092
2009,DLA,Other Products,Medium,0,0,1,16,16,49,388123
2009,DLA,Other Products,Medium,0,1,1,161,182,2377,1421738952
2009,DLA,Other Products,Medium,1,0,0,6,6,20,51912
2009,DLA,Other Products,Medium,1,0,1,10,10,38,332401
2009,DLA,Other Products,Medium,1,1,1,80,82,17615,3884743380
2009,DLA,Other Products,Medium,NULL,0,0,28,28,0,0
2009,DLA,Other Products,Medium,NULL,1,1,10,10,0,0
2009,DLA,Other Products,NULL,NULL,NULL,NULL,3,3,30,1144265
2009,DLA,Other R&D and Knowledge Based,Small,0,0,0,4,4,7,8127
2009,DLA,Other R&D and Knowledge Based,Small,0,0,1,34,34,46,230862
2009,DLA,Other R&D and Knowledge Based,Small,0,1,1,336,338,1632,227513027
2009,DLA,Other R&D and Knowledge Based,Large+,0,1,1,50,51,400,135841136
2009,DLA,Other R&D and Knowledge Based,Medium,0,0,0,2,2,3,-1420
2009,DLA,Other R&D and Knowledge Based,Medium,0,0,1,7,7,8,65406
2009,DLA,Other R&D and Knowledge Based,Medium,0,1,1,40,40,114,63019362
2009,DLA,Other R&D and Knowledge Based,Medium,1,0,0,1,1,1,2251
2009,DLA,Other R&D and Knowledge Based,Medium,1,0,1,3,3,3,23889
2009,DLA,Other R&D and Knowledge Based,Medium,1,1,1,3,3,4,16324752
2009,DLA,Other Services,Small,0,0,0,3,3,4,8991
2009,DLA,Other Services,Small,0,0,1,19,19,24,178109
2009,DLA,Other Services,Small,0,1,1,83,83,518,39753715
2009,DLA,Other Services,Large+,0,1,1,6,6,8,-1066386
2009,DLA,Other Services,Large+,NULL,0,0,1,1,11,765880
2009,DLA,Other Services,Medium,0,0,0,2,2,4,10888
2009,DLA,Other Services,Medium,0,0,1,4,4,6,33147
2009,DLA,Other Services,Medium,0,1,1,19,20,66,28505970
2009,DLA,Other Services,Medium,1,1,1,7,7,48,23067856
2009,DLA,Ships & Submarines,Small,0,0,0,17,17,22,118418
2009,DLA,Ships & Submarines,Small,0,0,1,96,97,132,1167284
2009,DLA,Ships & Submarines,Small,0,1,1,1533,1622,11944,617342487
2009,DLA,Ships & Submarines,Small,1,1,1,4,4,10,187416
2009,DLA,Ships & Submarines,Large+,0,0,0,1,1,3,114939
2009,DLA,Ships & Submarines,Large+,0,0,1,1,1,1,3638
2009,DLA,Ships & Submarines,Large+,0,1,1,54,69,2072,90374309
2009,DLA,Ships & Submarines,Large+,1,1,1,2,4,18,580743
2009,DLA,Ships & Submarines,Medium,0,0,0,3,3,9,-14093
2009,DLA,Ships & Submarines,Medium,0,0,1,6,6,17,96247
2009,DLA,Ships & Submarines,Medium,0,1,1,37,47,269,11564310
2009,DLA,Ships & Submarines,Medium,1,1,1,15,15,46,2285625
2009,DLA,Ships & Submarines,NULL,NULL,NULL,NULL,2,2,2,13050
2009,DLA,Space Systems,Small,0,1,1,1,1,1,22808
2009,MDA,Missile Defense,Small,0,0,0,1,1,1,-24763
2009,MDA,Missile Defense,Small,0,0,1,5,5,7,38511
2009,MDA,Missile Defense,Small,0,1,1,285,286,1294,616090814
2009,MDA,Missile Defense,Large+,0,1,1,31,31,1865,5882513257
2009,MDA,Missile Defense,Medium,0,1,1,20,20,126,49406868
2009,MDA,Missile Defense,Medium,1,1,1,1,1,3,2475406
2009,MDA,Ordnance and Missiles,Small,0,1,1,5,5,6,-428034
2009,MDA,Ordnance and Missiles,Large+,0,1,1,2,2,2,-288231
2009,MilitaryHealth,"Electronics, Comms, & Sensors",Small,0,1,1,15,15,27,1214702
2009,MilitaryHealth,"Electronics, Comms, & Sensors",Large+,0,1,1,2,2,2,230230
2009,MilitaryHealth,"Electronics, Comms, & Sensors",Medium,0,1,1,1,1,2,9812
2009,MilitaryHealth,Facilities and Construction,Small,0,0,1,1,1,1,10364
2009,MilitaryHealth,Facilities and Construction,Small,0,1,1,11,11,24,353876
2009,MilitaryHealth,Facilities and Construction,Large+,0,1,1,2,2,2,24408
2009,MilitaryHealth,NULL,Small,0,1,1,1,1,1,350126
2009,MilitaryHealth,Other R&D and Knowledge Based,Small,0,1,1,5,5,7,1270203
2009,MilitaryHealth,Other R&D and Knowledge Based,Large+,0,1,1,2,2,7,3081598
2009,MilitaryHealth,Other R&D and Knowledge Based,Medium,0,1,1,4,4,6,3829855
2009,MilitaryHealth,Other Services,Small,0,1,1,4,4,143,3062152430
2009,MilitaryHealth,Other Services,Large+,0,1,1,8,8,497,9612677703
2009,MilitaryHealth,Other Services,Medium,0,1,1,9,9,160,959481196
2009,Navy,Aircraft,Small,0,0,0,157,158,376,303948
2009,Navy,Aircraft,Small,0,0,1,208,208,647,1865776
2009,Navy,Aircraft,Small,0,1,1,1454,1554,8840,1150659675
2009,Navy,Aircraft,Small,1,0,0,1,1,1,0
2009,Navy,Aircraft,Small,1,0,1,1,1,1,0
2009,Navy,Aircraft,Small,1,1,1,7,7,165,62070034
2009,Navy,Aircraft,Small,NULL,0,0,2,2,0,0
2009,Navy,Aircraft,Small,NULL,0,1,1,1,0,0
2009,Navy,Aircraft,Small,NULL,1,1,3,3,0,0
2009,Navy,Aircraft,Large+,0,0,0,1,2,10,1987517
2009,Navy,Aircraft,Large+,0,0,1,1,1,2,0
2009,Navy,Aircraft,Large+,0,1,1,69,84,8160,26816634144
2009,Navy,Aircraft,Large+,1,1,1,3,5,8,55050
2009,Navy,Aircraft,Medium,0,0,0,6,6,9,3438
2009,Navy,Aircraft,Medium,0,0,1,5,5,7,22923
2009,Navy,Aircraft,Medium,0,1,1,57,81,578,297686155
2009,Navy,Aircraft,Medium,1,0,0,5,5,13,18133
2009,Navy,Aircraft,Medium,1,0,1,5,5,7,23245
2009,Navy,Aircraft,Medium,1,1,1,35,35,109,52362408
2009,Navy,Aircraft,Medium,NULL,0,0,6,6,0,0
2009,Navy,Aircraft,Medium,NULL,1,1,1,1,0,0
2009,Navy,Aircraft,NULL,NULL,NULL,NULL,1,1,1,5657
2009,Navy,"Electronics, Comms, & Sensors",Small,0,0,0,229,229,306,362289
2009,Navy,"Electronics, Comms, & Sensors",Small,0,0,1,955,958,1569,9487358
2009,Navy,"Electronics, Comms, & Sensors",Small,0,1,1,5737,6120,41058,5237179542
2009,Navy,"Electronics, Comms, & Sensors",Small,1,0,0,4,4,6,4577
2009,Navy,"Electronics, Comms, & Sensors",Small,1,0,1,7,7,10,87006
2009,Navy,"Electronics, Comms, & Sensors",Small,1,1,1,44,44,157,3961105
2009,Navy,"Electronics, Comms, & Sensors",Small,NULL,0,0,1,1,1,4261
2009,Navy,"Electronics, Comms, & Sensors",Small,NULL,1,1,4,4,1,10248
2009,Navy,"Electronics, Comms, & Sensors",Large+,0,0,0,1,3,13,380087
2009,Navy,"Electronics, Comms, & Sensors",Large+,0,0,1,2,3,4,39918
2009,Navy,"Electronics, Comms, & Sensors",Large+,0,1,1,142,204,39148,10221287972
2009,Navy,"Electronics, Comms, & Sensors",Large+,1,1,1,4,10,39,6446007
2009,Navy,"Electronics, Comms, & Sensors",Medium,0,0,0,26,26,32,60192
2009,Navy,"Electronics, Comms, & Sensors",Medium,0,0,1,71,71,97,698836
2009,Navy,"Electronics, Comms, & Sensors",Medium,0,1,1,291,334,1725,270152867
2009,Navy,"Electronics, Comms, & Sensors",Medium,1,0,0,38,38,54,143714
2009,Navy,"Electronics, Comms, & Sensors",Medium,1,0,1,73,74,263,2187306
2009,Navy,"Electronics, Comms, & Sensors",Medium,1,1,1,160,163,652,76778784
2009,Navy,"Electronics, Comms, & Sensors",Medium,NULL,0,0,1,1,34,1745987
2009,Navy,"Electronics, Comms, & Sensors",Medium,NULL,1,1,5,5,0,0
2009,Navy,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,3,3,14,2202869
2009,Navy,"Electronics, Comms, & Sensors",Unlabeled Vendor,1,0,0,1,1,1,3848
2009,Navy,Facilities and Construction,Small,0,0,0,343,343,542,1105933
2009,Navy,Facilities and Construction,Small,0,0,1,1520,1528,2636,15871651
2009,Navy,Facilities and Construction,Small,0,1,1,7097,7584,51477,6521804509
2009,Navy,Facilities and Construction,Small,1,0,0,13,13,19,33466
2009,Navy,Facilities and Construction,Small,1,0,1,23,23,47,295514
2009,Navy,Facilities and Construction,Small,1,1,1,84,87,947,75580951
2009,Navy,Facilities and Construction,Small,NULL,0,0,9,9,0,0
2009,Navy,Facilities and Construction,Small,NULL,0,1,1,1,0,0
2009,Navy,Facilities and Construction,Small,NULL,1,1,51,51,5,289124
2009,Navy,Facilities and Construction,Large+,0,0,0,1,1,3,1192893
2009,Navy,Facilities and Construction,Large+,0,0,1,2,4,6,24572
2009,Navy,Facilities and Construction,Large+,0,1,1,154,221,7102,2095079418
2009,Navy,Facilities and Construction,Large+,1,1,1,6,9,125,33496847
2009,Navy,Facilities and Construction,Medium,0,0,0,63,63,89,-156580
2009,Navy,Facilities and Construction,Medium,0,0,1,140,140,201,985992
2009,Navy,Facilities and Construction,Medium,0,1,1,572,653,7196,4434561408
2009,Navy,Facilities and Construction,Medium,1,0,0,107,107,200,256387
2009,Navy,Facilities and Construction,Medium,1,0,1,177,178,510,2814516
2009,Navy,Facilities and Construction,Medium,1,1,1,629,648,4702,531827074
2009,Navy,Facilities and Construction,Medium,NULL,0,0,3,4,3,808127
2009,Navy,Facilities and Construction,Medium,NULL,0,1,2,2,1,0
2009,Navy,Facilities and Construction,Medium,NULL,1,1,23,23,0,0
2009,Navy,Facilities and Construction,NULL,NULL,NULL,NULL,2,2,4,86870
2009,Navy,Facilities and Construction,Unlabeled Vendor,1,1,1,1,1,4,7495937
2009,Navy,Land Vehicles,Small,0,0,0,38,38,52,92060
2009,Navy,Land Vehicles,Small,0,0,1,156,156,295,1872297
2009,Navy,Land Vehicles,Small,0,1,1,748,795,3206,1011362900
2009,Navy,Land Vehicles,Small,1,0,1,2,2,16,48536
2009,Navy,Land Vehicles,Small,1,1,1,22,24,88,6795280
2009,Navy,Land Vehicles,Small,NULL,0,0,2,2,0,0
2009,Navy,Land Vehicles,Small,NULL,1,1,5,5,0,0
2009,Navy,Land Vehicles,Large+,0,1,1,54,57,1100,2725966051
2009,Navy,Land Vehicles,Large+,1,1,1,2,2,4,1324791
2009,Navy,Land Vehicles,Medium,0,0,0,4,4,5,7661
2009,Navy,Land Vehicles,Medium,0,0,1,15,15,21,135925
2009,Navy,Land Vehicles,Medium,0,1,1,44,46,116,5305396
2009,Navy,Land Vehicles,Medium,1,0,0,14,14,29,16935
2009,Navy,Land Vehicles,Medium,1,0,1,16,16,36,176961
2009,Navy,Land Vehicles,Medium,1,1,1,123,126,707,15912220
2009,Navy,Land Vehicles,Medium,NULL,0,0,1,1,0,0
2009,Navy,Land Vehicles,Medium,NULL,1,1,9,9,0,0
2009,Navy,Land Vehicles,NULL,NULL,NULL,NULL,1,1,1,12679
2009,Navy,Missile Defense,Small,0,1,1,27,27,89,44762603
2009,Navy,Missile Defense,Large+,0,1,1,12,12,260,1127911440
2009,Navy,Missile Defense,Medium,0,0,1,1,1,1,17722
2009,Navy,Missile Defense,Medium,0,1,1,2,2,2,-1243
2009,Navy,Missile Defense,Medium,1,1,1,1,1,1,-6014
2009,Navy,NULL,Small,0,0,1,1,1,0,0
2009,Navy,NULL,Small,0,1,1,1,1,1,-800
2009,Navy,NULL,Large+,0,1,1,1,1,1,56419
2009,Navy,NULL,Medium,0,1,1,1,1,0,0
2009,Navy,Ordnance and Missiles,Small,0,0,0,20,20,24,42741
2009,Navy,Ordnance and Missiles,Small,0,0,1,69,69,93,578032
2009,Navy,Ordnance and Missiles,Small,0,1,1,841,849,3036,854375004
2009,Navy,Ordnance and Missiles,Small,1,1,1,3,3,17,1213974
2009,Navy,Ordnance and Missiles,Small,NULL,0,0,3,3,0,0
2009,Navy,Ordnance and Missiles,Small,NULL,1,1,1,1,0,0
2009,Navy,Ordnance and Missiles,Large+,0,1,1,52,59,2021,4528021340
2009,Navy,Ordnance and Missiles,Large+,1,1,1,3,4,17,1254491
2009,Navy,Ordnance and Missiles,Medium,0,0,1,3,3,4,34213
2009,Navy,Ordnance and Missiles,Medium,0,1,1,32,37,288,567196618
2009,Navy,Ordnance and Missiles,Medium,1,0,0,4,4,5,6286
2009,Navy,Ordnance and Missiles,Medium,1,0,1,3,3,5,21558
2009,Navy,Ordnance and Missiles,Medium,1,1,1,14,14,73,58438515
2009,Navy,Ordnance and Missiles,Medium,NULL,0,0,1,1,0,0
2009,Navy,Ordnance and Missiles,Medium,NULL,1,1,1,1,0,0
2009,Navy,Ordnance and Missiles,NULL,NULL,NULL,NULL,1,1,4,436788
2009,Navy,Other Products,Small,0,0,0,237,237,406,482289
2009,Navy,Other Products,Small,0,0,1,846,852,1885,8479018
2009,Navy,Other Products,Small,0,1,1,3368,3710,21801,1365592745
2009,Navy,Other Products,Small,1,0,0,2,2,2,4502
2009,Navy,Other Products,Small,1,0,1,10,10,16,98971
2009,Navy,Other Products,Small,1,1,1,28,28,148,2318281
2009,Navy,Other Products,Small,NULL,1,1,10,11,22,3913909
2009,Navy,Other Products,Large+,0,0,1,1,2,8,46307
2009,Navy,Other Products,Large+,0,1,1,104,138,2175,418123202
2009,Navy,Other Products,Large+,1,1,1,5,5,53,525661
2009,Navy,Other Products,Medium,0,0,0,29,29,39,35940
2009,Navy,Other Products,Medium,0,0,1,65,65,83,414928
2009,Navy,Other Products,Medium,0,1,1,148,180,601,20964115
2009,Navy,Other Products,Medium,1,0,0,46,46,178,164334
2009,Navy,Other Products,Medium,1,0,1,60,60,154,654444
2009,Navy,Other Products,Medium,1,1,1,143,143,1117,10689637
2009,Navy,Other Products,Medium,NULL,1,1,2,2,0,0
2009,Navy,Other Products,NULL,NULL,NULL,NULL,3,3,16,3496462
2009,Navy,Other R&D and Knowledge Based,Small,0,0,0,85,85,153,1783712
2009,Navy,Other R&D and Knowledge Based,Small,0,0,1,344,344,546,3202980
2009,Navy,Other R&D and Knowledge Based,Small,0,1,1,3204,3323,21741,4816186649
2009,Navy,Other R&D and Knowledge Based,Small,1,0,0,1,1,13,17801
2009,Navy,Other R&D and Knowledge Based,Small,1,0,1,3,3,5,24956
2009,Navy,Other R&D and Knowledge Based,Small,1,1,1,15,15,33,1658237
2009,Navy,Other R&D and Knowledge Based,Small,NULL,1,1,10,10,0,0
2009,Navy,Other R&D and Knowledge Based,Large+,0,0,0,1,1,32,2462088
2009,Navy,Other R&D and Knowledge Based,Large+,0,1,1,122,134,13220,5778283353
2009,Navy,Other R&D and Knowledge Based,Large+,1,1,1,1,1,1,6332
2009,Navy,Other R&D and Knowledge Based,Large+,NULL,0,0,1,1,2,112128
2009,Navy,Other R&D and Knowledge Based,Medium,0,0,0,30,30,43,85761
2009,Navy,Other R&D and Knowledge Based,Medium,0,0,1,105,105,159,850416
2009,Navy,Other R&D and Knowledge Based,Medium,0,1,1,473,505,6821,861945333
2009,Navy,Other R&D and Knowledge Based,Medium,1,0,0,22,22,30,41641
2009,Navy,Other R&D and Knowledge Based,Medium,1,0,1,26,26,63,281861
2009,Navy,Other R&D and Knowledge Based,Medium,1,1,1,115,116,344,21802640
2009,Navy,Other R&D and Knowledge Based,Medium,NULL,1,1,10,10,0,0
2009,Navy,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,3,3,5,1098194
2009,Navy,Other Services,Small,0,0,0,117,118,260,455743
2009,Navy,Other Services,Small,0,0,1,249,255,514,2886226
2009,Navy,Other Services,Small,0,1,1,1729,1797,14638,1740207623
2009,Navy,Other Services,Small,1,0,0,1,1,1,0
2009,Navy,Other Services,Small,1,0,1,10,10,15,28001
2009,Navy,Other Services,Small,1,1,1,75,75,123,4543196
2009,Navy,Other Services,Small,NULL,0,0,11,11,0,0
2009,Navy,Other Services,Small,NULL,0,1,1,1,0,0
2009,Navy,Other Services,Small,NULL,1,1,50,50,0,0
2009,Navy,Other Services,Large+,0,1,1,66,81,2006,1232746112
2009,Navy,Other Services,Large+,1,1,1,4,4,143,163971
2009,Navy,Other Services,Large+,NULL,0,0,1,1,1,3692
2009,Navy,Other Services,Medium,0,0,0,11,11,13,41287
2009,Navy,Other Services,Medium,0,0,1,44,44,60,360317
2009,Navy,Other Services,Medium,0,1,1,208,223,1384,465638532
2009,Navy,Other Services,Medium,1,0,0,43,43,153,123734
2009,Navy,Other Services,Medium,1,0,1,57,57,154,987950
2009,Navy,Other Services,Medium,1,1,1,262,263,1396,46114233
2009,Navy,Other Services,Medium,NULL,0,0,1,1,0,0
2009,Navy,Other Services,Medium,NULL,0,1,1,1,0,0
2009,Navy,Other Services,Medium,NULL,1,1,24,24,0,0
2009,Navy,Other Services,NULL,NULL,NULL,NULL,1,1,1,16645
2009,Navy,Other Services,Unlabeled Vendor,1,0,1,1,1,2,0
2009,Navy,Ships & Submarines,Small,0,0,0,174,174,312,202534
2009,Navy,Ships & Submarines,Small,0,0,1,505,508,1320,5164257
2009,Navy,Ships & Submarines,Small,0,1,1,2543,2787,27413,2627849394
2009,Navy,Ships & Submarines,Small,1,0,1,5,5,5,15018
2009,Navy,Ships & Submarines,Small,1,1,1,13,13,91,3575353
2009,Navy,Ships & Submarines,Small,NULL,0,0,1,1,0,0
2009,Navy,Ships & Submarines,Small,NULL,1,1,2,2,1,10374
2009,Navy,Ships & Submarines,Large+,0,0,1,1,4,56,3200654
2009,Navy,Ships & Submarines,Large+,0,1,1,100,126,15932,19966671362
2009,Navy,Ships & Submarines,Large+,1,1,1,4,6,595,65866777
2009,Navy,Ships & Submarines,Medium,0,0,0,19,19,26,14736
2009,Navy,Ships & Submarines,Medium,0,0,1,24,24,41,239679
2009,Navy,Ships & Submarines,Medium,0,1,1,127,161,2061,695822369
2009,Navy,Ships & Submarines,Medium,1,0,0,12,12,68,48416
2009,Navy,Ships & Submarines,Medium,1,0,1,38,38,172,611878
2009,Navy,Ships & Submarines,Medium,1,1,1,164,167,4333,112789024
2009,Navy,Ships & Submarines,Medium,NULL,0,0,5,5,0,0
2009,Navy,Ships & Submarines,Unlabeled Vendor,1,0,1,1,1,1,6142
2009,Navy,Space Systems,Small,0,1,1,145,146,477,99790796
2009,Navy,Space Systems,Large+,0,1,1,23,23,415,1240109155
2009,Navy,Space Systems,Medium,0,1,1,7,7,34,9552509
2009,Navy,Space Systems,Medium,1,0,0,1,1,1,3472
2009,Navy,Space Systems,Medium,1,0,1,1,1,23,25426
2009,Navy,Space Systems,Medium,1,1,1,5,5,63,146364
2009,Other DoD,Aircraft,Small,0,0,0,3,3,5,1893
2009,Other DoD,Aircraft,Small,0,0,1,4,4,4,20465
2009,Other DoD,Aircraft,Small,0,1,1,217,226,1169,176791715
2009,Other DoD,Aircraft,Small,1,0,1,1,1,1,14338
2009,Other DoD,Aircraft,Small,1,1,1,1,1,3,276093
2009,Other DoD,Aircraft,Large+,0,0,0,1,1,1,-16163
2009,Other DoD,Aircraft,Large+,0,1,1,46,52,2529,826037327
2009,Other DoD,Aircraft,Medium,0,0,0,1,1,1,-95532
2009,Other DoD,Aircraft,Medium,0,1,1,12,12,57,8864249
2009,Other DoD,Aircraft,Medium,1,0,1,1,1,1,12220
2009,Other DoD,Aircraft,Medium,1,1,1,3,3,3,279321
2009,Other DoD,Aircraft,NULL,NULL,NULL,NULL,1,1,1,-12505
2009,Other DoD,"Electronics, Comms, & Sensors",Small,0,0,0,15,15,22,-511470
2009,Other DoD,"Electronics, Comms, & Sensors",Small,0,0,1,123,123,171,921137
2009,Other DoD,"Electronics, Comms, & Sensors",Small,0,1,1,1730,1800,14221,2904533512
2009,Other DoD,"Electronics, Comms, & Sensors",Small,1,0,0,2,2,3,0
2009,Other DoD,"Electronics, Comms, & Sensors",Small,1,0,1,2,2,2,22430
2009,Other DoD,"Electronics, Comms, & Sensors",Small,1,1,1,10,10,46,16865821
2009,Other DoD,"Electronics, Comms, & Sensors",Small,NULL,1,1,1,1,0,0
2009,Other DoD,"Electronics, Comms, & Sensors",Large+,0,0,0,1,2,18,15709176
2009,Other DoD,"Electronics, Comms, & Sensors",Large+,0,0,1,1,1,1,-17016
2009,Other DoD,"Electronics, Comms, & Sensors",Large+,0,1,1,106,127,26611,4121970123
2009,Other DoD,"Electronics, Comms, & Sensors",Large+,1,1,1,3,4,163,16468598
2009,Other DoD,"Electronics, Comms, & Sensors",Medium,0,0,0,4,4,4,4283
2009,Other DoD,"Electronics, Comms, & Sensors",Medium,0,0,1,26,26,35,213281
2009,Other DoD,"Electronics, Comms, & Sensors",Medium,0,1,1,123,128,297,98768521
2009,Other DoD,"Electronics, Comms, & Sensors",Medium,1,0,0,2,2,2,6215
2009,Other DoD,"Electronics, Comms, & Sensors",Medium,1,0,1,5,5,5,22409
2009,Other DoD,"Electronics, Comms, & Sensors",Medium,1,1,1,22,22,142,29319197
2009,Other DoD,Facilities and Construction,Small,0,0,0,19,19,27,-53360
2009,Other DoD,Facilities and Construction,Small,0,0,1,118,118,158,904071
2009,Other DoD,Facilities and Construction,Small,0,1,1,1069,1120,3768,520103531
2009,Other DoD,Facilities and Construction,Small,1,0,0,1,1,1,3769
2009,Other DoD,Facilities and Construction,Small,1,0,1,4,4,6,38014
2009,Other DoD,Facilities and Construction,Small,1,1,1,17,17,67,2683320
2009,Other DoD,Facilities and Construction,Small,NULL,1,1,2,2,0,0
2009,Other DoD,Facilities and Construction,Large+,0,1,1,70,79,575,70846625
2009,Other DoD,Facilities and Construction,Medium,0,0,0,7,7,8,17865
2009,Other DoD,Facilities and Construction,Medium,0,0,1,20,20,24,154100
2009,Other DoD,Facilities and Construction,Medium,0,1,1,102,107,639,43012584
2009,Other DoD,Facilities and Construction,Medium,1,0,0,2,2,2,5639
2009,Other DoD,Facilities and Construction,Medium,1,0,1,10,10,12,92055
2009,Other DoD,Facilities and Construction,Medium,1,1,1,44,44,115,24540720
2009,Other DoD,Facilities and Construction,Medium,NULL,1,1,2,2,0,0
2009,Other DoD,Land Vehicles,Small,0,0,0,3,3,4,8678
2009,Other DoD,Land Vehicles,Small,0,0,1,15,15,25,163138
2009,Other DoD,Land Vehicles,Small,0,1,1,83,85,210,6995916
2009,Other DoD,Land Vehicles,Small,1,1,1,2,2,5,17603
2009,Other DoD,Land Vehicles,Large+,0,1,1,18,18,56,111828776
2009,Other DoD,Land Vehicles,Large+,1,1,1,1,1,1,-12173
2009,Other DoD,Land Vehicles,Medium,0,0,0,1,1,1,3797
2009,Other DoD,Land Vehicles,Medium,0,1,1,2,2,3,-39437
2009,Other DoD,Land Vehicles,Medium,1,1,1,3,3,8,284926
2009,Other DoD,Missile Defense,Small,0,1,1,14,14,31,-855712
2009,Other DoD,Missile Defense,Large+,0,1,1,9,9,34,607616
2009,Other DoD,Missile Defense,Medium,0,1,1,1,1,1,-6817
2009,Other DoD,NULL,Small,0,1,1,2,2,2,-13943
2009,Other DoD,NULL,Large+,0,1,1,3,3,2,0
2009,Other DoD,Ordnance and Missiles,Small,0,0,0,1,1,1,1389
2009,Other DoD,Ordnance and Missiles,Small,0,0,1,7,7,7,18569
2009,Other DoD,Ordnance and Missiles,Small,0,1,1,77,77,176,42287260
2009,Other DoD,Ordnance and Missiles,Small,1,1,1,1,1,3,0
2009,Other DoD,Ordnance and Missiles,Large+,0,1,1,22,23,217,23385721
2009,Other DoD,Ordnance and Missiles,Medium,0,0,1,1,1,1,5694
2009,Other DoD,Ordnance and Missiles,Medium,0,1,1,6,6,12,-7245139
2009,Other DoD,Ordnance and Missiles,Medium,1,1,1,4,4,11,8958199
2009,Other DoD,Other Products,Small,0,0,0,2,2,2,-4046
2009,Other DoD,Other Products,Small,0,0,1,47,47,58,422910
2009,Other DoD,Other Products,Small,0,1,1,339,345,917,39192955
2009,Other DoD,Other Products,Small,1,0,1,1,1,1,5507
2009,Other DoD,Other Products,Small,1,1,1,2,2,1,4897
2009,Other DoD,Other Products,Small,NULL,1,1,1,1,0,0
2009,Other DoD,Other Products,Large+,0,1,1,29,34,99,3340017
2009,Other DoD,Other Products,Large+,1,1,1,1,1,1,11809
2009,Other DoD,Other Products,Medium,0,0,1,5,5,7,39331
2009,Other DoD,Other Products,Medium,0,1,1,24,24,79,7040578
2009,Other DoD,Other Products,Medium,1,0,1,2,2,2,13550
2009,Other DoD,Other Products,Medium,1,1,1,4,4,9,622471
2009,Other DoD,Other Products,NULL,NULL,NULL,NULL,2,2,2,67868
2009,Other DoD,Other R&D and Knowledge Based,Small,0,0,0,11,11,17,35934
2009,Other DoD,Other R&D and Knowledge Based,Small,0,0,1,56,56,82,740142
2009,Other DoD,Other R&D and Knowledge Based,Small,0,1,1,992,1001,4782,1221400765
2009,Other DoD,Other R&D and Knowledge Based,Small,1,0,1,1,1,2,17577
2009,Other DoD,Other R&D and Knowledge Based,Small,1,1,1,8,8,25,6170226
2009,Other DoD,Other R&D and Knowledge Based,Small,NULL,0,0,2,2,0,0
2009,Other DoD,Other R&D and Knowledge Based,Small,NULL,1,1,16,16,0,0
2009,Other DoD,Other R&D and Knowledge Based,Large+,0,1,1,76,76,3143,1676799100
2009,Other DoD,Other R&D and Knowledge Based,Large+,1,1,1,1,1,2,-60950
2009,Other DoD,Other R&D and Knowledge Based,Medium,0,0,0,5,5,5,20497
2009,Other DoD,Other R&D and Knowledge Based,Medium,0,0,1,21,21,24,86800
2009,Other DoD,Other R&D and Knowledge Based,Medium,0,1,1,162,162,516,270638514
2009,Other DoD,Other R&D and Knowledge Based,Medium,1,0,0,9,9,10,11090
2009,Other DoD,Other R&D and Knowledge Based,Medium,1,0,1,13,13,24,131893
2009,Other DoD,Other R&D and Knowledge Based,Medium,1,1,1,57,57,154,37129043
2009,Other DoD,Other R&D and Knowledge Based,Medium,NULL,0,0,3,3,0,0
2009,Other DoD,Other R&D and Knowledge Based,Medium,NULL,1,1,9,9,0,0
2009,Other DoD,Other Services,Small,0,0,0,4,4,21,-7719
2009,Other DoD,Other Services,Small,0,0,1,14,14,21,101826
2009,Other DoD,Other Services,Small,0,1,1,206,211,1432,750743680
2009,Other DoD,Other Services,Small,1,1,1,13,13,416,17451362
2009,Other DoD,Other Services,Small,NULL,0,0,1,1,0,0
2009,Other DoD,Other Services,Small,NULL,1,1,4,4,0,0
2009,Other DoD,Other Services,Large+,0,1,1,33,33,6478,4271468599
2009,Other DoD,Other Services,Large+,NULL,0,0,1,1,1,41782
2009,Other DoD,Other Services,Medium,0,0,0,1,1,1,-1789
2009,Other DoD,Other Services,Medium,0,0,1,8,8,9,-22102
2009,Other DoD,Other Services,Medium,0,1,1,36,36,423,74952814
2009,Other DoD,Other Services,Medium,1,0,0,2,2,4,4469
2009,Other DoD,Other Services,Medium,1,0,1,3,3,13,25342
2009,Other DoD,Other Services,Medium,1,1,1,83,83,1165,53150370
2009,Other DoD,Other Services,Medium,NULL,0,0,3,3,0,0
2009,Other DoD,Other Services,Medium,NULL,1,1,2,2,0,0
2009,Other DoD,Ships & Submarines,Small,0,0,0,2,2,2,-83437
2009,Other DoD,Ships & Submarines,Small,0,0,1,7,7,11,85507
2009,Other DoD,Ships & Submarines,Small,0,1,1,126,126,748,36163960
