fiscal_year,Customer,SubCustomer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
1993,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,44,44,NULL,52169262
1993,Defense,Army,NULL,NULL,PID,NULL,NULL,NULL,1,1,NULL,5296603
1993,Defense,Army,B,Big Five,PDuns,NULL,1,1,3,16,NULL,219517797
1993,Defense,Army,B,Big Five,PID,NULL,1,1,5,5,NULL,3883129276
1993,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,2,2,NULL,115538338
1993,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,14,130,NULL,439239554
1993,Defense,Army,L,Large Vendor,PID,NULL,1,1,94,94,NULL,8837850549
1993,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,10,10,NULL,-1275845
1993,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,36,36,NULL,594645
1993,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1955,13236,NULL,8500685888
1993,Defense,Army,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,25250
1993,Defense,Army,M,Medium Vendor,PID,NULL,1,1,138,138,NULL,2288234192
1993,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,816,2117,NULL,3340099794
1993,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,119,119,NULL,1881396883
1993,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,19,19,NULL,-2722071
1993,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,16,16,NULL,-28016
1993,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,1156,1461,NULL,1045605270
1993,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,62,62,NULL,104590357
1993,Defense,DLA,NULL,NULL,PID,NULL,NULL,NULL,1,1,NULL,45000
1993,Defense,DLA,B,Big Five,PDuns,NULL,1,1,1,1,NULL,402491
1993,Defense,DLA,B,Big Five,PID,NULL,1,1,5,5,NULL,7542011
1993,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,12,49,NULL,64374013
1993,Defense,DLA,L,Large Vendor,PID,NULL,1,1,66,66,NULL,1985086386
1993,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,1,1,NULL,-30276
1993,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,1,6,6,NULL,13331
1993,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,556,3409,NULL,3041619975
1993,Defense,DLA,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,-127786
1993,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,35,35,NULL,390966463
1993,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,381,734,NULL,850134107
1993,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,45,45,NULL,321603006
1993,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,9,9,NULL,3768460
1993,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,11,11,NULL,66246
1993,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,647,739,NULL,679711535
1993,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,20,20,NULL,580348042
1993,Defense,Navy,NULL,NULL,PID,NULL,NULL,NULL,4,4,NULL,5043381
1993,Defense,Navy,B,Big Five,PDuns,NULL,1,1,2,12,NULL,93105098
1993,Defense,Navy,B,Big Five,PID,NULL,1,1,6,6,36,3289316826
1993,Defense,Navy,J,Large: Big 5 JV,PID,NULL,1,1,2,2,NULL,550060101
1993,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,18,143,10,316137045
1993,Defense,Navy,L,Large Vendor,PID,NULL,1,1,86,86,340,16473212402
1993,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,9,9,NULL,-436608
1993,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,16,16,3,402206
1993,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,1392,8938,610,5751216912
1993,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,106,106,55,2500291650
1993,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,858,2137,325,3235006945
1993,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,124,124,106,3873687062
1993,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,18,18,7,-3938020
1993,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,32,33,9,1456149
1993,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,1490,1750,988,1207550423
1993,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,61,61,11,90629390
1993,Defense,Other DoD,B,Big Five,PID,NULL,1,1,5,5,NULL,40910876
1993,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,10,36,NULL,112161880
1993,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,54,54,NULL,1723049232
1993,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,0,2,2,NULL,-1007596
1993,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,27079
1993,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,260,1212,NULL,1725560121
1993,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,47,47,NULL,1236524721
1993,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,200,388,NULL,628364808
1993,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,42,42,NULL,253725141
1993,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,-210000
1993,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,171,204,NULL,185943298
1993,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,20,20,NULL,49840738
1994,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,1,1,11,4511771
1994,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,4,13,71,21221961
1994,Defense,Air Force,B,Big Five,PID,NULL,1,1,5,5,3335,11155277905
1994,Defense,Air Force,J,Large: Big 5 JV,PID,NULL,1,1,1,1,4,9613616
1994,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,19,70,559,204028194
1994,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,90,90,12089,16739866496
1994,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,5,5,8,365333
1994,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,42,42,43,1077618
1994,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,2473,3001,11466,3461810926
1994,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,154,154,2583,3158440007
1994,Defense,Air Force,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,1042,1144925074
1994,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,1220,1898,13354,3225570171
1994,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,95,95,2451,1530577389
1994,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,62,63,95,-5619910
1994,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,122,122,131,798875
1994,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,4992,5058,13717,2807945761
1994,Defense,Air Force,S,Always Small Vendor,PID,NULL,0,0,1,1,1,39233
1994,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,65,65,292,94280405
1994,Defense,Army,B,Big Five,PDuns,NULL,1,1,4,7,16,47489537
1994,Defense,Army,B,Big Five,PID,NULL,1,1,5,5,1112,2813097430
1994,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,1,1,15,238498512
1994,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,21,69,295,83563110
1994,Defense,Army,L,Large Vendor,PID,NULL,1,1,93,93,6438,4584202353
1994,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,22,22,37,-46090004
1994,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,57,57,57,1246754
1994,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,3208,3741,13811,4351435291
1994,Defense,Army,M,Medium Vendor,PID,NULL,1,1,158,158,2026,1330932893
1994,Defense,Army,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,223,126662790
1994,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,1216,1823,11356,2926477256
1994,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,94,94,2143,778628437
1994,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,55,55,68,-6541271
1994,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,118,118,128,3070976
1994,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,5687,5746,15449,3271719983
1994,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,66,66,517,123907861
1994,Defense,DLA,B,Big Five,PDuns,NULL,1,1,2,2,2,610787
1994,Defense,DLA,B,Big Five,PID,NULL,1,1,5,5,135,11365024
1994,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,8,14,148,24782745
1994,Defense,DLA,L,Large Vendor,PID,NULL,1,1,60,60,1416,1794352209
1994,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,1,1,2,-77468
1994,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,1,13,13,15,598713
1994,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,685,809,5645,1853166167
1994,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,42,42,644,624985090
1994,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,536,725,4469,738302266
1994,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,28,28,334,113804525
1994,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,18,18,26,58000
1994,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,76,76,90,1316435
1994,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,1897,1911,6339,1181843661
1994,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,24,24,228,339320790
1994,Defense,MDA,B,Big Five,PDuns,NULL,1,1,1,1,1,-209880
1994,Defense,MDA,B,Big Five,PID,NULL,1,1,2,2,15,28567484
1994,Defense,MDA,L,Large Vendor,PDuns,NULL,1,1,1,1,36,15377873
1994,Defense,MDA,L,Large Vendor,PID,NULL,1,1,6,6,45,120782224
1994,Defense,MDA,M,Medium Vendor,PDuns,NULL,1,1,7,7,93,49669783
1994,Defense,MDA,M,Medium Vendor,PID,NULL,1,1,2,2,24,20079000
1994,Defense,MDA,N,Sometimes Small Vendor,PDuns,NULL,1,1,10,10,66,39499592
1994,Defense,MDA,N,Sometimes Small Vendor,PID,NULL,1,1,4,4,31,18500576
1994,Defense,MDA,S,Always Small Vendor,PDuns,NULL,1,1,20,21,80,48743521
1994,Defense,MDA,S,Always Small Vendor,PID,NULL,1,1,1,1,7,2737687
1994,Defense,MilitaryHealth,L,Large Vendor,PID,NULL,1,1,6,6,30,363725322
1994,Defense,MilitaryHealth,M,Medium Vendor,PDuns,NULL,1,1,16,16,152,139123227
1994,Defense,MilitaryHealth,M,Medium Vendor,PID,NULL,1,1,1,1,40,350421935
1994,Defense,MilitaryHealth,N,Sometimes Small Vendor,PDuns,NULL,1,1,8,10,20,22563662
1994,Defense,MilitaryHealth,S,Always Small Vendor,PDuns,NULL,0,0,1,1,2,235040
1994,Defense,MilitaryHealth,S,Always Small Vendor,PDuns,NULL,1,1,3,3,6,587643
1994,Defense,Navy,NULL,NULL,PID,NULL,NULL,NULL,2,2,4,981184
1994,Defense,Navy,B,Big Five,PDuns,NULL,1,1,4,17,74,20175000
1994,Defense,Navy,B,Big Five,PID,NULL,1,1,5,5,2834,4249497444
1994,Defense,Navy,J,Large: Big 5 JV,PID,NULL,1,1,1,1,1,33820
1994,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,23,76,1019,357723698
1994,Defense,Navy,L,Large Vendor,PID,NULL,1,1,102,102,12873,15801559006
1994,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,17,17,20,-3808335
1994,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,76,76,80,1850554
1994,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,3074,3679,12450,4603015946
1994,Defense,Navy,M,Medium Vendor,PID,NULL,0,0,1,1,2,0
1994,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,154,154,3891,2901487737
1994,Defense,Navy,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,25,2692664
1994,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1556,2439,20615,5217775422
1994,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,114,114,4549,2947572232
1994,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,83,83,109,-10335881
1994,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,131,131,138,1519104
1994,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,6176,6248,19298,3917238598
1994,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,79,79,776,122303547
1994,Defense,Other DoD,B,Big Five,PDuns,NULL,1,1,2,2,4,397420
1994,Defense,Other DoD,B,Big Five,PID,NULL,1,1,5,5,187,552201823
1994,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,12,24,83,23906494
1994,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,69,69,3160,1188777725
1994,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,0,1,1,2,-1432690
1994,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,1,7,7,7,256987
1994,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,649,751,3906,895792660
1994,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,75,75,414,131423140
1994,Defense,Other DoD,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,57,33203482
1994,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,477,619,2880,987427033
1994,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,52,52,543,325598174
1994,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,9,9,15,-569264
1994,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,1,28,28,29,-329007
1994,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,1104,1112,2477,752846027
1994,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,19,19,173,53254615
1995,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,2,2,17,15701799
1995,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,4,15,79,60868198
1995,Defense,Air Force,B,Big Five,PID,NULL,1,1,6,6,3548,9804276860
1995,Defense,Air Force,J,Large: Big 5 JV,PID,NULL,1,1,1,1,5,9796829
1995,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,23,55,567,240641310
1995,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,92,92,10922,12632135700
1995,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,12,12,22,-4466046
1995,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,44,44,47,792304
1995,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,2299,2656,10869,2656163979
1995,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,131,131,2058,1802225824
1995,Defense,Air Force,N,Sometimes Small Vendor,Duns,NULL,1,1,2,2,2438,2361325247
1995,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,2,-308726
1995,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,1,2,2,2,-1368
1995,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,1196,1806,13056,3051279665
1995,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,108,108,2696,1736625095
1995,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,34,34,54,-695016
1995,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,123,123,130,3293423
1995,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,4430,4482,12542,2543255416
1995,Defense,Air Force,S,Always Small Vendor,PID,NULL,0,1,1,1,1,-275000
1995,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,59,59,525,164113876
1995,Defense,Army,NULL,NULL,PID,NULL,NULL,NULL,2,2,3,119832
1995,Defense,Army,B,Big Five,PDuns,NULL,1,1,4,18,98,23329087
1995,Defense,Army,B,Big Five,PID,NULL,1,1,6,6,1782,4042795803
1995,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,1,1,27,221856330
1995,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,25,72,755,219785152
1995,Defense,Army,L,Large Vendor,PID,NULL,1,1,98,98,9377,6599005141
1995,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,26,26,34,-354881
1995,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,110,110,110,2612615
1995,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,3784,4433,16258,5362619788
1995,Defense,Army,M,Medium Vendor,PID,NULL,1,1,145,145,2712,2652165013
1995,Defense,Army,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,167,81592389
1995,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,1,3,3,6,-1608480
1995,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,1476,2363,16144,4573558592
1995,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,127,127,3668,1270950697
1995,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,75,75,102,-5247169
1995,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,221,221,233,954603
1995,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,6904,6998,20343,4276033586
1995,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,93,93,621,173273828
1995,Defense,DLA,NULL,NULL,PID,NULL,NULL,NULL,2,2,2,199956
1995,Defense,DLA,B,Big Five,PDuns,NULL,1,1,3,7,30,9610417
1995,Defense,DLA,B,Big Five,PID,NULL,1,1,6,6,207,20110903
1995,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,17,28,847,73002805
1995,Defense,DLA,L,Large Vendor,PID,NULL,1,1,73,73,1889,1642224539
1995,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,5,5,8,589121
1995,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,1,18,18,22,1016687
1995,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,897,1040,5114,1683937205
1995,Defense,DLA,M,Medium Vendor,PID,NULL,0,1,1,1,1,27789
1995,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,43,43,399,473701568
1995,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,2,0
1995,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,689,941,5885,884628323
1995,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,44,44,707,168700237
1995,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,24,24,34,-13134993
1995,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,105,105,115,1434280
1995,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,2339,2363,6962,1481943514
1995,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,31,31,348,207938100
1995,Defense,MDA,B,Big Five,PDuns,NULL,1,1,1,1,1,27390
1995,Defense,MDA,B,Big Five,PID,NULL,1,1,2,2,12,34274823
1995,Defense,MDA,L,Large Vendor,PDuns,NULL,1,1,2,2,31,14465671
1995,Defense,MDA,L,Large Vendor,PID,NULL,1,1,6,6,23,42394710
1995,Defense,MDA,M,Medium Vendor,PDuns,NULL,1,1,7,7,53,41468914
1995,Defense,MDA,M,Medium Vendor,PID,NULL,1,1,2,2,22,19120332
1995,Defense,MDA,N,Sometimes Small Vendor,PDuns,NULL,1,1,12,12,47,36204640
1995,Defense,MDA,N,Sometimes Small Vendor,PID,NULL,1,1,3,3,17,12957000
1995,Defense,MDA,S,Always Small Vendor,PDuns,NULL,1,1,19,19,95,48598793
1995,Defense,MDA,S,Always Small Vendor,PID,NULL,1,1,1,1,7,2082000
1995,Defense,MilitaryHealth,L,Large Vendor,PID,NULL,1,1,7,7,43,1023847361
1995,Defense,MilitaryHealth,M,Medium Vendor,PDuns,NULL,1,1,17,19,191,122084681
1995,Defense,MilitaryHealth,M,Medium Vendor,PID,NULL,1,1,2,2,35,151274604
1995,Defense,MilitaryHealth,N,Sometimes Small Vendor,PDuns,NULL,1,1,7,7,17,18570543
1995,Defense,MilitaryHealth,S,Always Small Vendor,PDuns,NULL,0,1,1,1,1,26832
1995,Defense,MilitaryHealth,S,Always Small Vendor,PDuns,NULL,1,1,6,6,15,833568
1995,Defense,Navy,NULL,NULL,PID,NULL,NULL,NULL,3,3,6,773404
1995,Defense,Navy,B,Big Five,PDuns,NULL,1,1,5,18,115,21830576
1995,Defense,Navy,B,Big Five,PID,NULL,1,1,6,6,3105,4413072490
1995,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,26,73,937,259462671
1995,Defense,Navy,L,Large Vendor,PID,NULL,1,1,95,95,11665,13269330243
1995,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,17,17,21,-2350683
1995,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,70,70,76,1229852
1995,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,2799,3038,11489,4059012568
1995,Defense,Navy,M,Medium Vendor,PID,NULL,0,0,1,1,1,59222
1995,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,127,127,2575,5072158168
1995,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,2,-1136962
1995,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,0,1,4,5,6,-30874
1995,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1528,2338,20249,4696580021
1995,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,136,136,5767,3059976531
1995,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,50,50,64,-344568
1995,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,167,168,179,4541394
1995,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,5568,5399,18059,3509196848
1995,Defense,Navy,S,Always Small Vendor,PID,NULL,0,1,1,1,1,25980
1995,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,79,79,1199,268173026
1995,Defense,Other DoD,B,Big Five,PDuns,NULL,1,1,3,5,20,3552191
1995,Defense,Other DoD,B,Big Five,PID,NULL,1,1,6,6,142,283574642
1995,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,14,27,316,155637180
1995,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,58,58,2263,885020866
1995,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,0,2,2,3,30547
1995,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,1,6,6,7,146214
1995,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,397,447,1693,441660655
1995,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,34,34,284,113285456
1995,Defense,Other DoD,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,95,27886508
1995,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,250,310,2565,848078748
1995,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,43,43,332,108212868
1995,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,2,2,3,38722
1995,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,1,10,10,11,453113
1995,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,427,429,1315,282803033
1995,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,17,17,121,35720610
1996,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,2,2,11,7902567
1996,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,4,6,61,36628295
1996,Defense,Air Force,B,Big Five,PID,NULL,1,1,6,6,5036,11150212902
1996,Defense,Air Force,J,Large: Big 5 JV,PID,NULL,1,1,1,1,4,981696
1996,Defense,Air Force,L,Large Vendor,PDuns,NULL,0,1,1,4,5,600783
1996,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,32,88,500,141096810
1996,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,98,98,11472,13500946395
1996,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,11,11,16,-1061256
1996,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,91,91,96,2591267
1996,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,2234,2551,9261,2420552160
1996,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,136,136,1613,1830280185
1996,Defense,Air Force,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,3066,2827243013
1996,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,1,-43662
1996,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,1,2,2,3,10380
1996,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,1376,2155,12376,2775296415
1996,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,169,169,3890,1616590579
1996,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,36,36,58,-1417306
1996,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,264,264,288,7330611
1996,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,4554,4819,12740,2623363132
1996,Defense,Air Force,S,Always Small Vendor,PID,NULL,0,1,1,1,1,27013
1996,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,71,71,525,141957965
1996,Defense,Army,NULL,NULL,PDuns,NULL,NULL,NULL,1,1,3,168421
1996,Defense,Army,NULL,NULL,PID,NULL,NULL,NULL,1,1,1,69750
1996,Defense,Army,B,Big Five,PDuns,NULL,1,1,4,7,109,20768292
1996,Defense,Army,B,Big Five,PID,NULL,1,1,6,6,2479,4414161395
1996,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,2,2,73,479918851
1996,Defense,Army,L,Large Vendor,Duns,NULL,1,1,1,1,72,72276628
1996,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,42,132,796,357552628
1996,Defense,Army,L,Large Vendor,PID,NULL,1,1,109,109,10899,8025275857
1996,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,21,21,26,-425100
1996,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,212,212,227,6363972
1996,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,4080,4603,16740,4727419966
1996,Defense,Army,M,Medium Vendor,PID,NULL,0,1,1,1,1,26310
1996,Defense,Army,M,Medium Vendor,PID,NULL,1,1,142,142,2036,948841338
1996,Defense,Army,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,121,60465820
1996,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,1,-603847
1996,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,1,4,4,15,-1745664
1996,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,1841,2770,17875,4672242967
1996,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,198,198,6199,3189039095
1996,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,80,80,148,-2809192
1996,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,517,517,544,12219758
1996,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,7964,8049,22831,4457054733
