fiscal_year,Customer,SubCustomer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2000,Defense,Navy,S,Always Small Vendor,PID,0,0,1,6,6,9,135771
2000,Defense,Navy,S,Always Small Vendor,PID,0,1,1,168,168,2220,685830143
2000,Defense,Navy,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,1,38001
2000,Defense,Other DoD,NULL,NULL,PID,NULL,NULL,NULL,2,2,12,2875225
2000,Defense,Other DoD,B,Big Five,PDuns,0,1,1,1,1,2,309760
2000,Defense,Other DoD,B,Big Five,PID,0,1,1,5,5,933,589178752
2000,Defense,Other DoD,J,Large: Big 5 JV,PID,0,1,1,1,1,9,19835277
2000,Defense,Other DoD,L,Large Vendor,PDuns,0,1,1,13,24,91,13589195
2000,Defense,Other DoD,L,Large Vendor,PID,0,1,1,85,85,5603,2157134145
2000,Defense,Other DoD,L,Large Vendor,PID,1,1,1,1,1,20,5390621
2000,Defense,Other DoD,M,Medium Vendor,PDuns,0,0,0,1,1,1,2442
2000,Defense,Other DoD,M,Medium Vendor,PDuns,0,0,1,19,19,22,477363
2000,Defense,Other DoD,M,Medium Vendor,PDuns,0,1,1,212,215,672,187438943
2000,Defense,Other DoD,M,Medium Vendor,PDuns,1,0,1,13,13,14,364762
2000,Defense,Other DoD,M,Medium Vendor,PDuns,1,1,1,145,145,427,95612815
2000,Defense,Other DoD,M,Medium Vendor,PID,0,1,1,35,35,214,103288070
2000,Defense,Other DoD,M,Medium Vendor,PID,1,1,1,1,1,10,2520000
2000,Defense,Other DoD,N,Sometimes Small Vendor,Duns,0,1,1,1,1,512,149296763
2000,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,0,1,2,2,3,54300
2000,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,1,1,332,360,1297,282831856.5
2000,Defense,Other DoD,N,Sometimes Small Vendor,PID,0,1,1,193,193,1987,509236936.6
2000,Defense,Other DoD,S,Always Small Vendor,PDuns,0,0,0,8,8,11,-945068.91
2000,Defense,Other DoD,S,Always Small Vendor,PDuns,0,0,1,55,55,60,1958735
2000,Defense,Other DoD,S,Always Small Vendor,PDuns,0,1,1,679,679,1811,422828198.2
2000,Defense,Other DoD,S,Always Small Vendor,PDuns,1,1,1,1,1,1,71759
2000,Defense,Other DoD,S,Always Small Vendor,PID,0,0,1,1,1,1,32604
2000,Defense,Other DoD,S,Always Small Vendor,PID,0,1,1,37,37,124,41399507.63
2000,Defense,Other DoD,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,11,2172000
2001,Defense,NULL,L,Large Vendor,PID,0,1,1,1,1,0,0
2001,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,3,3,8,1953415
2001,Defense,Air Force,B,Big Five,PDuns,0,1,1,1,15,121,55125510
2001,Defense,Air Force,B,Big Five,PID,0,1,1,5,5,8459,20753529276
2001,Defense,Air Force,J,Large: Big 5 JV,PDuns,0,1,1,1,2,20,2889070
2001,Defense,Air Force,J,Large: Big 5 JV,PID,1,1,1,2,2,18,67824075
2001,Defense,Air Force,L,Large Vendor,PDuns,0,1,1,22,45,220,70584098
2001,Defense,Air Force,L,Large Vendor,PDuns,1,1,1,1,1,55,16567535
2001,Defense,Air Force,L,Large Vendor,PID,0,1,1,119,119,10543,8390073436
2001,Defense,Air Force,L,Large Vendor,PID,1,1,1,3,3,10,2813027
2001,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,7,7,1,590240
2001,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,3,3,3,218849
2001,Defense,Air Force,M,Medium Vendor,PDuns,0,0,0,5,5,8,2462615
2001,Defense,Air Force,M,Medium Vendor,PDuns,0,0,1,64,64,95,2593131
2001,Defense,Air Force,M,Medium Vendor,PDuns,0,1,1,842,900,3393,1089875872
2001,Defense,Air Force,M,Medium Vendor,PDuns,1,0,0,10,10,13,-904877
2001,Defense,Air Force,M,Medium Vendor,PDuns,1,0,1,71,71,81,2614820
2001,Defense,Air Force,M,Medium Vendor,PDuns,1,1,1,707,711,2041,477838776
2001,Defense,Air Force,M,Medium Vendor,PID,NULL,0,0,1,1,0,0
2001,Defense,Air Force,M,Medium Vendor,PID,0,0,0,1,1,1,-692986
2001,Defense,Air Force,M,Medium Vendor,PID,0,0,1,2,2,2,69905
2001,Defense,Air Force,M,Medium Vendor,PID,0,1,1,140,140,1502,944555905
2001,Defense,Air Force,M,Medium Vendor,PID,1,1,1,4,4,150,102663478
2001,Defense,Air Force,N,Sometimes Small Vendor,Duns,0,1,1,3,3,1027,1102890372
2001,Defense,Air Force,N,Sometimes Small Vendor,PDuns,0,0,1,18,19,31,452337
2001,Defense,Air Force,N,Sometimes Small Vendor,PDuns,0,1,1,1157,1361,7357,1719913512
2001,Defense,Air Force,N,Sometimes Small Vendor,PDuns,1,1,1,1,4,18,2746017
2001,Defense,Air Force,N,Sometimes Small Vendor,PID,0,0,1,1,1,1,32309
2001,Defense,Air Force,N,Sometimes Small Vendor,PID,0,1,1,360,360,6652,3215507505
2001,Defense,Air Force,N,Sometimes Small Vendor,PID,1,1,1,1,1,5,1013297
2001,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,12,12,0,0
2001,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,2,2,0,0
2001,Defense,Air Force,S,Always Small Vendor,PDuns,0,0,0,71,71,99,-5796992
2001,Defense,Air Force,S,Always Small Vendor,PDuns,0,0,1,510,510,684,13304491
2001,Defense,Air Force,S,Always Small Vendor,PDuns,0,1,1,3754,3776,12918,2330452270
2001,Defense,Air Force,S,Always Small Vendor,PDuns,1,1,1,2,2,2,95434
2001,Defense,Air Force,S,Always Small Vendor,PID,0,0,1,4,4,8,129785
2001,Defense,Air Force,S,Always Small Vendor,PID,0,1,1,142,142,1084,286187260
2001,Defense,Air Force,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,13,2395767
2001,Defense,Army,NULL,NULL,PID,NULL,NULL,NULL,3,3,15,22249310
2001,Defense,Army,B,Big Five,PDuns,0,1,1,1,12,92,24492977
2001,Defense,Army,B,Big Five,PID,0,1,1,5,5,4516,7927712386
2001,Defense,Army,J,Large: Big 5 JV,PDuns,0,1,1,1,1,1,120136
2001,Defense,Army,J,Large: Big 5 JV,PID,0,1,1,4,4,74,1291832691
2001,Defense,Army,J,Large: Big 5 JV,PID,1,1,1,1,1,2,10922630
2001,Defense,Army,L,Large Vendor,Duns,1,1,1,1,1,144,124311920
2001,Defense,Army,L,Large Vendor,PDuns,0,1,1,32,82,789,353841945
2001,Defense,Army,L,Large Vendor,PDuns,1,1,1,2,2,6,3342440
2001,Defense,Army,L,Large Vendor,PID,0,1,1,140,140,14705,9475698630
2001,Defense,Army,L,Large Vendor,PID,1,1,1,5,5,867,465793872.6
2001,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,11,11,7,6154
2001,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,9,9,18,40591.4606
2001,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,3,3,6,154090
2001,Defense,Army,M,Medium Vendor,PDuns,0,0,0,61,61,127,-160138
2001,Defense,Army,M,Medium Vendor,PDuns,0,0,1,183,183,262,5051693
2001,Defense,Army,M,Medium Vendor,PDuns,0,1,1,1751,1858,8242,2972489132
2001,Defense,Army,M,Medium Vendor,PDuns,1,0,0,20,20,25,-694846
2001,Defense,Army,M,Medium Vendor,PDuns,1,0,1,181,181,225,5870008
2001,Defense,Army,M,Medium Vendor,PDuns,1,1,1,1301,1312,5544,1402301182
2001,Defense,Army,M,Medium Vendor,PID,0,0,0,2,2,7,-1120631
2001,Defense,Army,M,Medium Vendor,PID,0,0,1,3,3,4,8915
2001,Defense,Army,M,Medium Vendor,PID,0,1,1,191,191,2885,2481361995
2001,Defense,Army,M,Medium Vendor,PID,1,0,1,1,1,2,29656
2001,Defense,Army,M,Medium Vendor,PID,1,1,1,13,13,250,313766389
2001,Defense,Army,N,Sometimes Small Vendor,Duns,0,1,1,2,2,234,53220032.1
2001,Defense,Army,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,1,2585
2001,Defense,Army,N,Sometimes Small Vendor,PDuns,0,0,1,59,62,131,1598246
2001,Defense,Army,N,Sometimes Small Vendor,PDuns,0,1,1,1842,2292,14886,3389266517
2001,Defense,Army,N,Sometimes Small Vendor,PDuns,1,1,1,6,6,155,44028673
2001,Defense,Army,N,Sometimes Small Vendor,PID,0,0,1,1,1,2,14600
2001,Defense,Army,N,Sometimes Small Vendor,PID,0,1,1,484,484,12447,4771261943
2001,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,13,13,0,0
2001,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,3,3,3,27304
2001,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,3,3,3,6389.94
2001,Defense,Army,S,Always Small Vendor,PDuns,0,0,0,437,437,811,-667503
2001,Defense,Army,S,Always Small Vendor,PDuns,0,0,1,1631,1632,2736,34244444
2001,Defense,Army,S,Always Small Vendor,PDuns,0,1,1,7604,7656,26633,4872953492
2001,Defense,Army,S,Always Small Vendor,PDuns,1,0,1,1,1,1,32627
2001,Defense,Army,S,Always Small Vendor,PDuns,1,1,1,4,4,5,265422
2001,Defense,Army,S,Always Small Vendor,PID,0,0,0,1,1,1,2800
2001,Defense,Army,S,Always Small Vendor,PID,0,0,1,7,7,10,209583
2001,Defense,Army,S,Always Small Vendor,PID,0,1,1,200,200,1589,455778551
2001,Defense,Army,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,5,5054797
2001,Defense,DLA,NULL,NULL,PID,NULL,NULL,NULL,2,2,3,80771
2001,Defense,DLA,B,Big Five,PDuns,0,1,1,1,12,280,30197087
2001,Defense,DLA,B,Big Five,PID,0,1,1,5,5,1928,256420453
2001,Defense,DLA,L,Large Vendor,PDuns,0,1,1,17,33,1224,147324798
2001,Defense,DLA,L,Large Vendor,PDuns,1,1,1,2,2,10,1844441.609
2001,Defense,DLA,L,Large Vendor,PID,0,1,1,105,105,20762,4653154659
2001,Defense,DLA,L,Large Vendor,PID,1,1,1,7,7,22,371000534
2001,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,6,6,0,0
2001,Defense,DLA,M,Medium Vendor,PDuns,0,0,0,1,1,1,-48058
2001,Defense,DLA,M,Medium Vendor,PDuns,0,0,1,35,35,38,999515
2001,Defense,DLA,M,Medium Vendor,PDuns,0,1,1,483,516,3286,884809107
2001,Defense,DLA,M,Medium Vendor,PDuns,1,0,1,11,11,15,598191
2001,Defense,DLA,M,Medium Vendor,PDuns,1,1,1,98,98,423,262248868.8
2001,Defense,DLA,M,Medium Vendor,PID,0,1,1,44,44,982,320315891
2001,Defense,DLA,M,Medium Vendor,PID,1,0,1,1,1,2,53698
2001,Defense,DLA,M,Medium Vendor,PID,1,1,1,7,7,71,59226967
2001,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0
2001,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,0
2001,Defense,DLA,N,Sometimes Small Vendor,PDuns,0,0,1,10,11,169,9536690
2001,Defense,DLA,N,Sometimes Small Vendor,PDuns,0,1,1,950,1171,12516,1374044370
2001,Defense,DLA,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,1,62506
2001,Defense,DLA,N,Sometimes Small Vendor,PID,0,1,1,182,182,3669,989292720
2001,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,34,34,0,0
2001,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,3,3,0,0
2001,Defense,DLA,S,Always Small Vendor,PDuns,0,0,0,13,13,18,-2644366
2001,Defense,DLA,S,Always Small Vendor,PDuns,0,0,1,282,282,344,9571527
2001,Defense,DLA,S,Always Small Vendor,PDuns,0,1,1,2513,2551,12814,1866073076
2001,Defense,DLA,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0
2001,Defense,DLA,S,Always Small Vendor,PID,0,0,1,1,1,1,28899
2001,Defense,DLA,S,Always Small Vendor,PID,0,1,1,38,38,207,192279181
2001,Defense,MDA,B,Big Five,PID,0,1,1,3,3,24,1299905076
2001,Defense,MDA,L,Large Vendor,PID,0,1,1,15,15,228,254903686
2001,Defense,MDA,M,Medium Vendor,PDuns,0,1,1,1,1,13,3224810
2001,Defense,MDA,M,Medium Vendor,PDuns,1,1,1,1,1,1,1507500
2001,Defense,MDA,M,Medium Vendor,PID,1,1,1,1,1,8,14268192
2001,Defense,MDA,N,Sometimes Small Vendor,PDuns,0,1,1,11,11,22,7124410
2001,Defense,MDA,N,Sometimes Small Vendor,PID,0,1,1,10,10,63,69813993
2001,Defense,MDA,S,Always Small Vendor,PDuns,0,1,1,19,19,73,22263235
2001,Defense,MilitaryHealth,L,Large Vendor,PID,0,1,1,6,6,213,1589450957
2001,Defense,MilitaryHealth,M,Medium Vendor,PDuns,0,1,1,2,2,8,1019756
2001,Defense,MilitaryHealth,M,Medium Vendor,PID,0,1,1,3,3,107,755842440
2001,Defense,MilitaryHealth,N,Sometimes Small Vendor,PDuns,0,1,1,1,1,1,49999
2001,Defense,MilitaryHealth,N,Sometimes Small Vendor,PID,0,1,1,2,2,4,1443135
2001,Defense,MilitaryHealth,S,Always Small Vendor,PDuns,0,1,1,2,2,3,930080
2001,Defense,Navy,NULL,NULL,PID,NULL,NULL,NULL,4,4,21,1026486
2001,Defense,Navy,B,Big Five,PDuns,0,1,1,2,20,103,30522912
2001,Defense,Navy,B,Big Five,PID,0,1,1,5,5,8844,13665898506
2001,Defense,Navy,J,Large: Big 5 JV,PDuns,0,1,1,1,2,11,4960845
2001,Defense,Navy,L,Large Vendor,PDuns,0,1,1,22,67,1073,219463801
2001,Defense,Navy,L,Large Vendor,PDuns,1,1,1,3,4,32,69186871
2001,Defense,Navy,L,Large Vendor,PID,0,1,1,139,139,17135,7991822629
2001,Defense,Navy,L,Large Vendor,PID,1,1,1,6,6,208,73754069
2001,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,10,10,0,0
2001,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,2,2,0,0
2001,Defense,Navy,M,Medium Vendor,PDuns,0,0,0,29,29,102,-586223
2001,Defense,Navy,M,Medium Vendor,PDuns,0,0,1,100,100,155,443936
2001,Defense,Navy,M,Medium Vendor,PDuns,0,1,1,1200,1262,7327,1744772895
2001,Defense,Navy,M,Medium Vendor,PDuns,1,0,0,9,9,18,-457024
2001,Defense,Navy,M,Medium Vendor,PDuns,1,0,1,85,85,103,3209116
2001,Defense,Navy,M,Medium Vendor,PDuns,1,1,1,868,878,3414,804744557
2001,Defense,Navy,M,Medium Vendor,PID,0,0,0,2,2,2,-23954
2001,Defense,Navy,M,Medium Vendor,PID,0,0,1,1,1,3,-6717
2001,Defense,Navy,M,Medium Vendor,PID,0,1,1,154,154,3519,6890459085
2001,Defense,Navy,M,Medium Vendor,PID,1,1,1,6,6,215,25562771
2001,Defense,Navy,N,Sometimes Small Vendor,Duns,0,1,1,1,1,2,421921
2001,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,2,0
2001,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,0,1,29,29,53,916864
2001,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,1,1,1692,2099,18487,3236637289
2001,Defense,Navy,N,Sometimes Small Vendor,PDuns,1,1,1,3,4,11,4643754
2001,Defense,Navy,N,Sometimes Small Vendor,PID,0,0,1,1,1,2,-22954
2001,Defense,Navy,N,Sometimes Small Vendor,PID,0,1,1,460,460,14941,3516520663
2001,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,8,8,0,0
2001,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,1,1,0,0
2001,Defense,Navy,S,Always Small Vendor,PDuns,0,0,0,133,133,369,-630219
2001,Defense,Navy,S,Always Small Vendor,PDuns,0,0,1,853,853,1753,22259355
2001,Defense,Navy,S,Always Small Vendor,PDuns,0,1,1,5396,5444,23842,3370820111
2001,Defense,Navy,S,Always Small Vendor,PDuns,1,0,0,1,1,1,-24039
2001,Defense,Navy,S,Always Small Vendor,PID,0,0,0,1,1,1,2880
2001,Defense,Navy,S,Always Small Vendor,PID,0,0,1,5,5,5,116421
2001,Defense,Navy,S,Always Small Vendor,PID,0,1,1,160,160,2279,534474567.5
2001,Defense,Navy,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,1,76000
2001,Defense,Other DoD,NULL,NULL,PID,NULL,NULL,NULL,1,1,3,187598
2001,Defense,Other DoD,B,Big Five,PDuns,0,1,1,1,2,4,35054
2001,Defense,Other DoD,B,Big Five,PID,0,1,1,5,5,1057,686446446
2001,Defense,Other DoD,J,Large: Big 5 JV,PID,0,1,1,1,1,12,64787260
2001,Defense,Other DoD,L,Large Vendor,PDuns,0,1,1,7,10,16,2980560
2001,Defense,Other DoD,L,Large Vendor,PDuns,1,1,1,1,1,1,151449
2001,Defense,Other DoD,L,Large Vendor,PID,0,1,1,87,87,7200,2203977522
2001,Defense,Other DoD,L,Large Vendor,PID,1,1,1,1,1,17,7551100
2001,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,2,2,0,0
2001,Defense,Other DoD,M,Medium Vendor,PDuns,0,0,0,1,1,1,0
2001,Defense,Other DoD,M,Medium Vendor,PDuns,0,0,1,25,25,35,546253
2001,Defense,Other DoD,M,Medium Vendor,PDuns,0,1,1,218,230,794,178246475.7
2001,Defense,Other DoD,M,Medium Vendor,PDuns,1,0,1,5,5,5,144090
2001,Defense,Other DoD,M,Medium Vendor,PDuns,1,1,1,95,95,210,117629160
2001,Defense,Other DoD,M,Medium Vendor,PID,0,0,1,2,2,5,47831
2001,Defense,Other DoD,M,Medium Vendor,PID,0,1,1,42,42,396,425361488.1
2001,Defense,Other DoD,M,Medium Vendor,PID,1,0,1,1,1,2,27821
2001,Defense,Other DoD,M,Medium Vendor,PID,1,1,1,1,1,2,828140
2001,Defense,Other DoD,N,Sometimes Small Vendor,Duns,0,1,1,1,1,456,158396691
2001,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,1,1,333,366,1163,314348070.4
2001,Defense,Other DoD,N,Sometimes Small Vendor,PID,0,0,1,1,1,4,13683
2001,Defense,Other DoD,N,Sometimes Small Vendor,PID,0,1,1,199,199,1994,569529198
2001,Defense,Other DoD,S,Always Small Vendor,PDuns,0,0,0,13,13,15,-136630
2001,Defense,Other DoD,S,Always Small Vendor,PDuns,0,0,1,55,55,70,1464504
2001,Defense,Other DoD,S,Always Small Vendor,PDuns,0,1,1,682,691,1728,344666281.6
2001,Defense,Other DoD,S,Always Small Vendor,PID,0,0,1,1,1,2,12291
2001,Defense,Other DoD,S,Always Small Vendor,PID,0,1,1,33,33,178,66782191.4
2001,Defense,Other DoD,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,14,2896159
2002,Defense,NULL,L,Large Vendor,PID,0,1,1,1,1,0,0
2002,Defense,NULL,N,Sometimes Small Vendor,PDuns,0,1,1,1,1,0,0
2002,Defense,NULL,S,Always Small Vendor,PDuns,0,1,1,3,3,0,0
2002,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,5,5,38,4596468
2002,Defense,Air Force,B,Big Five,PDuns,0,1,1,1,4,7,1314074
2002,Defense,Air Force,B,Big Five,PID,0,1,1,5,5,9771,24172301868
2002,Defense,Air Force,J,Large: Big 5 JV,PID,0,1,1,1,1,1,511488
2002,Defense,Air Force,J,Large: Big 5 JV,PID,1,1,1,1,1,17,42250316
2002,Defense,Air Force,L,Large Vendor,PDuns,0,1,1,16,59,515,324285079
2002,Defense,Air Force,L,Large Vendor,PDuns,1,1,1,1,3,41,33088003
2002,Defense,Air Force,L,Large Vendor,PID,0,0,0,1,1,2,-1269371
2002,Defense,Air Force,L,Large Vendor,PID,0,1,1,123,123,12498,9343103543
2002,Defense,Air Force,L,Large Vendor,PID,1,1,1,2,2,33,4011369
2002,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,22,22,0,0
2002,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,4,4,4,51601
2002,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,5,8,64,23596748
2002,Defense,Air Force,M,Medium Vendor,PDuns,0,0,0,10,11,16,827082
2002,Defense,Air Force,M,Medium Vendor,PDuns,0,0,1,68,68,107,2133473
2002,Defense,Air Force,M,Medium Vendor,PDuns,0,1,1,800,843,3423,967822474
2002,Defense,Air Force,M,Medium Vendor,PDuns,1,0,0,7,7,12,-193106
2002,Defense,Air Force,M,Medium Vendor,PDuns,1,0,1,85,85,96,2553883
2002,Defense,Air Force,M,Medium Vendor,PDuns,1,1,1,693,698,2128,570159455.9
2002,Defense,Air Force,M,Medium Vendor,PID,0,0,1,1,1,1,30000
2002,Defense,Air Force,M,Medium Vendor,PID,0,1,1,116,116,1382,1381576073
2002,Defense,Air Force,M,Medium Vendor,PID,1,1,1,6,6,67,49939579
2002,Defense,Air Force,N,Sometimes Small Vendor,Duns,0,1,1,3,3,23,1395990338
2002,Defense,Air Force,N,Sometimes Small Vendor,Name,0,1,1,1,1,30,1512894
2002,Defense,Air Force,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,0,0
2002,Defense,Air Force,N,Sometimes Small Vendor,PDuns,0,0,1,12,12,18,355557
2002,Defense,Air Force,N,Sometimes Small Vendor,PDuns,0,1,1,1360,1623,9033,2229971794
2002,Defense,Air Force,N,Sometimes Small Vendor,PDuns,1,1,1,2,2,6,253399
2002,Defense,Air Force,N,Sometimes Small Vendor,PID,0,1,1,389,389,8546,3869999050
2002,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,16,16,0,0
2002,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,1,1,1,16349
2002,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,1,1,0,0
2002,Defense,Air Force,S,Always Small Vendor,PDuns,0,0,0,105,105,148,-251002
2002,Defense,Air Force,S,Always Small Vendor,PDuns,0,0,1,560,560,723,13011015.33
2002,Defense,Air Force,S,Always Small Vendor,PDuns,0,1,1,4227,4256,15135,2603578859
2002,Defense,Air Force,S,Always Small Vendor,PDuns,1,1,1,1,1,1,265080
2002,Defense,Air Force,S,Always Small Vendor,PID,0,0,1,2,2,3,16570
2002,Defense,Air Force,S,Always Small Vendor,PID,0,1,1,149,149,1337,359666208
2002,Defense,Air Force,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,10,4520023
2002,Defense,Army,NULL,NULL,PID,NULL,NULL,NULL,7,7,37,40463995
2002,Defense,Army,B,Big Five,PDuns,0,1,1,3,8,32,6201708
2002,Defense,Army,B,Big Five,PID,0,1,1,5,5,7007,9578356047
2002,Defense,Army,J,Large: Big 5 JV,PID,0,1,1,4,4,120,1508493938
2002,Defense,Army,L,Large Vendor,Duns,1,1,1,1,1,153,125687663
2002,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,1,3,22,-973971
2002,Defense,Army,L,Large Vendor,PDuns,0,1,1,32,115,1061,400015052
2002,Defense,Army,L,Large Vendor,PDuns,1,1,1,2,8,92,10496655
2002,Defense,Army,L,Large Vendor,PID,0,1,1,159,159,24641,9640265917
2002,Defense,Army,L,Large Vendor,PID,1,1,1,6,6,490,298516329.3
2002,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,17,17,6,24370
2002,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,5,5,6,29210
2002,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1,4,316,32617599
2002,Defense,Army,M,Medium Vendor,PDuns,0,0,0,313,315,510,-32140
2002,Defense,Army,M,Medium Vendor,PDuns,0,0,1,621,624,1238,40061508
2002,Defense,Army,M,Medium Vendor,PDuns,0,1,1,1931,2085,10508,3437109310
2002,Defense,Army,M,Medium Vendor,PDuns,1,0,0,36,36,57,-3328498.01
2002,Defense,Army,M,Medium Vendor,PDuns,1,0,1,213,214,284,5432412
2002,Defense,Army,M,Medium Vendor,PDuns,1,1,1,1308,1317,5220,1427980288
2002,Defense,Army,M,Medium Vendor,PID,0,0,0,1,1,1,-5219
2002,Defense,Army,M,Medium Vendor,PID,0,0,1,5,5,7,49889
2002,Defense,Army,M,Medium Vendor,PID,0,1,1,179,179,3445,2675922047
2002,Defense,Army,M,Medium Vendor,PID,1,1,1,17,17,302,288494881
2002,Defense,Army,N,Sometimes Small Vendor,Duns,0,1,1,2,2,253,71911347.21
2002,Defense,Army,N,Sometimes Small Vendor,Name,0,1,1,1,1,121,24279879
2002,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,2,33600
2002,Defense,Army,N,Sometimes Small Vendor,PDuns,0,0,0,36,39,288,418868
2002,Defense,Army,N,Sometimes Small Vendor,PDuns,0,0,1,247,259,922,6508299
2002,Defense,Army,N,Sometimes Small Vendor,PDuns,0,1,1,2671,3599,30269,4339506406
2002,Defense,Army,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,1,3200
2002,Defense,Army,N,Sometimes Small Vendor,PDuns,1,1,1,6,6,12,4285711
2002,Defense,Army,N,Sometimes Small Vendor,PID,0,0,1,5,5,12,73612
2002,Defense,Army,N,Sometimes Small Vendor,PID,0,1,1,547,547,19926,6168782916
2002,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,9,9,4,13350
2002,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,3,3,3,35706.8496
2002,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,2,2,0,0
2002,Defense,Army,S,Always Small Vendor,PDuns,0,0,0,2434,2439,4422,5880949
2002,Defense,Army,S,Always Small Vendor,PDuns,0,0,1,5680,5691,12342,94392012.5
2002,Defense,Army,S,Always Small Vendor,PDuns,0,1,1,9406,9494,42362,5433356467
2002,Defense,Army,S,Always Small Vendor,PDuns,1,0,1,1,1,11,17620.5298
2002,Defense,Army,S,Always Small Vendor,PID,0,0,0,7,7,8,13646
2002,Defense,Army,S,Always Small Vendor,PID,0,0,1,13,13,28,289738
2002,Defense,Army,S,Always Small Vendor,PID,0,1,1,209,209,1949,446294252.7
2002,Defense,Army,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,4,32991200
2002,Defense,DLA,NULL,NULL,PID,NULL,NULL,NULL,3,3,26,1290967
2002,Defense,DLA,B,Big Five,PDuns,0,1,1,2,4,12,1166586
2002,Defense,DLA,B,Big Five,PID,0,1,1,5,5,2253,266726144
2002,Defense,DLA,L,Large Vendor,PDuns,0,1,1,11,56,1070,146564529
2002,Defense,DLA,L,Large Vendor,PDuns,1,1,1,3,6,244,138091243
2002,Defense,DLA,L,Large Vendor,PID,0,0,1,2,2,3,87459
2002,Defense,DLA,L,Large Vendor,PID,0,1,1,99,99,26086,5281346513
2002,Defense,DLA,L,Large Vendor,PID,1,0,1,1,1,1,26193
2002,Defense,DLA,L,Large Vendor,PID,1,1,1,9,9,57,1094986685
2002,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,10,10,0,0
2002,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,1,2,13,7361225
2002,Defense,DLA,M,Medium Vendor,PDuns,0,0,0,3,3,5,-418154
2002,Defense,DLA,M,Medium Vendor,PDuns,0,0,1,20,20,21,607579
2002,Defense,DLA,M,Medium Vendor,PDuns,0,1,1,474,492,3366,1045868104
2002,Defense,DLA,M,Medium Vendor,PDuns,1,0,0,1,1,2,25070
2002,Defense,DLA,M,Medium Vendor,PDuns,1,0,1,8,8,8,224021
