fiscal_year	Customer	SubCustomer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2005	Defense	Navy	Ships & Submarines	N	Sometimes Small Vendor	PDuns	0	0	1	237	239	1092	4822091.0000
2005	Defense	Navy	Ships & Submarines	S	Always Small Vendor	PDuns	0	1	1	1007	1021	7642	387913367.5122
2005	Defense	Other DoD	NULL	L	Large Vendor	PID	0	0	1	1	1	1	4925.2202
2005	Defense	Other DoD	NULL	M	Medium Vendor	PDuns	1	1	1	1	1	0	0.0000
2005	Defense	Other DoD	NULL	N	Sometimes Small Vendor	PDuns	0	0	1	9	9	9	52487.5102
2005	Defense	Other DoD	Aircraft	M	Medium Vendor	Duns	0	1	1	1	1	3	44834.0000
2005	Defense	Other DoD	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	0	0	0	1	1	6	-12201.0000
2005	Defense	Other DoD	Facilities and Construction	M	Medium Vendor	PDuns	1	1	1	13	13	10	867370.4966
2005	Defense	Other DoD	Facilities and Construction	N	Sometimes Small Vendor	Duns	0	1	1	2	1	40	210419.7696
2005	Defense	Other DoD	Land Vehicles	M	Medium Vendor	PDuns	1	1	1	21	22	66	11236703.8915
2005	Defense	Other DoD	Land Vehicles	N	Sometimes Small Vendor	PDuns	0	0	1	4	4	4	52782.0000
2005	Defense	Other DoD	Land Vehicles	S	Always Small Vendor	PDuns	0	1	1	28	28	61	2558484.0000
2005	Defense	Other DoD	Other Products	S	Always Small Vendor	Name	1	0	0	1	1	1	610.8200
2005	Defense	Other DoD	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	0	1	1	142	142	1028	473986465.7286
2005	Defense	Other DoD	Other Services	M	Medium Vendor	PDuns	0	0	1	18	18	25	202872.0000
2005	Defense	Other DoD	Other Services	S	Always Small Vendor	PDuns	1	1	1	1	1	7	336051.6001
2002	Defense	Navy	Land Vehicles	M	Medium Vendor	PDuns	0	0	1	7	7	11	185323.0000
2002	Defense	Navy	Land Vehicles	N	Sometimes Small Vendor	PID	0	1	1	20	20	214	37475176.0000
2002	Defense	Navy	Ordnance and Missiles	NULL	NULL	PID	NULL	NULL	NULL	4	4	33	12248215.0000
2002	Defense	Navy	Ordnance and Missiles	M	Medium Vendor	PDuns	0	0	1	2	2	4	60300.0000
2002	Defense	Navy	Ordnance and Missiles	S	Always Small Vendor	PID	0	1	1	10	10	23	5913971.0000
2002	Defense	Navy	Other Products	M	Medium Vendor	PDuns	1	0	1	10	10	10	280475.0000
2002	Defense	Navy	Other Products	S	Always Small Vendor	PDuns	NULL	1	1	3	3	6	255166.0000
2002	Defense	Navy	Other Services	M	Medium Vendor	PDuns	0	0	1	14	14	19	353452.0000
2002	Defense	Navy	Other Services	S	Always Small Vendor	Duns	NULL	1	1	1	1	0	0.0000
2002	Defense	Navy	Other Services	S	Always Small Vendor	Duns	0	1	1	1	1	8	233445.0000
2002	Defense	Navy	Other Services	S	Always Small Vendor	PDuns	NULL	0	0	2	2	2	936392.0000
2002	Defense	Navy	Other Services	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	3	86036.0000
2002	Defense	Navy	Ships & Submarines	L	Large Vendor	PID	1	1	1	2	2	213	211508358.0000
2002	Defense	Other DoD	Facilities and Construction	S	Always Small Vendor	PDuns	0	0	0	10	10	17	15408.0000
2002	Defense	Other DoD	Land Vehicles	L	Large Vendor	PID	0	1	1	2	2	2	394900.0000
2002	Defense	Other DoD	Other Products	M	Medium Vendor	PDuns	0	0	0	1	1	1	1743.0000
2002	Defense	Other DoD	Other Products	M	Medium Vendor	PDuns	1	1	1	3	3	8	2280265.0000
2002	Defense	Other DoD	Other Services	M	Medium Vendor	PDuns	0	0	1	1	1	3	10520.3999
2002	Defense	Other DoD	Other Services	N	Sometimes Small Vendor	PDuns	0	1	1	15	16	23	4337096.0000
2002	Defense	Other DoD	Ships & Submarines	S	Always Small Vendor	PID	0	1	1	1	1	2	215677.0000
2003	Defense	Air Force	Aircraft	B	Big Five	PID	0	1	1	5	5	4001	17917848066.8594
2003	Defense	Air Force	Aircraft	S	Always Small Vendor	PDuns	0	0	1	47	47	57	1027488.0000
2003	Defense	Air Force	Facilities and Construction	U	Unlabeled Vendor	Duns	1	1	1	1	1	5	438454.0000
2003	Defense	Air Force	Ordnance and Missiles	L	Large Vendor	PID	0	1	1	22	22	479	246802454.0000
2003	Defense	Air Force	Other Products	N	Sometimes Small Vendor	Duns	0	1	1	2	2	37	21700060.0000
2003	Defense	Air Force	Other Products	N	Sometimes Small Vendor	PDuns	0	0	0	1	1	2	2548.0000
2003	Defense	Air Force	Other R&D and Knowledge Based	NULL	NULL	PID	NULL	NULL	NULL	3	3	99	91248312.0000
2003	Defense	Air Force	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	0	1	25	25	28	527431.0000
2003	Defense	Air Force	Other Services	B	Big Five	PID	0	1	1	5	5	96	24164662.0000
2003	Defense	Air Force	Other Services	M	Medium Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2003	Defense	Army	NULL	M	Medium Vendor	PDuns	NULL	0	1	6	6	7	32090.3800
2003	Defense	Army	NULL	N	Sometimes Small Vendor	PDuns	0	0	1	1	1	1	14145.0000
2003	Defense	Army	Electronics, Comms, & Sensors	B	Big Five	PID	0	1	1	5	5	4106	2542284210.6378
2003	Defense	Army	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	37491.0000
2003	Defense	Army	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	0	0	1	2	2	2	7093.0000
2003	Defense	Army	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	NULL	1	1	1	1	1	8249.0000
2003	Defense	Army	Facilities and Construction	L	Large Vendor	PID	0	1	1	121	121	7186	4303760270.2980
2003	Defense	Army	Facilities and Construction	M	Medium Vendor	Duns	0	1	1	8	8	44	7674232.0000
2003	Defense	Army	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	1	1	1755	2256	17453	2039001308.8100
2003	Defense	Army	Facilities and Construction	S	Always Small Vendor	Duns	NULL	0	0	2	2	0	0.0000
2003	Defense	Army	Facilities and Construction	S	Always Small Vendor	Duns	0	0	1	2	2	87	273852.0000
2003	Defense	Army	Land Vehicles	S	Always Small Vendor	PDuns	1	1	1	1	1	2	2144505.0000
2003	Defense	Army	Missile Defense	S	Always Small Vendor	PDuns	0	0	1	5	5	6	67458.0000
2003	Defense	Army	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns	0	0	1	12	12	17	84578.0000
2003	Defense	Army	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	1	200	200	312	2435536.0000
2003	Defense	Army	Other Products	M	Medium Vendor	PDuns	1	0	1	47	47	54	926483.0508
2003	Defense	Army	Other Products	S	Always Small Vendor	PDuns	1	1	1	1	1	1	46500.0000
2003	Defense	Army	Other Products	S	Always Small Vendor	PID	0	0	1	4	4	5	41471.0000
2003	Defense	Army	Other R&D and Knowledge Based	M	Medium Vendor	Duns	0	1	1	1	1	1	1000000.0000
2003	Defense	Army	Other Services	S	Always Small Vendor	Name	0	0	1	1	1	1	5892.0000
2003	Defense	Army	Ships & Submarines	N	Sometimes Small Vendor	PDuns	0	1	1	68	71	218	38651214.0000
2003	Defense	Army	Space Systems	L	Large Vendor	PID	0	1	1	12	12	247	115610809.0000
2003	Defense	DLA	Electronics, Comms, & Sensors	B	Big Five	PID	0	1	1	5	5	659	69563799.0000
2003	Defense	DLA	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	0	0	1	8	8	9	261412.0000
2003	Defense	DLA	Facilities and Construction	M	Medium Vendor	PDuns	1	1	1	52	52	297	65593964.3516
2003	Defense	DLA	Land Vehicles	M	Medium Vendor	PDuns	0	1	1	33	34	106	8838304.0000
2003	Defense	DLA	Land Vehicles	M	Medium Vendor	PID	1	1	1	1	1	1	44168.0000
2003	Defense	DLA	Ordnance and Missiles	M	Medium Vendor	PDuns	NULL	0	0	1	1	0	0.0000
2003	Defense	DLA	Other Products	M	Medium Vendor	PDuns	NULL	0	0	7	7	0	0.0000
2003	Defense	DLA	Other Products	S	Always Small Vendor	PDuns	NULL	1	1	5	5	0	0.0000
2003	Defense	DLA	Other R&D and Knowledge Based	S	Always Small Vendor	PID	0	1	1	1	1	10	562411.0000
2003	Defense	MDA	Missile Defense	N	Sometimes Small Vendor	PID	0	1	1	5	5	44	71116165.0000
2003	Defense	MDA	Ordnance and Missiles	NULL	NULL	PID	NULL	NULL	NULL	1	1	7	6188974.0000
2003	Defense	MDA	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	1	1	1	1	23333.0000
2003	Defense	Navy	NULL	B	Big Five	PID	0	1	1	2	2	2	0.0000
2003	Defense	Navy	NULL	M	Medium Vendor	PDuns	NULL	0	0	2	2	0	0.0000
2003	Defense	Navy	NULL	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	1	17625.0000
2003	Defense	Navy	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	0	1	1	1	1	6	782401.0000
2003	Defense	Navy	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	NULL	0	1	1	1	1	13293.0000
2003	Defense	Navy	Facilities and Construction	M	Medium Vendor	Duns	NULL	0	0	1	1	0	0.0000
2003	Defense	Navy	Facilities and Construction	M	Medium Vendor	Duns	0	1	1	2	2	19	1493647.0000
2003	Defense	Navy	Facilities and Construction	M	Medium Vendor	Duns	1	1	1	1	1	1	13150.0000
2003	Defense	Navy	Facilities and Construction	M	Medium Vendor	PDuns	1	0	0	38	38	269	743071.0000
2003	Defense	Navy	Facilities and Construction	N	Sometimes Small Vendor	PDuns	1	1	1	3	3	8	333000.0000
2003	Defense	Navy	Land Vehicles	L	Large Vendor	PID	1	1	1	1	1	2	153360.0000
2003	Defense	Navy	Land Vehicles	N	Sometimes Small Vendor	PDuns	0	0	0	1	1	5	1622.0000
2003	Defense	Navy	Missile Defense	S	Always Small Vendor	PDuns	0	0	1	1	1	1	34020.0000
2003	Defense	Navy	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	1	1	6	6028312.0000
2003	Defense	Navy	Other Products	M	Medium Vendor	PID	0	1	1	6	6	15	649100.0000
2003	Defense	Navy	Other Products	M	Medium Vendor	PID	1	1	1	1	1	3	602675.0000
2003	Defense	Navy	Other Products	N	Sometimes Small Vendor	Duns	0	1	1	1	1	0	0.0000
2003	Defense	Navy	Other Products	U	Unlabeled Vendor	Duns	1	1	1	1	1	2	78780.0000
2003	Defense	Navy	Other Services	N	Sometimes Small Vendor	PDuns	0	0	1	10	10	14	136531.0200
2003	Defense	Navy	Space Systems	N	Sometimes Small Vendor	PID	0	1	1	5	5	9	10651826.0000
2003	Defense	Other DoD	Other Products	N	Sometimes Small Vendor	PID	0	0	1	1	1	1	360.0000
2004	Defense	Air Force	Aircraft	M	Medium Vendor	PDuns	0	0	1	4	4	4	53852.0000
2004	Defense	Air Force	Aircraft	M	Medium Vendor	PID	0	1	1	11	11	108	60300888.0000
2004	Defense	Air Force	Facilities and Construction	J	Large: Big 5 JV	PID	1	1	1	1	1	11	44102908.0000
2004	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PDuns	1	0	0	2	2	3	-71525.0000
2004	Defense	Air Force	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	0	0	27	27	0	0.0000
2004	Defense	Air Force	Land Vehicles	M	Medium Vendor	PDuns	NULL	0	0	2	2	0	0.0000
2004	Defense	Air Force	Land Vehicles	M	Medium Vendor	PDuns	0	1	1	13	13	14	4141845.0000
2004	Defense	Air Force	Ordnance and Missiles	L	Large Vendor	PID	0	1	1	21	21	386	303409983.0000
2004	Defense	Air Force	Other Products	N	Sometimes Small Vendor	PDuns	0	0	1	19	19	23	375802.0000
2004	Defense	Air Force	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	0	1	110	110	134	1872204.0000
2004	Defense	Air Force	Other R&D and Knowledge Based	S	Always Small Vendor	PID	0	1	1	23	23	50	15357955.0000
2004	Defense	Air Force	Other Services	L	Large Vendor	PID	0	1	1	23	23	1171	999170151.9375
2004	Defense	Air Force	Other Services	S	Always Small Vendor	PDuns	NULL	1	1	4	4	0	0.0000
2004	Defense	Air Force	Other Services	S	Always Small Vendor	PDuns	1	0	1	1	1	1	8489.0000
2004	Defense	Army	NULL	N	Sometimes Small Vendor	PDuns	0	1	1	2	2	6	1543837.7813
2004	Defense	Army	NULL	S	Always Small Vendor	PDuns	0	1	1	1	1	7	2391720.2891
2004	Defense	Army	Electronics, Comms, & Sensors	J	Large: Big 5 JV	PID	0	1	1	1	1	1	8349.0000
2004	Defense	Army	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	0	1	380	397	880	6172338.0000
2004	Defense	Army	Facilities and Construction	NULL	NULL	PID	NULL	NULL	NULL	13	13	680	34876384.0000
2004	Defense	Army	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	1	1	13	13	66	11030515.0000
2004	Defense	Army	Land Vehicles	M	Medium Vendor	PID	0	1	1	6	6	36	65207009.0000
2004	Defense	Army	Land Vehicles	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	4058.0000
2004	Defense	Army	Land Vehicles	N	Sometimes Small Vendor	PID	0	0	1	1	1	13	55018.0000
2004	Defense	Army	Ordnance and Missiles	L	Large Vendor	Duns	1	1	1	1	1	4	968.0000
2004	Defense	Army	Ordnance and Missiles	L	Large Vendor	PID	0	1	1	36	36	803	1321491554.0000
2004	Defense	Army	Ordnance and Missiles	M	Medium Vendor	PDuns	1	0	0	18	18	24	-22506.0000
2004	Defense	Army	Other Products	M	Medium Vendor	PDuns	1	0	0	91	91	133	16744.0000
2004	Defense	Army	Other Products	M	Medium Vendor	PID	0	0	1	2	2	3	29515.0000
2004	Defense	Army	Other Products	M	Medium Vendor	PID	1	1	1	1	1	5	1248448.0000
2004	Defense	Army	Other Products	S	Always Small Vendor	PDuns	NULL	0	0	6	6	0	0.0000
2004	Defense	Army	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	0	0	0	9	9	30	6759.0000
2004	Defense	Army	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	20373.0000
2004	Defense	Army	Other Services	N	Sometimes Small Vendor	PID	0	0	1	1	1	1	-3439.0000
2004	Defense	Army	Ships & Submarines	M	Medium Vendor	PDuns	1	0	1	25	25	40	372359.0000
2004	Defense	Army	Ships & Submarines	S	Always Small Vendor	PDuns	0	0	1	200	201	301	2249759.0000
2004	Defense	Army	Space Systems	N	Sometimes Small Vendor	PDuns	0	1	1	15	16	52	40339527.0000
2004	Defense	Army	Space Systems	S	Always Small Vendor	PDuns	0	1	1	49	49	109	30739126.0000
2000	Defense	DLA	Ships & Submarines	L	Large Vendor	PID	0	1	1	12	12	43	3329782.0000
2000	Defense	DLA	Ships & Submarines	S	Always Small Vendor	PDuns	0	0	0	2	2	4	-26854.0000
2000	Defense	Navy	Aircraft	M	Medium Vendor	PDuns	0	1	1	49	49	104	37639666.0000
2000	Defense	Navy	Electronics, Comms, & Sensors	NULL	NULL	PID	NULL	NULL	NULL	13	13	169	78778058.0000
2000	Defense	Navy	Electronics, Comms, & Sensors	M	Medium Vendor	PID	0	0	0	1	1	1	-25000.0000
2000	Defense	Navy	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	0	1	1	68	68	261	57839998.0000
2000	Defense	Navy	Facilities and Construction	M	Medium Vendor	PDuns	NULL	0	0	5	5	1	0.0000
2000	Defense	Navy	Facilities and Construction	M	Medium Vendor	PDuns	0	1	1	479	485	4103	884750965.6484
2000	Defense	Navy	Facilities and Construction	M	Medium Vendor	PDuns	1	1	1	409	412	1541	328133013.0000
2000	Defense	Navy	Facilities and Construction	M	Medium Vendor	PID	0	0	1	2	2	7	54133.0000
2000	Defense	Navy	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	0	0	1	1	6	-29465.0000
2000	Defense	Navy	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	1	1	1	1	1	8182.0000
2000	Defense	Navy	Land Vehicles	N	Sometimes Small Vendor	PID	0	1	1	19	19	76	8851428.0000
2000	Defense	Navy	Other Products	M	Medium Vendor	PID	1	1	1	2	2	29	1527613.0000
2000	Defense	Navy	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	0	0	1	1	0	0.0000
2000	Defense	Navy	Other Services	N	Sometimes Small Vendor	PID	0	1	1	49	49	650	507665443.0000
2000	Defense	Other DoD	Land Vehicles	N	Sometimes Small Vendor	PDuns	0	1	1	5	5	7	1894495.0000
2000	Defense	Other DoD	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	0	1	1	59	59	431	126279067.2656
2001	Defense	Air Force	NULL	M	Medium Vendor	PDuns	NULL	0	0	1	1	0	0.0000
2001	Defense	Air Force	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	0	1	6	6	10	127079.0000
2001	Defense	Air Force	Facilities and Construction	NULL	NULL	PID	NULL	NULL	NULL	5	5	60	8008474.0000
2001	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PDuns	1	0	1	36	36	38	1023630.0000
2001	Defense	Air Force	Other Services	M	Medium Vendor	PID	0	0	1	1	1	1	28671.0000
2001	Defense	Air Force	Other Services	N	Sometimes Small Vendor	Duns	0	1	1	1	1	0	0.0000
2001	Defense	Air Force	Space Systems	S	Always Small Vendor	PDuns	0	1	1	92	92	202	36036776.0000
2001	Defense	Air Force	Space Systems	S	Always Small Vendor	PID	0	1	1	14	14	34	7686076.0000
2001	Defense	Army	Aircraft	M	Medium Vendor	Duns	0	1	1	1	1	26	13635206.0000
2001	Defense	Army	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	0	0	0	8	8	40	-118832.0000
2001	Defense	Army	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	1	1	1	167	167	324	66319519.3401
2001	Defense	Army	Facilities and Construction	L	Large Vendor	Duns	1	1	1	1	1	144	124311920.0000
2001	Defense	Army	Facilities and Construction	M	Medium Vendor	PID	0	0	1	2	2	3	-22085.0000
2001	Defense	Army	Missile Defense	N	Sometimes Small Vendor	PDuns	0	1	1	11	11	41	43044000.0000
2001	Defense	Army	Missile Defense	S	Always Small Vendor	PID	0	1	1	4	4	17	9541326.0000
2001	Defense	Army	Ordnance and Missiles	M	Medium Vendor	PDuns	0	1	1	55	55	143	174094741.0000
2001	Defense	Army	Other Products	NULL	NULL	PID	NULL	NULL	NULL	4	4	42	11295135.0000
2001	Defense	Army	Other Products	N	Sometimes Small Vendor	PDuns	0	0	1	9	9	12	110533.0000
2001	Defense	Army	Other R&D and Knowledge Based	S	Always Small Vendor	Duns	0	1	1	2	2	11	4415564.0000
2001	Defense	Army	Other Services	M	Medium Vendor	PID	0	1	1	21	21	63	452994236.0000
2001	Defense	Army	Other Services	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	3	1608768.0000
2001	Defense	Army	Ships & Submarines	B	Big Five	PID	0	1	1	1	1	7	12034322.0000
2001	Defense	Army	Space Systems	J	Large: Big 5 JV	PID	0	1	1	1	1	3	3174381.0000
2001	Defense	DLA	Aircraft	N	Sometimes Small Vendor	PDuns	0	0	1	1	1	2	58790.0000
2001	Defense	DLA	Land Vehicles	L	Large Vendor	PID	0	1	1	17	17	93	10908825.0000
2001	Defense	DLA	Ordnance and Missiles	B	Big Five	PID	0	1	1	4	4	23	1713890.0000
2001	Defense	DLA	Ordnance and Missiles	M	Medium Vendor	PID	0	1	1	2	2	7	4760755.0000
2001	Defense	DLA	Other Products	NULL	NULL	PID	NULL	NULL	NULL	3	3	24	3836627.0000
2001	Defense	DLA	Other Products	M	Medium Vendor	PDuns	1	1	1	48	48	151	238026111.0000
2001	Defense	DLA	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	0	1	1	14	14	299	93153271.0000
2001	Defense	DLA	Other Services	M	Medium Vendor	PDuns	0	0	1	1	1	1	30351.0000
2001	Defense	DLA	Ships & Submarines	S	Always Small Vendor	PDuns	0	1	1	163	163	324	23708713.0000
2001	Defense	MDA	Missile Defense	NULL	NULL	PID	NULL	NULL	NULL	1	1	16	21330464.0000
2001	Defense	MDA	Missile Defense	B	Big Five	PID	0	1	1	1	1	9	795110717.0000
2001	Defense	MDA	Missile Defense	N	Sometimes Small Vendor	PID	0	1	1	2	2	19	35489289.0000
2001	Defense	MDA	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	1	1	8	14268192.0000
2001	Defense	Navy	Aircraft	M	Medium Vendor	PID	0	1	1	13	13	84	43887607.0000
2001	Defense	Navy	Aircraft	N	Sometimes Small Vendor	PDuns	0	1	1	226	284	855	236168471.6191
2001	Defense	Navy	Aircraft	S	Always Small Vendor	PDuns	0	0	0	1	1	1	39923.0000
2001	Defense	Navy	Facilities and Construction	L	Large Vendor	PID	1	1	1	2	2	16	26305195.0000
2001	Defense	Navy	Facilities and Construction	N	Sometimes Small Vendor	PID	0	1	1	164	164	5023	911406753.0000
2001	Defense	Navy	Facilities and Construction	S	Always Small Vendor	Duns	0	1	1	4	4	9	511275.0000
2001	Defense	Navy	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2001	Defense	Navy	Land Vehicles	M	Medium Vendor	PDuns	0	1	1	19	20	27	29283072.0000
2001	Defense	Navy	Land Vehicles	S	Always Small Vendor	PDuns	0	1	1	81	81	160	13409150.0000
2001	Defense	Navy	Missile Defense	S	Always Small Vendor	PDuns	0	1	1	8	8	10	1114272.0000
2001	Defense	Navy	Ordnance and Missiles	S	Always Small Vendor	Duns	0	1	1	1	1	1	500000.0000
2001	Defense	Navy	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	1	10	10	11	196939.0000
2001	Defense	Navy	Other Products	M	Medium Vendor	PDuns	NULL	0	0	1	1	0	0.0000
2001	Defense	Navy	Other Products	M	Medium Vendor	PDuns	0	1	1	97	98	241	34475489.0000
2001	Defense	Navy	Other Products	N	Sometimes Small Vendor	PDuns	0	0	1	3	3	4	117581.0000
2001	Defense	Navy	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	0	0	5	5	6	24040.0000
2001	Defense	Navy	Other Services	M	Medium Vendor	PID	0	1	1	17	17	113	28539810.0000
2001	Defense	Navy	Other Services	N	Sometimes Small Vendor	PDuns	0	0	1	2	2	2	59984.0000
2001	Defense	Navy	Ships & Submarines	L	Large Vendor	PID	0	1	1	54	54	1867	1341436399.0000
2001	Defense	Navy	Ships & Submarines	M	Medium Vendor	PDuns	NULL	0	0	1	1	0	0.0000
2001	Defense	Navy	Ships & Submarines	M	Medium Vendor	PDuns	1	1	1	97	99	465	75893096.0000
2001	Defense	Navy	Ships & Submarines	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	83613.0000
2001	Defense	Navy	Ships & Submarines	S	Always Small Vendor	PDuns	0	0	1	63	63	89	1787548.0000
2001	Defense	Navy	Space Systems	B	Big Five	PID	0	1	1	5	5	56	60759871.0000
2001	Defense	Other DoD	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	0	0	0	2	2	3	-106454.0000
2001	Defense	Other DoD	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	0	1	1	17	17	119	40814499.0000
2001	Defense	Other DoD	Facilities and Construction	NULL	NULL	PID	NULL	NULL	NULL	1	1	3	123916.0000
2001	Defense	Other DoD	Other Products	N	Sometimes Small Vendor	Duns	0	1	1	1	1	455	158315291.0000
2001	Defense	Other DoD	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	0	1	8	8	9	221169.0000
2001	Defense	Other DoD	Other Services	M	Medium Vendor	PID	0	1	1	1	1	3	7501635.0000
2001	Defense	Other DoD	Other Services	N	Sometimes Small Vendor	PID	0	1	1	4	4	12	17873733.0000
2001	Defense	Other DoD	Ships & Submarines	M	Medium Vendor	PDuns	1	1	1	1	1	1	19930740.0000
2002	Defense	Air Force	Aircraft	M	Medium Vendor	PID	1	1	1	1	1	1	57558.0000
2002	Defense	Air Force	Aircraft	S	Always Small Vendor	PDuns	0	0	1	32	32	38	902381.0000
2002	Defense	Air Force	Aircraft	S	Always Small Vendor	PID	0	1	1	23	23	75	35566157.0000
2002	Defense	Air Force	Facilities and Construction	NULL	NULL	PID	NULL	NULL	NULL	6	6	89	12427512.0000
2002	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PDuns	1	0	1	34	34	38	1036534.0000
2002	Defense	Air Force	Facilities and Construction	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	5	284957.0000
2002	Defense	Air Force	Land Vehicles	M	Medium Vendor	PDuns	1	1	1	40	40	83	8507073.8799
2002	Defense	Air Force	Land Vehicles	S	Always Small Vendor	PID	0	1	1	1	1	6	2560852.0000
2002	Defense	Air Force	Other Products	N	Sometimes Small Vendor	Name	0	1	1	1	1	1	33800.0000
2002	Defense	Air Force	Other R&D and Knowledge Based	L	Large Vendor	PID	0	1	1	55	55	1093	773610596.0000
2002	Defense	Air Force	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	1	1	1	1	2	389978.0000
2002	Defense	Air Force	Other R&D and Knowledge Based	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	1	65000.0000
2002	Defense	Air Force	Ships & Submarines	L	Large Vendor	PID	0	1	1	1	1	17	10299834.0000
2002	Defense	Air Force	Ships & Submarines	N	Sometimes Small Vendor	PID	0	1	1	1	1	1	30000.0000
2002	Defense	Air Force	Space Systems	B	Big Five	PID	0	1	1	5	5	488	2613163224.0000
2002	Defense	Army	NULL	M	Medium Vendor	PDuns	0	0	1	1	1	1	4420.0000
2002	Defense	Army	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	28338.0000
2002	Defense	Army	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	NULL	0	1	1	1	1	7518.0000
2002	Defense	Army	Facilities and Construction	B	Big Five	PID	0	1	1	5	5	227	131772363.3984
2002	Defense	Army	Facilities and Construction	L	Large Vendor	PID	0	1	1	110	110	4713	1256861132.1697
2002	Defense	Army	Facilities and Construction	N	Sometimes Small Vendor	PID	0	1	1	290	290	6996	1702230872.0103
2002	Defense	Army	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	0	0	3	3	8	1697721.0000
2002	Defense	Army	Land Vehicles	N	Sometimes Small Vendor	Name	0	1	1	1	1	7	654263.0000
2002	Defense	Army	Missile Defense	M	Medium Vendor	PDuns	1	1	1	1	1	8	3258132.0000
2002	Defense	Army	Missile Defense	S	Always Small Vendor	PDuns	0	1	1	19	19	64	20156388.0000
2002	Defense	Army	Missile Defense	S	Always Small Vendor	PID	0	1	1	2	2	19	9453812.0000
2002	Defense	Army	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	1	1	435	475	1556	409389159.6446
2002	Defense	Army	Other R&D and Knowledge Based	S	Always Small Vendor	Duns	0	1	1	5	5	23	3807466.0000
2002	Defense	Army	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	0	0	184	184	425	-239418.0000
2002	Defense	Army	Other Services	M	Medium Vendor	PDuns	1	0	0	1	1	1	-53214.0000
2002	Defense	Army	Other Services	N	Sometimes Small Vendor	Name	0	1	1	1	1	33	2503179.0000
2002	Defense	Army	Other Services	S	Always Small Vendor	Duns	0	1	1	1	1	1	183746.0000
2002	Defense	Army	Ships & Submarines	S	Always Small Vendor	PDuns	0	0	0	5	5	8	27392.0000
2002	Defense	Army	Space Systems	M	Medium Vendor	PID	0	1	1	2	2	3	177000.0000
