"","FY","VendorSize","Customer","Category","Portfolio","Amount"
"2047","2003","Small","Other DoD","Products","Weapons and Ammunition",1636785
"2048","2003","Small","Other DoD","R&D","Aircraft and Drones",129248
"2049","2003","Small","Other DoD","R&D","Electronics and Communications",6247785
"2050","2003","Small","Other DoD","R&D","Facilities and Construction",1288039
"2051","2003","Small","Other DoD","R&D","Other R&D and Knowledge Based",331910852
"2052","2003","Small","Other DoD","R&D","Weapons and Ammunition",11295578
"2053","2003","Small","Other DoD","Services","Aircraft and Drones",13354781
"2054","2003","Small","Other DoD","Services","Electronics and Communications",612565404
"2055","2003","Small","Other DoD","Services","Facilities and Construction",429359736
"2056","2003","Small","Other DoD","Services","Land Vehicles",431495
"2057","2003","Small","Other DoD","Services","Other R&D and Knowledge Based",262585965
"2058","2003","Small","Other DoD","Services","Other Services",14054139
"2059","2003","Small","Other DoD","Services","Ships & Submarines",7525
"2060","2003","Small","Other DoD","Services","Weapons and Ammunition",556693
"2061","2003",NA,"Air Force","Products","Aircraft and Drones",106111577
"2062","2003",NA,"Air Force","Products","Electronics and Communications",45163931
"2063","2003",NA,"Air Force","Products","Facilities and Construction",6157639
"2064","2003",NA,"Air Force","Products","Missile and Space Systems",10301
"2065","2003",NA,"Air Force","Products","Other Products",2799504
"2066","2003",NA,"Air Force","Products","Weapons and Ammunition",5079805
"2067","2003",NA,"Air Force","R&D","Aircraft and Drones",8353316
"2068","2003",NA,"Air Force","R&D","Electronics and Communications",36147815
"2069","2003",NA,"Air Force","R&D","Missile and Space Systems",21252914
"2070","2003",NA,"Air Force","R&D","Other R&D and Knowledge Based",3445812
"2071","2003",NA,"Air Force","R&D","Weapons and Ammunition",1109909
"2072","2003",NA,"Air Force","Services","Aircraft and Drones",95092718
"2073","2003",NA,"Air Force","Services","Electronics and Communications",85632377
"2074","2003",NA,"Air Force","Services","Facilities and Construction",48099792
"2075","2003",NA,"Air Force","Services","Land Vehicles",14424
"2076","2003",NA,"Air Force","Services","Missile and Space Systems",9048143
"2077","2003",NA,"Air Force","Services","Other R&D and Knowledge Based",53112961
"2078","2003",NA,"Air Force","Services","Other Services",27124706
"2079","2003",NA,"Air Force","Services","Weapons and Ammunition",522361
"2080","2003",NA,"Army","NULL","NULL",0
"2081","2003",NA,"Army","Products","Aircraft and Drones",13737074
"2082","2003",NA,"Army","Products","Electronics and Communications",123736489
"2083","2003",NA,"Army","Products","Facilities and Construction",27359797
"2084","2003",NA,"Army","Products","Land Vehicles",2453384
"2085","2003",NA,"Army","Products","Missile and Space Systems",1793633
"2086","2003",NA,"Army","Products","Other Products",22232600
"2087","2003",NA,"Army","Products","Ships & Submarines",169293
"2088","2003",NA,"Army","Products","Weapons and Ammunition",40917623
"2089","2003",NA,"Army","R&D","Aircraft and Drones",14025523
"2090","2003",NA,"Army","R&D","Electronics and Communications",2190654
"2091","2003",NA,"Army","R&D","Land Vehicles",194864
"2092","2003",NA,"Army","R&D","Missile and Space Systems",103067827
"2093","2003",NA,"Army","R&D","Other R&D and Knowledge Based",26908539
"2094","2003",NA,"Army","Services","Aircraft and Drones",188223
"2095","2003",NA,"Army","Services","Electronics and Communications",130753117
"2096","2003",NA,"Army","Services","Facilities and Construction",20456015
"2097","2003",NA,"Army","Services","Land Vehicles",91123
"2098","2003",NA,"Army","Services","Missile and Space Systems",55654262
"2099","2003",NA,"Army","Services","Other R&D and Knowledge Based",115634651
"2100","2003",NA,"Army","Services","Other Services",4184668
"2101","2003",NA,"Army","Services","Ships & Submarines",322804
"2102","2003",NA,"Army","Services","Weapons and Ammunition",11498
"2103","2003",NA,"DLA","Products","Aircraft and Drones",9314518
"2104","2003",NA,"DLA","Products","Electronics and Communications",49220983
"2105","2003",NA,"DLA","Products","Facilities and Construction",7019343
"2106","2003",NA,"DLA","Products","Land Vehicles",3602045
"2107","2003",NA,"DLA","Products","Other Products",161363630
"2108","2003",NA,"DLA","Products","Ships & Submarines",1474176
"2109","2003",NA,"DLA","Products","Weapons and Ammunition",53637
"2110","2003",NA,"DLA","Services","Electronics and Communications",9258618
"2111","2003",NA,"DLA","Services","Facilities and Construction",756813
"2112","2003",NA,"MDA","R&D","Other R&D and Knowledge Based",5381575
"2113","2003",NA,"MDA","Services","Other R&D and Knowledge Based",13010336
"2114","2003",NA,"Navy","Products","Aircraft and Drones",10064950
"2115","2003",NA,"Navy","Products","Electronics and Communications",68317845
"2116","2003",NA,"Navy","Products","Facilities and Construction",4406387
"2117","2003",NA,"Navy","Products","Land Vehicles",492818
"2118","2003",NA,"Navy","Products","Missile and Space Systems",889587
"2119","2003",NA,"Navy","Products","Other Products",85987138
"2120","2003",NA,"Navy","Products","Ships & Submarines",3678341
"2121","2003",NA,"Navy","Products","Weapons and Ammunition",836020
"2122","2003",NA,"Navy","R&D","Aircraft and Drones",4149640
"2123","2003",NA,"Navy","R&D","Electronics and Communications",52560207
"2124","2003",NA,"Navy","R&D","Land Vehicles",526717
"2125","2003",NA,"Navy","R&D","Missile and Space Systems",11813238
"2126","2003",NA,"Navy","R&D","Other R&D and Knowledge Based",50596448
"2127","2003",NA,"Navy","R&D","Ships & Submarines",626380
"2128","2003",NA,"Navy","R&D","Weapons and Ammunition",6163123
"2129","2003",NA,"Navy","Services","Aircraft and Drones",18106841
"2130","2003",NA,"Navy","Services","Electronics and Communications",32242742
"2131","2003",NA,"Navy","Services","Facilities and Construction",104799691
"2132","2003",NA,"Navy","Services","Missile and Space Systems",3764435
"2133","2003",NA,"Navy","Services","Other R&D and Knowledge Based",229091507
"2134","2003",NA,"Navy","Services","Other Services",4134518
"2135","2003",NA,"Navy","Services","Ships & Submarines",115235747
"2136","2003",NA,"Other DoD","Products","Aircraft and Drones",104434
"2137","2003",NA,"Other DoD","Products","Electronics and Communications",9150291
"2138","2003",NA,"Other DoD","Products","Facilities and Construction",234360
"2139","2003",NA,"Other DoD","Products","Other Products",383403
"2140","2003",NA,"Other DoD","Products","Ships & Submarines",105179
"2141","2003",NA,"Other DoD","R&D","Aircraft and Drones",126920
"2142","2003",NA,"Other DoD","R&D","Facilities and Construction",456028
"2143","2003",NA,"Other DoD","R&D","Other R&D and Knowledge Based",4305582
"2144","2003",NA,"Other DoD","R&D","Weapons and Ammunition",2007937
"2145","2003",NA,"Other DoD","Services","Electronics and Communications",99386479
"2146","2003",NA,"Other DoD","Services","Facilities and Construction",3344337
"2147","2003",NA,"Other DoD","Services","Other R&D and Knowledge Based",4128310
"2148","2003",NA,"Other DoD","Services","Other Services",27444972
"2149","2003",NA,"Other DoD","Services","Weapons and Ammunition",69101
"2150","2004","Big Five","Air Force","Products","Aircraft and Drones",14372807342
"2151","2004","Big Five","Air Force","Products","Electronics and Communications",2373094613
"2152","2004","Big Five","Air Force","Products","Facilities and Construction",13263996
"2153","2004","Big Five","Air Force","Products","Land Vehicles",3500437
"2154","2004","Big Five","Air Force","Products","Missile and Space Systems",2001145917
"2155","2004","Big Five","Air Force","Products","Other Products",11093162
"2156","2004","Big Five","Air Force","Products","Weapons and Ammunition",1387793134
"2157","2004","Big Five","Air Force","R&D","Aircraft and Drones",1863345026
"2158","2004","Big Five","Air Force","R&D","Electronics and Communications",1173219384
"2159","2004","Big Five","Air Force","R&D","Land Vehicles",921347
"2160","2004","Big Five","Air Force","R&D","Missile and Space Systems",3843977362
"2161","2004","Big Five","Air Force","R&D","Other R&D and Knowledge Based",105317547
"2162","2004","Big Five","Air Force","R&D","Weapons and Ammunition",612866807
"2163","2004","Big Five","Air Force","Services","Aircraft and Drones",2101170967
"2164","2004","Big Five","Air Force","Services","Electronics and Communications",1800955074
"2165","2004","Big Five","Air Force","Services","Facilities and Construction",167830118
"2166","2004","Big Five","Air Force","Services","Land Vehicles",20152199
"2167","2004","Big Five","Air Force","Services","Missile and Space Systems",1169869089
"2168","2004","Big Five","Air Force","Services","Other R&D and Knowledge Based",770247688
"2169","2004","Big Five","Air Force","Services","Other Services",54847483
"2170","2004","Big Five","Air Force","Services","Weapons and Ammunition",28913152
"2171","2004","Big Five","Army","NULL","NULL",0
"2172","2004","Big Five","Army","Products","Aircraft and Drones",2697514365
"2173","2004","Big Five","Army","Products","Electronics and Communications",1556696202
"2174","2004","Big Five","Army","Products","Facilities and Construction",242939275
"2175","2004","Big Five","Army","Products","Land Vehicles",1154364234
"2176","2004","Big Five","Army","Products","Missile and Space Systems",2671627553
"2177","2004","Big Five","Army","Products","Other Products",30815069
"2178","2004","Big Five","Army","Products","Weapons and Ammunition",850344527
"2179","2004","Big Five","Army","R&D","Aircraft and Drones",1751068723
"2180","2004","Big Five","Army","R&D","Electronics and Communications",1039500955
"2181","2004","Big Five","Army","R&D","Facilities and Construction",2341313
"2182","2004","Big Five","Army","R&D","Land Vehicles",13391488
"2183","2004","Big Five","Army","R&D","Missile and Space Systems",1593040947
"2184","2004","Big Five","Army","R&D","Other R&D and Knowledge Based",472490546
"2185","2004","Big Five","Army","R&D","Weapons and Ammunition",199520815
"2186","2004","Big Five","Army","Services","Aircraft and Drones",126781027
"2187","2004","Big Five","Army","Services","Electronics and Communications",1316165935
"2188","2004","Big Five","Army","Services","Facilities and Construction",43601160
"2189","2004","Big Five","Army","Services","Land Vehicles",357776958
"2190","2004","Big Five","Army","Services","Missile and Space Systems",420775982
"2191","2004","Big Five","Army","Services","Other R&D and Knowledge Based",585804953
"2192","2004","Big Five","Army","Services","Other Services",195778987
"2193","2004","Big Five","Army","Services","Weapons and Ammunition",157244913
"2194","2004","Big Five","DLA","Products","Aircraft and Drones",181521025
"2195","2004","Big Five","DLA","Products","Electronics and Communications",98412274
"2196","2004","Big Five","DLA","Products","Facilities and Construction",8520259
"2197","2004","Big Five","DLA","Products","Land Vehicles",7575731
"2198","2004","Big Five","DLA","Products","Missile and Space Systems",118675
"2199","2004","Big Five","DLA","Products","Other Products",39317114
"2200","2004","Big Five","DLA","Products","Ships & Submarines",512508
"2201","2004","Big Five","DLA","Products","Weapons and Ammunition",5526316
"2202","2004","Big Five","DLA","Services","Aircraft and Drones",42905
"2203","2004","Big Five","DLA","Services","Electronics and Communications",26924080
"2204","2004","Big Five","DLA","Services","Facilities and Construction",393074
"2205","2004","Big Five","DLA","Services","Other R&D and Knowledge Based",22273433
"2206","2004","Big Five","MDA","Products","Electronics and Communications",224764
"2207","2004","Big Five","MDA","Products","Missile and Space Systems",3167249851
"2208","2004","Big Five","MDA","R&D","Facilities and Construction",170609911
"2209","2004","Big Five","MDA","R&D","Missile and Space Systems",282151159
"2210","2004","Big Five","MDA","R&D","Other R&D and Knowledge Based",17059493
"2211","2004","Big Five","MDA","Services","Electronics and Communications",844905
"2212","2004","Big Five","MDA","Services","Other R&D and Knowledge Based",13214924
"2213","2004","Big Five","Navy","NULL","NULL",31488
"2214","2004","Big Five","Navy","Products","Aircraft and Drones",6115743442
"2215","2004","Big Five","Navy","Products","Electronics and Communications",2020373990
"2216","2004","Big Five","Navy","Products","Facilities and Construction",71630353
"2217","2004","Big Five","Navy","Products","Land Vehicles",23650062
"2218","2004","Big Five","Navy","Products","Missile and Space Systems",3602327094
"2219","2004","Big Five","Navy","Products","Other Products",220387937
"2220","2004","Big Five","Navy","Products","Ships & Submarines",8637383601
"2221","2004","Big Five","Navy","Products","Weapons and Ammunition",694002853
"2222","2004","Big Five","Navy","R&D","Aircraft and Drones",5023334567
"2223","2004","Big Five","Navy","R&D","Electronics and Communications",1119528141
"2224","2004","Big Five","Navy","R&D","Land Vehicles",332651032
"2225","2004","Big Five","Navy","R&D","Missile and Space Systems",400985711
"2226","2004","Big Five","Navy","R&D","Other R&D and Knowledge Based",269564184
"2227","2004","Big Five","Navy","R&D","Ships & Submarines",982732580
"2228","2004","Big Five","Navy","R&D","Weapons and Ammunition",47818567
"2229","2004","Big Five","Navy","Services","Aircraft and Drones",786526655
"2230","2004","Big Five","Navy","Services","Electronics and Communications",538328933
"2231","2004","Big Five","Navy","Services","Facilities and Construction",149243697
"2232","2004","Big Five","Navy","Services","Land Vehicles",2598396
"2233","2004","Big Five","Navy","Services","Missile and Space Systems",386474665
"2234","2004","Big Five","Navy","Services","Other R&D and Knowledge Based",695437671
"2235","2004","Big Five","Navy","Services","Other Services",624504029
"2236","2004","Big Five","Navy","Services","Ships & Submarines",1854497218
"2237","2004","Big Five","Navy","Services","Weapons and Ammunition",113427260
"2238","2004","Big Five","Other DoD","Products","Aircraft and Drones",6259980
"2239","2004","Big Five","Other DoD","Products","Electronics and Communications",232311062
"2240","2004","Big Five","Other DoD","Products","Facilities and Construction",23869985
"2241","2004","Big Five","Other DoD","Products","Land Vehicles",62976
"2242","2004","Big Five","Other DoD","Products","Other Products",377854
"2243","2004","Big Five","Other DoD","Products","Weapons and Ammunition",21814382
"2244","2004","Big Five","Other DoD","R&D","Aircraft and Drones",0
"2245","2004","Big Five","Other DoD","R&D","Electronics and Communications",98563972
"2246","2004","Big Five","Other DoD","R&D","Facilities and Construction",178040
"2247","2004","Big Five","Other DoD","R&D","Missile and Space Systems",787106
"2248","2004","Big Five","Other DoD","R&D","Other R&D and Knowledge Based",87759046
"2249","2004","Big Five","Other DoD","R&D","Ships & Submarines",1460323
"2250","2004","Big Five","Other DoD","R&D","Weapons and Ammunition",71680229
"2251","2004","Big Five","Other DoD","Services","Aircraft and Drones",155630907
"2252","2004","Big Five","Other DoD","Services","Electronics and Communications",700670397
"2253","2004","Big Five","Other DoD","Services","Facilities and Construction",72755506
"2254","2004","Big Five","Other DoD","Services","Other R&D and Knowledge Based",190999502
"2255","2004","Big Five","Other DoD","Services","Other Services",44753253
"2256","2004","Large","Air Force","Products","Aircraft and Drones",4727335638
"2257","2004","Large","Air Force","Products","Electronics and Communications",1528235388
"2258","2004","Large","Air Force","Products","Facilities and Construction",27894477
"2259","2004","Large","Air Force","Products","Land Vehicles",3422986
"2260","2004","Large","Air Force","Products","Missile and Space Systems",79222552
"2261","2004","Large","Air Force","Products","Other Products",6976018
"2262","2004","Large","Air Force","Products","Ships & Submarines",10147043
"2263","2004","Large","Air Force","Products","Weapons and Ammunition",226736548
"2264","2004","Large","Air Force","R&D","Aircraft and Drones",198112212
"2265","2004","Large","Air Force","R&D","Electronics and Communications",435862209
"2266","2004","Large","Air Force","R&D","Facilities and Construction",4554968
"2267","2004","Large","Air Force","R&D","Missile and Space Systems",152302699
"2268","2004","Large","Air Force","R&D","Other R&D and Knowledge Based",40353259
"2269","2004","Large","Air Force","R&D","Weapons and Ammunition",43210451
"2270","2004","Large","Air Force","Services","Aircraft and Drones",1726667553
"2271","2004","Large","Air Force","Services","Electronics and Communications",807334977
"2272","2004","Large","Air Force","Services","Facilities and Construction",1976812813
"2273","2004","Large","Air Force","Services","Land Vehicles",84251069
"2274","2004","Large","Air Force","Services","Missile and Space Systems",368821065
"2275","2004","Large","Air Force","Services","Other R&D and Knowledge Based",1225781677
"2276","2004","Large","Air Force","Services","Other Services",1415398446
"2277","2004","Large","Air Force","Services","Ships & Submarines",176332
"2278","2004","Large","Air Force","Services","Weapons and Ammunition",26986251
"2279","2004","Large","Army","NULL","NULL",436533
"2280","2004","Large","Army","Products","Aircraft and Drones",3892925785
"2281","2004","Large","Army","Products","Electronics and Communications",2682709989
"2282","2004","Large","Army","Products","Facilities and Construction",196818661
"2283","2004","Large","Army","Products","Land Vehicles",2327483461
"2284","2004","Large","Army","Products","Missile and Space Systems",127979427
"2285","2004","Large","Army","Products","Other Products",104948868
"2286","2004","Large","Army","Products","Ships & Submarines",3357981
"2287","2004","Large","Army","Products","Weapons and Ammunition",1185090425
"2288","2004","Large","Army","R&D","Aircraft and Drones",104061938
"2289","2004","Large","Army","R&D","Electronics and Communications",257189932
"2290","2004","Large","Army","R&D","Facilities and Construction",35933624
"2291","2004","Large","Army","R&D","Land Vehicles",221021029
"2292","2004","Large","Army","R&D","Missile and Space Systems",304784739
"2293","2004","Large","Army","R&D","Other R&D and Knowledge Based",700755797
"2294","2004","Large","Army","R&D","Ships & Submarines",-92800
"2295","2004","Large","Army","R&D","Weapons and Ammunition",300502290
"2296","2004","Large","Army","Services","Aircraft and Drones",651479357
"2297","2004","Large","Army","Services","Electronics and Communications",2062611311
"2298","2004","Large","Army","Services","Facilities and Construction",5866239309
"2299","2004","Large","Army","Services","Land Vehicles",141446217
"2300","2004","Large","Army","Services","Missile and Space Systems",245439109
"2301","2004","Large","Army","Services","Other R&D and Knowledge Based",2428005889
"2302","2004","Large","Army","Services","Other Services",9247516835
"2303","2004","Large","Army","Services","Ships & Submarines",2305135
"2304","2004","Large","Army","Services","Weapons and Ammunition",100034110
"2305","2004","Large","DLA","Products","Aircraft and Drones",674934169
"2306","2004","Large","DLA","Products","Electronics and Communications",386193105
"2307","2004","Large","DLA","Products","Facilities and Construction",196377046
"2308","2004","Large","DLA","Products","Land Vehicles",60395730
"2309","2004","Large","DLA","Products","Missile and Space Systems",306191
"2310","2004","Large","DLA","Products","Other Products",8589647562
"2311","2004","Large","DLA","Products","Ships & Submarines",8013814
"2312","2004","Large","DLA","Products","Weapons and Ammunition",1916239
"2313","2004","Large","DLA","Services","Aircraft and Drones",137299
"2314","2004","Large","DLA","Services","Electronics and Communications",339866706
"2315","2004","Large","DLA","Services","Facilities and Construction",112053474
"2316","2004","Large","DLA","Services","Other R&D and Knowledge Based",77467376
"2317","2004","Large","DLA","Services","Other Services",29946320
"2318","2004","Large","MDA","Products","Aircraft and Drones",10474442
"2319","2004","Large","MDA","Products","Missile and Space Systems",141128
"2320","2004","Large","MDA","R&D","Missile and Space Systems",6821435
"2321","2004","Large","MDA","R&D","Other R&D and Knowledge Based",199347677
"2322","2004","Large","MDA","Services","Electronics and Communications",-1801530
"2323","2004","Large","MDA","Services","Facilities and Construction",0
"2324","2004","Large","MDA","Services","Other R&D and Knowledge Based",30263184
"2325","2004","Large","MDA","Services","Other Services",-3779
"2326","2004","Large","MilitaryHealth","Products","Electronics and Communications",526573
"2327","2004","Large","MilitaryHealth","Products","Facilities and Construction",57199
"2328","2004","Large","MilitaryHealth","Services","Electronics and Communications",40900
"2329","2004","Large","MilitaryHealth","Services","Facilities and Construction",10580
"2330","2004","Large","MilitaryHealth","Services","Other R&D and Knowledge Based",5005
"2331","2004","Large","MilitaryHealth","Services","Other Services",4240473215
"2332","2004","Large","Navy","Products","Aircraft and Drones",2210673694
"2333","2004","Large","Navy","Products","Electronics and Communications",1424200088
"2334","2004","Large","Navy","Products","Facilities and Construction",109497440
"2335","2004","Large","Navy","Products","Land Vehicles",594390395
"2336","2004","Large","Navy","Products","Missile and Space Systems",64970593
"2337","2004","Large","Navy","Products","Other Products",246134694
"2338","2004","Large","Navy","Products","Ships & Submarines",2623905716
"2339","2004","Large","Navy","Products","Weapons and Ammunition",37857844
"2340","2004","Large","Navy","R&D","Aircraft and Drones",1279290611
"2341","2004","Large","Navy","R&D","Electronics and Communications",322861127
"2342","2004","Large","Navy","R&D","Land Vehicles",6492418
"2343","2004","Large","Navy","R&D","Missile and Space Systems",235373640
"2344","2004","Large","Navy","R&D","Other R&D and Knowledge Based",458105785
"2345","2004","Large","Navy","R&D","Ships & Submarines",651976727
"2346","2004","Large","Navy","R&D","Weapons and Ammunition",55740437
"2347","2004","Large","Navy","Services","Aircraft and Drones",1093072766
"2348","2004","Large","Navy","Services","Electronics and Communications",2867360295
"2349","2004","Large","Navy","Services","Facilities and Construction",1265166179
"2350","2004","Large","Navy","Services","Land Vehicles",90627737
"2351","2004","Large","Navy","Services","Missile and Space Systems",198856616
"2352","2004","Large","Navy","Services","Other R&D and Knowledge Based",1682332803
"2353","2004","Large","Navy","Services","Other Services",995681084
"2354","2004","Large","Navy","Services","Ships & Submarines",384695489
"2355","2004","Large","Navy","Services","Weapons and Ammunition",43876613
"2356","2004","Large","Other DoD","NULL","NULL",128324
"2357","2004","Large","Other DoD","Products","Aircraft and Drones",243699745
"2358","2004","Large","Other DoD","Products","Electronics and Communications",449277929
"2359","2004","Large","Other DoD","Products","Facilities and Construction",25733405
"2360","2004","Large","Other DoD","Products","Land Vehicles",2266254
"2361","2004","Large","Other DoD","Products","Missile and Space Systems",2125866
"2362","2004","Large","Other DoD","Products","Other Products",1538630
"2363","2004","Large","Other DoD","Products","Ships & Submarines",270124
"2364","2004","Large","Other DoD","Products","Weapons and Ammunition",151974
"2365","2004","Large","Other DoD","R&D","Aircraft and Drones",285477
"2366","2004","Large","Other DoD","R&D","Electronics and Communications",32888276
"2367","2004","Large","Other DoD","R&D","Facilities and Construction",18420231
"2368","2004","Large","Other DoD","R&D","Missile and Space Systems",1649955
"2369","2004","Large","Other DoD","R&D","Other R&D and Knowledge Based",206561398
"2370","2004","Large","Other DoD","R&D","Ships & Submarines",965157
"2371","2004","Large","Other DoD","R&D","Weapons and Ammunition",31194088
"2372","2004","Large","Other DoD","Services","Aircraft and Drones",42138381
"2373","2004","Large","Other DoD","Services","Electronics and Communications",2323774415
"2374","2004","Large","Other DoD","Services","Facilities and Construction",151813064
"2375","2004","Large","Other DoD","Services","Other R&D and Knowledge Based",1067889488
"2376","2004","Large","Other DoD","Services","Other Services",377266357
"2377","2004","Medium","Air Force","NULL","NULL",-9320
"2378","2004","Medium","Air Force","Products","Aircraft and Drones",1123534037
"2379","2004","Medium","Air Force","Products","Electronics and Communications",545504865
"2380","2004","Medium","Air Force","Products","Facilities and Construction",238925543
"2381","2004","Medium","Air Force","Products","Land Vehicles",35621684
"2382","2004","Medium","Air Force","Products","Missile and Space Systems",66964525
"2383","2004","Medium","Air Force","Products","Other Products",110206009
"2384","2004","Medium","Air Force","Products","Ships & Submarines",936357
"2385","2004","Medium","Air Force","Products","Weapons and Ammunition",104901597
"2386","2004","Medium","Air Force","R&D","Aircraft and Drones",125002802
"2387","2004","Medium","Air Force","R&D","Electronics and Communications",561157952
"2388","2004","Medium","Air Force","R&D","Facilities and Construction",501076
"2389","2004","Medium","Air Force","R&D","Missile and Space Systems",819355738
"2390","2004","Medium","Air Force","R&D","Other R&D and Knowledge Based",952819258
"2391","2004","Medium","Air Force","R&D","Weapons and Ammunition",23945729
"2392","2004","Medium","Air Force","Services","Aircraft and Drones",153946114
"2393","2004","Medium","Air Force","Services","Electronics and Communications",516102978
"2394","2004","Medium","Air Force","Services","Facilities and Construction",2903036648
"2395","2004","Medium","Air Force","Services","Land Vehicles",12953640
"2396","2004","Medium","Air Force","Services","Missile and Space Systems",72966546
"2397","2004","Medium","Air Force","Services","Other R&D and Knowledge Based",812865755
"2398","2004","Medium","Air Force","Services","Other Services",1573250733
"2399","2004","Medium","Air Force","Services","Ships & Submarines",371251
"2400","2004","Medium","Air Force","Services","Weapons and Ammunition",6285761
"2401","2004","Medium","Army","NULL","Missile and Space Systems",100677
"2402","2004","Medium","Army","NULL","NULL",325419
"2403","2004","Medium","Army","Products","Aircraft and Drones",1187336345
"2404","2004","Medium","Army","Products","Electronics and Communications",1081799564
"2405","2004","Medium","Army","Products","Facilities and Construction",818409879
"2406","2004","Medium","Army","Products","Land Vehicles",2753510336
"2407","2004","Medium","Army","Products","Missile and Space Systems",109928981
"2408","2004","Medium","Army","Products","Other Products",838602534
"2409","2004","Medium","Army","Products","Ships & Submarines",62320958
"2410","2004","Medium","Army","Products","Weapons and Ammunition",924111793
"2411","2004","Medium","Army","R&D","Aircraft and Drones",68747953
"2412","2004","Medium","Army","R&D","Electronics and Communications",105346329
"2413","2004","Medium","Army","R&D","Facilities and Construction",732917
"2414","2004","Medium","Army","R&D","Land Vehicles",85174552
"2415","2004","Medium","Army","R&D","Missile and Space Systems",338772947
"2416","2004","Medium","Army","R&D","Other R&D and Knowledge Based",852303288
"2417","2004","Medium","Army","R&D","Weapons and Ammunition",99351812
"2418","2004","Medium","Army","Services","Aircraft and Drones",24111745
"2419","2004","Medium","Army","Services","Electronics and Communications",1698817371
"2420","2004","Medium","Army","Services","Facilities and Construction",10676750577
"2421","2004","Medium","Army","Services","Land Vehicles",220221576
"2422","2004","Medium","Army","Services","Missile and Space Systems",67627414
"2423","2004","Medium","Army","Services","Other R&D and Knowledge Based",2630492638
"2424","2004","Medium","Army","Services","Other Services",1974583458
"2425","2004","Medium","Army","Services","Ships & Submarines",11170864
"2426","2004","Medium","Army","Services","Weapons and Ammunition",130367958
"2427","2004","Medium","DLA","Products","Aircraft and Drones",476848500
"2428","2004","Medium","DLA","Products","Electronics and Communications",403992925
"2429","2004","Medium","DLA","Products","Facilities and Construction",573425174
"2430","2004","Medium","DLA","Products","Land Vehicles",213955664
"2431","2004","Medium","DLA","Products","Missile and Space Systems",37599448
"2432","2004","Medium","DLA","Products","Other Products",4744415330
"2433","2004","Medium","DLA","Products","Ships & Submarines",49873206
"2434","2004","Medium","DLA","Products","Weapons and Ammunition",15273671
"2435","2004","Medium","DLA","R&D","Other R&D and Knowledge Based",15043886
"2436","2004","Medium","DLA","Services","Electronics and Communications",44767750
"2437","2004","Medium","DLA","Services","Facilities and Construction",354701464
"2438","2004","Medium","DLA","Services","Other R&D and Knowledge Based",151769300
"2439","2004","Medium","DLA","Services","Other Services",29722930
"2440","2004","Medium","MDA","Products","Missile and Space Systems",925742
"2441","2004","Medium","MDA","R&D","Missile and Space Systems",17288494
"2442","2004","Medium","MDA","R&D","Other R&D and Knowledge Based",119970763
"2443","2004","Medium","MDA","Services","Electronics and Communications",2895671
"2444","2004","Medium","MDA","Services","Facilities and Construction",4752966
"2445","2004","Medium","MDA","Services","Missile and Space Systems",608630
"2446","2004","Medium","MDA","Services","Other R&D and Knowledge Based",53577032
"2447","2004","Medium","MDA","Services","Other Services",-8693
"2448","2004","Medium","MilitaryHealth","Products","Electronics and Communications",43881
"2449","2004","Medium","MilitaryHealth","Products","Facilities and Construction",27042
"2450","2004","Medium","MilitaryHealth","Services","Electronics and Communications",104880
"2451","2004","Medium","MilitaryHealth","Services","Other R&D and Knowledge Based",1275357
"2452","2004","Medium","MilitaryHealth","Services","Other Services",2208780781
"2453","2004","Medium","Navy","NULL","NULL",0
"2454","2004","Medium","Navy","Products","Aircraft and Drones",494791044
"2455","2004","Medium","Navy","Products","Electronics and Communications",1000620197
"2456","2004","Medium","Navy","Products","Facilities and Construction",301661131
"2457","2004","Medium","Navy","Products","Land Vehicles",127736916
"2458","2004","Medium","Navy","Products","Missile and Space Systems",185553104
"2459","2004","Medium","Navy","Products","Other Products",466238668
"2460","2004","Medium","Navy","Products","Ships & Submarines",416056136
"2461","2004","Medium","Navy","Products","Weapons and Ammunition",299683603
"2462","2004","Medium","Navy","R&D","Aircraft and Drones",37763000
"2463","2004","Medium","Navy","R&D","Electronics and Communications",149777972
"2464","2004","Medium","Navy","R&D","Land Vehicles",12012
"2465","2004","Medium","Navy","R&D","Missile and Space Systems",64134588
"2466","2004","Medium","Navy","R&D","Other R&D and Knowledge Based",478727989
"2467","2004","Medium","Navy","R&D","Ships & Submarines",49190432
"2468","2004","Medium","Navy","R&D","Weapons and Ammunition",51471817
"2469","2004","Medium","Navy","Services","Aircraft and Drones",77236359
"2470","2004","Medium","Navy","Services","Electronics and Communications",870810274
"2471","2004","Medium","Navy","Services","Facilities and Construction",3372704688
"2472","2004","Medium","Navy","Services","Land Vehicles",12103106
"2473","2004","Medium","Navy","Services","Missile and Space Systems",119877548
"2474","2004","Medium","Navy","Services","Other R&D and Knowledge Based",1517680812
"2475","2004","Medium","Navy","Services","Other Services",1046944398
"2476","2004","Medium","Navy","Services","Ships & Submarines",791889963
"2477","2004","Medium","Navy","Services","Weapons and Ammunition",88351418
"2478","2004","Medium","Other DoD","NULL","NULL",1086929
"2479","2004","Medium","Other DoD","Products","Aircraft and Drones",39127418
"2480","2004","Medium","Other DoD","Products","Electronics and Communications",287434850
"2481","2004","Medium","Other DoD","Products","Facilities and Construction",144186722
"2482","2004","Medium","Other DoD","Products","Land Vehicles",2426009
