"","FY","VendorSize","Customer","Category","Portfolio","Amount"
"9040","2015","Small","Air Force","Services","Missile and Space Systems",27655356
"9041","2015","Small","Air Force","Services","Other R&D and Knowledge Based",1926362847
"9042","2015","Small","Air Force","Services","Other Services",611495929
"9043","2015","Small","Air Force","Services","Ships & Submarines",3353220
"9044","2015","Small","Air Force","Services","Weapons and Ammunition",6009175
"9045","2015","Small","Army","Products","Aircraft and Drones",473914708
"9046","2015","Small","Army","Products","Electronics and Communications",1135493968
"9047","2015","Small","Army","Products","Facilities and Construction",765343790
"9048","2015","Small","Army","Products","Land Vehicles",338611881
"9049","2015","Small","Army","Products","Missile and Space Systems",32272323
"9050","2015","Small","Army","Products","Other Products",563285594
"9051","2015","Small","Army","Products","Ships & Submarines",44104062
"9052","2015","Small","Army","Products","Weapons and Ammunition",310792540
"9053","2015","Small","Army","R&D","Aircraft and Drones",68027148
"9054","2015","Small","Army","R&D","Electronics and Communications",124306155
"9055","2015","Small","Army","R&D","Land Vehicles",5417089
"9056","2015","Small","Army","R&D","Missile and Space Systems",234652674
"9057","2015","Small","Army","R&D","Other R&D and Knowledge Based",744444925
"9058","2015","Small","Army","R&D","Ships & Submarines",1611026
"9059","2015","Small","Army","R&D","Weapons and Ammunition",19619752
"9060","2015","Small","Army","Services","Aircraft and Drones",105374406
"9061","2015","Small","Army","Services","Electronics and Communications",1469995464
