Customer,CSIScontractID,PrimeAwardPIID,PrimeAwardIDVPIID,PrimeAwardFederalAwardID,MinOfPrimeAwardDateSigned,MaxOfPrimeAwardDateSigned,SubawardAmount,PrimeFiscalYear
Defense,28264540,20,W56HZV13D0008,,5/10/2011,5/10/2011,42250.0195,2011
Defense,28053520,AK26,SPM2DV11D3503,,7/31/2014,7/31/2014,98305.2031,2014
Defense,10002493,13,FA481409D0015,,10/3/2011,10/18/2011,57560,2012
Defense,24506162,BD04,W15P7T10DA804,,10/31/2013,10/31/2013,148032,2014
Defense,28053076,ES57,SPM2DV11D7001,,6/4/2014,7/4/2014,26944.0601,2014
Defense,10105855,ZVD1,FA877104D0003,,10/6/2011,10/6/2011,127947,2012
Defense,5271798,SPRDL112C0162,,,9/25/2012,9/25/2012,231955.4063,2012
Defense,27193072,HR001114C0001,,,3/12/2014,3/12/2014,60000,2014
Defense,19012353,536,N4008008D0306,,8/22/2011,8/22/2011,296800,2011
Defense,19649126,2,S5121A12A0003,,10/11/2012,10/11/2012,235038.4062,2013
Defense,5226970,SPM8ED11M1023,,,3/7/2011,3/7/2011,112770,2011
Defense,5205355,SPM8E712V0631,,,6/21/2012,6/21/2012,33290.25,2012
Defense,1406368,FA853212C0002,,,7/31/2012,8/23/2012,827458,2012
Defense,21378736,X058,SPM20005D6552,,5/5/2011,5/5/2011,30706.0293,2011
Defense,1445449,FA955012C0037,,,3/8/2012,3/8/2012,250000,2012
Defense,25463240,SPRMM113PWG41,,,8/21/2013,8/21/2013,44133,2013
Defense,27601522,406,FA860111D0009,,10/9/2014,10/9/2014,256831.0781,2015
Defense,62477282,SPE4A615V2029,,,10/28/2014,10/28/2014,92495.5234,2015
Defense,18800643,4Y01,N0017804D4024,,11/29/2011,8/24/2012,3844735,2012
Defense,10099140,17,FA872809D0004,,4/17/2012,4/17/2012,6692,2012
Defense,24721561,3,W9126G09D0093,,7/19/2011,7/25/2011,565000,2011
Defense,25434833,SPM7M813V0339,,,10/26/2012,10/26/2012,46400,2013
Defense,21459755,AB61,SPM2DV11D2004,,9/6/2012,9/6/2012,72753.3863,2012
Defense,24506006,26,W15P7T09DM615,,12/11/2012,12/11/2012,114000,2013
Defense,19012375,558,N4008008D0306,,9/21/2011,9/21/2011,153015,2011
Defense,18801966,N431,N0017804D4122,,10/16/2012,2/27/2013,27890738.18,2013
Defense,28062750,FC65,SPM2DV11D9200,,4/11/2014,4/11/2014,27076.6798,2014
Defense,26301306,7,W56HZV13D0008,,7/5/2012,7/5/2012,52820,2012
Defense,2362464,HR001112C0094,,,9/11/2012,9/11/2012,350000,2012
Defense,27644039,5094,FA480910DC003,,6/23/2014,6/23/2014,28793,2014
Defense,28515670,DT37,SPM2DV11D2004,,7/17/2014,7/17/2014,32511.4004,2014
Defense,24581883,8,W5J9CQ11D0004,,3/21/2012,3/21/2012,1547000,2012
Defense,22287044,FCR5,SPM50002D0122,,12/10/2010,12/10/2010,169635.3125,2011
Defense,19533489,W912JC12F4167,NNG07DA18B,,8/21/2012,8/21/2012,46561.3984,2012
Defense,21459049,A215,SPM2DV11D2002,,6/21/2012,6/21/2012,46182.7309,2012
Defense,24700856,246,W9124D08D0046,,3/12/2012,3/12/2012,60000,2012
Defense,27387510,SPE7MC14V3187,,,4/7/2014,4/7/2014,58825.7188,2014
Defense,28094548,J011,SPM2DV11D8003,,4/24/2014,4/25/2014,41568.4299,2014
Defense,27663948,HTC71114FD008,GS06F0675Z,,2/1/2014,2/1/2014,169167.0625,2014
Defense,2957436,N0001411C0446,,,11/16/2011,11/16/2011,234811,2012
Defense,25888626,2,N6554013D0009,,10/10/2013,9/29/2014,2097708.859,2014
Defense,24610555,12,W911KB10D0011,,10/6/2011,10/6/2011,118745,2012
Defense,7977714,W56HZV12C0133,,,4/25/2012,4/25/2012,83584,2012
Defense,25663303,31,FA852711D0011,,11/12/2012,11/12/2012,3718980,2013
Defense,22781191,Y89P,SPRPA111G001Y,,6/26/2007,6/26/2007,55422,2007
Defense,9987593,5030,FA446010D0005,,10/3/2012,10/30/2012,6450,2013
Defense,22417967,JHX6,SPM50005DBP06,,11/30/2010,11/30/2010,51047.8516,2011
Defense,27447928,SPE7M814V1248,,,4/3/2014,4/3/2014,26136,2014
Defense,26297047,2,W15P7T12DC851,,10/28/2013,9/4/2014,2080746.969,2014
Defense,27303459,SPE7L014V6643,,,9/4/2014,9/4/2014,23955.5996,2014
Defense,26316273,35,W9128Z11D0005,,11/22/2013,11/22/2013,171752.4844,2014
Defense,22348740,BRG5,SPM50004DBP10,,10/14/2011,10/14/2011,32468,2012
Defense,7989759,W58RGZ12C0143,,,5/31/2013,5/31/2013,37815,2013
Defense,10103139,5V71,FA877104D0003,,9/29/2011,9/29/2011,35351,2011
Defense,26377529,230,FA480110D0001,,9/27/2013,9/27/2013,196812.4219,2013
Defense,28076190,G419,SPM2DV11D0200,,3/11/2014,3/11/2014,27962.2098,2014
Defense,27835909,1,N0001914D0004,,6/26/2014,9/16/2014,725960.2266,2014
Defense,19207720,23,N6258311D0515,,7/25/2012,7/25/2012,39960,2012
Defense,1426850,FA875012C0253,,,5/22/2013,6/13/2013,120698,2013
Defense,4567129,SPM4A712M0886,,,11/14/2011,11/14/2011,61308,2012
Defense,9988037,110,FA447910D0003,,11/26/2012,11/26/2012,76750,2013
Defense,24799648,5,W912DY10D0051,,10/3/2013,9/24/2014,1090641.557,2014
Defense,8064234,W911NF12C0025,,,3/5/2013,3/5/2013,1292040,2013
Defense,28489844,4,N6523613D4861,,5/6/2014,6/6/2014,287813.8858,2014
Defense,2965315,N0002412C6316,,,1/4/2013,9/11/2013,124326,2013
Defense,18169711,102,H9222206D0007,,8/17/2011,8/17/2011,28827,2011
Defense,19180502,24,N6247309D2613,,9/28/2010,9/28/2010,122121,2010
Defense,19532029,FA282312F3019,NNG07DA18B,,8/22/2012,8/22/2012,107868.3906,2012
Defense,19140942,FZN1,N6247010D3011,,12/29/2010,12/29/2010,209659.7969,2011
Defense,19535827,HC102811F0261,NNG07DA20B,,4/29/2011,4/29/2011,130546.7031,2011
Defense,19331648,365,N6523607D7880,,9/23/2010,9/23/2010,317628.1152,2010
Defense,25419532,SPM7M313M2022,,,12/4/2012,12/4/2012,23830,2013
Defense,18172759,4,H9222211D0021,,12/18/2014,1/20/2015,243600.8214,2015
Defense,24818737,24,W912HN11D0043,,11/15/2012,11/15/2012,302496,2013
Defense,18803134,EHP3,N0017805D4626,,8/18/2011,8/18/2011,1188453,2011
Defense,26433622,CK15,W912DY12D0012,,10/4/2013,10/17/2013,21061368,2014
Defense,25801635,875,H9225409D0001,,8/9/2013,8/9/2013,129408,2013
Defense,24816389,109,W912HN07D0019,,8/19/2011,9/7/2011,172625,2011
Defense,18406455,7,HQ014710D0010,,10/4/2011,10/4/2011,1449298,2012
Defense,27768539,VC22,HC102808D2025,,8/15/2014,8/15/2014,334325.506,2014
Defense,28229812,0C21,W90FYQ12D0006,,10/22/2014,10/22/2014,34320,2015
Defense,27706426,5048,N0003911D0030,,11/8/2013,2/17/2014,85339.0019,2014
Defense,28256019,317,W9124D11D0036,,5/1/2014,5/1/2014,110087.7969,2014
Defense,24982484,SJ01,W91QUZ06D0018,,10/13/2010,2/14/2011,2782387.75,2011
Defense,18803676,FG01,N0017807D4973,,10/20/2011,8/22/2012,8293832.156,2012
Defense,26376600,25,FA252113D0005,,10/4/2013,10/4/2013,6142,2014
Defense,24702412,104,W9124D11D0036,,2/16/2012,2/16/2012,42990,2012
Defense,10100078,17,FA875009D0022,,6/29/2012,6/29/2012,1159310,2012
Defense,9988025,97,FA447910D0003,,11/14/2012,11/14/2012,193127,2013
Defense,24635064,1,W911S011D0029,,4/2/2011,4/2/2011,68006,2011
Defense,9980092,4090,FA441808D0002,,12/5/2011,2/9/2012,307060,2012
Defense,9973523,8,FA303011D0001,,9/19/2012,9/19/2012,33764.4102,2012
Defense,24808631,27,W912ER09D0002,,1/20/2011,1/20/2011,238875,2011
Defense,24732118,619,W9127810D0043,,10/12/2012,3/11/2013,502463,2013
Defense,24582034,6,W5J9CQ12D0004,,10/3/2012,10/3/2012,1025330.188,2013
Defense,25666278,58,FA877111D1006,,11/14/2013,11/14/2013,68775,2014
Defense,5282492,SPRMM112PPJ72,,,4/9/2013,4/9/2013,52272,2013
Defense,24882601,4,W912PL10D0064,,10/3/2012,10/3/2012,371981,2013
Defense,24816833,43,W912HN07D0031,,1/11/2012,1/19/2012,323885,2012
Defense,9970995,SH01,FA300208D0016,,9/27/2010,9/27/2010,312933.75,2010
Defense,26391346,4,N0002410G5436,,4/4/2013,4/16/2013,204577,2013
Defense,21463548,A398,SPM2DV11D9002,,9/25/2012,9/25/2012,25692.3105,2012
Defense,24619667,21,W911NF11D0001,,9/20/2011,9/20/2011,90042.8594,2011
Defense,17997893,M6785411F4915,GS35F4506G,,4/14/2011,9/28/2011,1972569,2011
Defense,27853142,132,N6247310D4003,,11/26/2014,11/26/2014,32572.5,2015
Defense,25881304,25,N6247308D8659,,2/12/2013,4/24/2013,178596,2013
Defense,10018229,HC09,FA521509D0010,,4/3/2013,5/30/2013,237120,2013
Defense,4996913,SPM7M211MV398,,,8/18/2011,8/18/2011,110920,2011
Defense,27251894,SPE4A414VD728,,,5/13/2014,5/13/2014,35448,2014
Defense,26318264,44,W912DQ11D4006,,9/10/2013,9/23/2013,16134.9399,2013
Defense,25582946,W913E513C0002,,,5/21/2013,5/21/2013,54692,2013
Defense,24732280,156,W9127810D0044,,2/13/2012,7/13/2012,599310,2012
Defense,26068120,AX33,SPM2DV11D9200,,10/30/2012,10/30/2012,35481.8803,2013
Defense,22678398,3052,SPM7LX10D9007,,9/1/2011,9/1/2011,238116,2011
Defense,27294973,SPE7MC14M9340,,,8/22/2014,8/22/2014,37120,2014
Defense,28049803,P411,SPM2DV11D2010,,7/9/2014,7/9/2014,62591.4709,2014
Defense,26377081,136,FA447910D0003,,10/23/2013,10/23/2013,35722,2014
Defense,2965059,N0002411C4303,,,10/7/2013,9/24/2014,886436.5626,2014
Defense,8611556,W91GY011P0063,,,6/1/2011,6/1/2011,77380.7969,2011
Defense,26043272,BD88,SPM2DV11D1000,,8/27/2013,8/27/2013,61263,2013
Defense,27671168,5093,FA480910DC003,,5/20/2014,5/20/2014,44556,2014
Defense,24794964,1,W912DW11D1017,,10/14/2011,8/23/2012,1092650,2012
Defense,22348994,BVC6,SPM50004DBP10,,9/25/2012,9/25/2012,67212.1094,2012
Defense,10126447,29,FA890308D8791,,8/6/2012,8/28/2012,150000,2012
Defense,18172418,12,H9222210D0018,,9/2/2013,9/2/2013,863334,2013
Defense,19207320,62,N6258309D0129,,3/8/2013,3/11/2013,640354.4375,2013
Defense,25666615,46,FA890310D8598,,7/2/2013,7/2/2013,110990,2013
Defense,26378347,59,FA703711D0003,,1/13/2014,1/13/2014,25000,2014
Defense,4849633,SPM7L311M5387,,,1/20/2011,1/20/2011,35603.9102,2011
Defense,9987984,54,FA447910D0003,,5/31/2012,5/31/2012,63009.6484,2012
Defense,25826638,SP470113F1014,HHSN316201200036W,,1/7/2015,1/7/2015,230000,2015
Defense,24609261,6,W9115U10D0002,,9/21/2010,9/21/2010,750458,2010
Defense,8048175,W9115111C0069,,,9/20/2011,9/20/2011,44680,2011
Defense,4851686,SPM7L312C0067,,,3/9/2012,3/9/2012,521514,2012
Defense,27933382,2,SP470114D7005,,10/8/2014,10/8/2014,1004428.375,2015
Defense,24731953,433,W9127810D0043,,3/1/2013,3/1/2013,22304,2013
Defense,10103549,9C05,FA877104D0003,,9/29/2011,9/29/2011,82860,2011
Defense,25432812,SPM7M813M0401,,,11/5/2012,11/5/2012,72000,2013
Defense,25853849,9,M6785409D7005,,8/7/2013,8/20/2013,2083511.797,2013
Defense,22348364,BKB4,SPM50004DBP10,,9/30/2010,9/30/2010,75631.9219,2010
Defense,26059844,BN29,SPM2DV11D7001,,2/15/2013,2/15/2013,25332.6702,2013
Defense,22417961,JHT8,SPM50005DBP06,,11/17/2010,11/17/2010,39240.5117,2011
Defense,26059314,AV27,SPM2DV11D6500,,2/21/2013,2/21/2013,28833.5605,2013
Defense,21331777,ZY82,SPM20005D6303,,5/2/2012,5/2/2012,95658.6406,2012
Defense,24730980,77,W9127809D0098,,4/21/2011,6/30/2011,70240,2011
Defense,21331769,ZY34,SPM20005D6303,,9/7/2011,9/7/2011,65812.25,2011
Defense,26379281,27,FA862011G4029,,10/6/2014,2/5/2015,294318.1055,2015
Defense,21378663,W795,SPM20005D6552,,4/25/2011,4/25/2011,88202.0703,2011
Defense,24721581,7,W9126G09D0096,,12/16/2013,4/30/2014,4717165,2014
Defense,28237163,15,W912DY10D0051,,12/11/2013,7/9/2014,305524.9805,2014
Defense,19045418,1,N4008512D7014,,10/16/2012,10/26/2012,157580,2013
Defense,25566421,W9123713C0003,,,4/24/2014,4/24/2014,39574.8008,2014
Defense,25919396,242,SP070099D0301,,11/25/2014,11/25/2014,167980.7969,2015
Defense,27176307,FA865014C7467,,,10/3/2014,10/3/2014,61100,2015
Defense,22348748,BRH5,SPM50004DBP10,,10/18/2011,10/18/2011,88680,2012
Defense,22348208,BGC4,SPM50004DBP10,,8/31/2010,8/31/2010,80750,2010
Defense,27518383,W912PQ14M0105,,,3/31/2014,3/31/2014,198960,2014
Defense,26068090,AU90,SPM2DV11D9200,,10/19/2012,10/19/2012,43190.5703,2013
Defense,25856025,91,N0002412D6404,,3/20/2014,3/20/2014,37100,2014
Defense,28132976,9,W9127814D0030,,10/22/2014,10/27/2014,1327978,2015
Defense,24983735,4,W91QUZ07D0005,,10/11/2010,9/29/2011,732100629,2011
Defense,24506155,4,W15P7T10DA804,,3/15/2012,3/15/2012,4918516,2012
Defense,25555461,W56HZV13P0154,,,6/7/2013,7/25/2013,72126.0391,2013
Defense,28281286,22,W56HZV13D0008,,12/11/2014,12/17/2014,1150430,2015
Defense,27601507,337,FA860111D0009,,7/12/2014,7/12/2014,62800,2014
Defense,25439291,SPM7MC13C0070,,,8/28/2013,8/28/2013,154453.5938,2013
Defense,7880518,W15P7T11CS008,,,11/1/2010,9/9/2011,11856877.09,2011
Defense,28192000,197,W58RGZ12D0089,,2/10/2014,2/11/2014,142164,2014
Defense,26315010,653,W9127810D0043,,9/17/2013,9/17/2013,40184,2013
Defense,26329943,17,W91CRB09D0029,,1/14/2013,6/4/2013,6721513.574,2013
Defense,18406531,4,HQ014711D0007,,4/23/2013,4/23/2013,74664.1172,2013
Defense,24726973,6,W9127807D0053,,1/30/2012,1/30/2012,1114270.75,2012
Defense,22773928,5,SPRDL110D0044,,12/28/2010,12/28/2010,49905.3398,2011
Defense,25853891,38,M6785410D5117,,8/19/2013,9/30/2013,321405.1172,2013
Defense,27819127,67,N6523612D4120,,5/9/2014,5/22/2014,1361388.781,2014
Defense,8024468,W900KK11C0039,,,5/17/2013,7/2/2013,304850.1328,2013
Defense,18663932,JZHX,N0001911G0001,,2/26/2013,2/26/2013,145800,2013
Defense,28018685,F912,SPM2DV11D8202,,2/21/2014,2/21/2014,55907.5,2014
Defense,21372670,BD49,SPM20005D6552,,5/10/2012,5/10/2012,25972.3203,2012
Defense,24581898,14,W5J9CQ11D0005,,10/5/2011,9/26/2012,7554753.584,2012
Defense,28075622,F488,SPM2DV11D1008,,5/8/2014,5/8/2014,26540.7207,2014
Defense,28514229,H094,SPM2DV11D0200,,12/27/2013,1/2/2014,26084.0099,2014
Defense,28040548,B330,SPM2DV11D0700,,12/23/2013,12/23/2013,27214.3106,2014
Defense,18801608,N414,N0017804D4109,,9/23/2010,9/23/2010,2994512,2010
Defense,22417628,HZS4,SPM50005DBP06,,10/5/2010,10/5/2010,5900,2011
Defense,27650910,62,FA810511D0001,,12/3/2014,12/3/2014,912872,2015
Defense,2130143,H9222212C0081,,,3/25/2013,5/21/2013,1119950.781,2013
Defense,27875814,16,N6554013D0008,,10/11/2014,10/24/2014,165740.7109,2015
Defense,27394238,SPE7MC14M5413,,,4/18/2014,4/18/2014,50250,2014
Defense,25887845,23,N6523612D4123,,9/6/2013,9/6/2013,72194,2013
Defense,24826870,897,W912HZ09D0003,,7/18/2011,7/18/2011,225706.2031,2011
Defense,25409311,SPM7LA13M2955,,,7/17/2013,7/17/2013,36862,2013
Defense,26313068,175,W9124D11D0036,,10/16/2012,12/5/2012,308883,2013
Defense,20450791,202,SP070099D0301,,8/1/2011,8/1/2011,189779.5156,2011
Defense,21394527,BX08,SPM20005D6930,,10/10/2011,10/10/2011,26067.1797,2012
Defense,22287034,FCM3,SPM50002D0122,,12/7/2010,12/7/2010,48156,2011
Defense,24982401,D001,W91QUZ06D0017,,12/20/2012,5/28/2013,871720.9375,2013
Defense,14130526,W9124N11F0056,GS07F0082J,,9/21/2011,9/21/2011,38301.5497,2011
Defense,22417884,JFY2,SPM50005DBP06,,9/30/2010,9/30/2010,28541.6602,2010
Defense,28074490,CR96,SPM2DV11D9209,,6/9/2014,6/9/2014,443388,2014
Defense,10008910,89,FA489007D0005,,11/22/2011,11/22/2011,1531674.118,2012
Defense,25461088,SPRDL113C0065,,,3/20/2013,3/20/2013,47307.3008,2013
Defense,22781416,Y8Q3,SPRPA111G001Y,,8/6/2007,8/6/2007,858000,2007
Defense,9980068,4066,FA441808D0002,,4/23/2012,4/23/2012,32765,2012
Defense,25562539,W911QY13C0060,,,6/28/2013,6/28/2013,194867.0469,2013
Defense,7924055,W25G1V12C0043,,,4/3/2014,4/3/2014,31712,2014
Defense,24732309,185,W9127810D0044,,12/4/2012,12/4/2012,486408,2013
Defense,24829062,1001,W912J211D0029,,4/14/2011,4/14/2011,18501.4902,2011
Defense,24626579,2,W911QY10D0014,,10/6/2010,10/6/2010,5210400,2011
Defense,24597475,7,W900KK09D0323,,10/3/2011,10/3/2011,76150,2012
Defense,7936977,W31P4Q12C0151,,,7/25/2012,9/12/2012,1898765.492,2012
Defense,7976292,W56HZV11C0418,,,10/4/2012,9/27/2013,7400151,2013
Defense,19207369,7,N6258309D0131,,12/31/2010,7/21/2011,1314936.609,2011
Defense,27867781,9,N6523613D4862,,1/14/2015,1/14/2015,28262,2015
Defense,18764086,3035,N0014006D0003,,9/15/2011,9/15/2011,2581110.016,2011
Defense,28266829,250,W911NF11D0001,,2/23/2015,2/23/2015,64863,2015
Defense,24619588,23,W911NF09D0001,,5/16/2012,5/16/2012,360000,2012
Defense,19012404,587,N4008008D0306,,10/5/2011,11/9/2011,417880.6093,2012
Defense,27835995,20,N0002412G4329,,10/3/2014,1/3/2015,224713.0391,2015
Defense,15483357,N0016811F3436,GS10F0189T,,6/8/2012,6/15/2012,211640,2012
Defense,26432133,89,W9127810D0042,,10/7/2013,10/7/2013,314750,2014
Defense,26302273,2,W58RGZ12D0212,,1/4/2013,8/22/2013,185498,2013
Defense,27390339,W911SR14C0043,,,8/20/2014,8/20/2014,372001,2014
Defense,22419237,LLS8,SPM50005DBP06,,9/29/2011,9/29/2011,37662.3398,2011
Defense,24743308,1,W9128F10D0057,,4/17/2012,7/6/2012,176851.4688,2012
Defense,28059184,AJ47,SPM2DV11D9007,,4/11/2014,4/11/2014,54239.1294,2014
Defense,19044169,2,N4008511D0317,,9/29/2011,9/29/2011,145544.8008,2011
Defense,24505964,BD08,W15P7T09DM403,,10/11/2010,10/11/2010,768600,2011
Defense,19580041,W9133L12F0029,NNG07DA49B,,2/17/2012,2/17/2012,10129200,2012
Defense,28070551,A115,SPM2DV11D9019,,11/15/2013,11/15/2013,26969,2014
Defense,4699275,SPM5L311V1671,,,6/9/2011,6/9/2011,57550,2011
Defense,4872322,SPM7L412V4809,,,7/23/2012,7/23/2012,70518,2012
Defense,27556607,W9123814C0039,,,12/9/2014,12/9/2014,1170510,2015
Defense,27801622,18,N0018913D0016,,6/4/2014,6/4/2014,23686.3105,2014
Defense,24731548,57,W9127810D0042,,10/23/2012,11/2/2012,1745298.688,2013
Defense,26043026,AB18,SPM2DV11D0708,,7/29/2013,7/29/2013,61830,2013
Defense,27875055,H151,SPM2DV11D0200,,2/3/2014,2/3/2014,27044.5798,2014
Defense,24702357,49,W9124D11D0036,,8/17/2011,8/17/2011,539100,2011
Defense,25664230,102,FA862011G4020,,5/20/2014,5/20/2014,27300,2014
Defense,19042827,2,N4008510D5051,,9/24/2010,9/24/2010,150644.2812,2010
Defense,22348664,BPU8,SPM50004DBP10,,9/30/2011,9/30/2011,22300,2011
Defense,25148844,FA489013C0104,,,11/20/2014,1/12/2015,2086056,2015
Defense,25886432,42,N6523609D3806,,11/16/2012,11/16/2012,78686.4492,2013
Defense,27176371,FA875014C0024,,,1/14/2015,1/14/2015,100000,2015
Defense,18772265,8.00E+99,N0014098G2469,,7/28/2010,7/28/2010,76209,2010
Defense,18701325,5014,N0003911D0032,,6/23/2011,6/23/2011,92836.5703,2011
Defense,27354501,SPE7L514M0477,,,1/8/2014,1/8/2014,83709,2014
Defense,19207285,26,N6258309D0129,,4/6/2012,4/6/2012,58560,2012
Defense,8657533,W91SMC11C0012,,,1/10/2012,1/10/2012,79746.7031,2012
Defense,25855515,Z502,N0001913D0003,,5/1/2013,5/1/2013,816937.875,2013
Defense,3405322,N4425512C3011,,,1/16/2014,2/12/2014,124641,2014
Defense,7992999,W5K9FH11C0007,,,6/20/2013,8/23/2013,125405.3906,2013
Defense,25795028,FA304713F0075,GS35F0785J,,5/13/2013,5/13/2013,147630,2013
Defense,25453007,SPM8EH13M0559,,,8/26/2013,8/26/2013,142469.5938,2013
Defense,24892454,ZJ01,W912UM07D0002,,11/5/2012,11/5/2012,66500,2013
Defense,28247081,278,W58RGZ12D0089,,3/17/2014,3/17/2014,29480,2014
Defense,27630388,1481,FA862011G4026,,6/6/2014,9/30/2014,1153208.313,2014
Defense,4498253,SPM4A612V0464,,,10/17/2011,10/17/2011,86283.0781,2012
Defense,24702454,146,W9124D11D0036,,7/31/2012,7/31/2012,262000,2012
Defense,18175309,701,H9225409D0001,,8/23/2013,8/29/2013,86677,2013
Defense,26049391,BY59,SPM2DV11D2004,,8/9/2013,8/9/2013,31920.5295,2013
Defense,27855588,144,N4425512D7009,,10/3/2014,10/3/2014,28016,2015
Defense,18851374,118,N0018910DZ009,,10/1/2010,12/20/2010,251267.5938,2011
Defense,24952220,2M05,W91QUZ06D0001,,9/27/2012,9/27/2012,168270.4531,2012
Defense,24798570,DK01,W912DY09D0059,,10/28/2010,10/28/2010,417888,2011
Defense,24797679,14,W912DY08D0023,,9/6/2010,9/27/2010,1706412,2010
Defense,27680545,1,FA873014D0011,,6/27/2014,9/9/2014,4415202,2014
Defense,1421638,FA865011C7112,,,4/25/2011,4/25/2011,200000,2011
Defense,24797534,21,W912DY08D0017,,11/27/2013,2/19/2014,65559.5,2014
Defense,26046064,XB22,SPM2DV11D1008,,1/16/2013,1/16/2013,32139.9194,2013
Defense,26365841,SPRMM113PWK93,,,10/10/2013,10/10/2013,85839.6016,2014
Defense,27759722,18,HQ003413D0004,,4/2/2014,4/2/2014,25000,2014
Defense,19044600,1,N4008511D6632,,10/6/2011,10/6/2011,335766,2012
Defense,27389054,SPE7M814M2076,,,4/2/2014,4/2/2014,70125,2014
Defense,18806087,EHP3,N0017811D6433,,12/30/2014,12/30/2014,156816.8438,2015
Defense,9993519,28,FA461011D0003,,10/14/2011,10/14/2011,230039.4063,2012
Defense,1416418,FA862012C4020,,,12/9/2014,12/9/2014,37863,2015
Defense,27333958,SPE4A714MC147,,,11/19/2014,11/19/2014,37618.6797,2015
Defense,21464274,AH93,SPM2DV11D9200,,9/11/2012,9/11/2012,59823.7999,2012
Defense,27787139,6,N0010413DQA04,,12/13/2013,4/23/2014,1043597.578,2014
Defense,19385304,7,N6660412D1068,,8/8/2013,8/8/2013,38400,2013
Defense,8076512,W911QX12C0083,,,7/30/2012,7/30/2012,47000,2012
Defense,21462792,A964,SPM2DV11D8202,,8/23/2012,8/23/2012,102440.6615,2012
Defense,26410162,C538,SPM2DV11D2004,,9/10/2013,9/10/2013,150506,2013
Defense,18663763,98,N0001911G0001,,11/14/2013,11/14/2013,65708,2014
Defense,7880373,W15P7T11CG401,,,6/3/2011,6/8/2011,518715,2011
Defense,26409879,D557,SPM2DV11D1008,,9/12/2013,9/12/2013,80393.4297,2013
Defense,27570827,W913FT14C0016,,,10/16/2014,1/28/2015,52286.23,2015
Defense,18175322,719,H9225409D0001,,9/19/2013,9/23/2013,278986,2013
Defense,24817216,1,W912HN08D0029,,4/26/2011,4/26/2011,8775452,2011
Defense,24932133,10,W91CRB09D0029,,10/5/2012,5/13/2013,1947057.512,2013
Defense,27378808,SPE8E814V0057,,,10/14/2013,10/14/2013,33358.5,2014
Defense,25889220,18,N6600112D0036,,5/3/2013,5/3/2013,40993,2013
Defense,18172927,1,H9222212D0014,,7/31/2012,7/31/2012,2600019968,2012
Defense,3634470,N6945012C4079,,,4/11/2012,4/11/2012,178256.2969,2012
Defense,25153311,FA823213C0001,,,10/1/2013,5/27/2014,3546347.483,2014
Defense,18701328,5017,N0003911D0032,,3/29/2011,3/29/2011,96260.0234,2011
Defense,25663299,24,FA852711D0011,,4/9/2013,6/6/2013,499546,2013
Defense,20583382,359,SP470107A0001,,2/26/2003,2/26/2003,438040,2003
Defense,5285626,SPRPA110CY064,,,10/20/2010,10/20/2010,146300,2011
Defense,24732141,ZW09,W9127810D0043,,10/11/2011,8/30/2012,4699401.768,2012
Defense,26048402,AK40,SPM2DV11D2004,,10/9/2012,10/9/2012,48906.6999,2013
Defense,5176155,SPM7MC12V5807,,,5/1/2012,5/1/2012,27550,2012
Defense,21461102,A415,SPM2DV11D5002,,9/19/2012,9/19/2012,39044.1796,2012
Defense,19254265,9,N6274210D0009,,10/14/2011,10/24/2011,1317062.031,2012
Defense,25559479,W900KK13C0026,,,3/27/2014,8/29/2014,123445.748,2014
Defense,21321961,B830,SPM20005D6245,,11/17/2010,11/17/2010,25858.6992,2011
Defense,28002690,G301,SPM2DV11D1008,,8/15/2014,8/15/2014,26735.9401,2014
Defense,18199532,26,HC102808D2015,,1/29/2012,5/1/2012,2652208,2012
Defense,10092313,40,FA862006G4028,,10/3/2011,8/27/2012,1155300,2012
Defense,5141898,SPM7M912V0241,,,10/12/2011,10/12/2011,37826,2012
Defense,24778256,29,W912DQ11D4006,,10/1/2012,1/31/2013,70495.1101,2013
Defense,28072749,E907,SPM2DV11D9200,,12/17/2013,12/17/2013,79566.3978,2014
Defense,19205804,5,N6247811D4036,,9/20/2013,9/20/2013,38500,2013
Defense,26398311,M6786113F0050,NNG07DA18B,,9/27/2013,9/27/2013,47080.6602,2013
Defense,26399974,440,SP470107A0001,,12/1/2012,12/1/2012,149394.5625,2013
Defense,24700817,207,W9124D08D0046,,9/12/2011,9/12/2011,36900,2011
Defense,18793956,2,N0017312D2015,,10/1/2012,10/1/2012,20652793.25,2013
Defense,18090254,FA440711FA320,GS35F5192G,,9/12/2011,9/12/2011,59870,2011
Defense,19012310,492,N4008008D0306,,6/15/2011,6/15/2011,29507,2011
