"","Fiscal.Year","Customer","SubCustomer","SubCustomer.component","SubCustomer.sum","SubCustomer.detail","PlatformPortfolio","PlatformPortfolio.sum","ProductServiceOrRnDarea","ServicesCategory.sum","ProductOrServiceCode","ProductOrServiceCodeText","Obligation.2014"
"3784",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","4810","VALVES, POWERED",0.000124785323965652
"3785",2002-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1020","GUNS OVER 125 MM THROUGH 150 MM",0.000440736403851158
"3786",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6130","CONVERTERS, ELECTRICAL, NONROTATING",1.97816908660282e-05
"3787",2001-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","3950","WINCHES HOISTS CRANES & DERRICKS",5.41005291005291e-05
"3788",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","3010","TORQUE CONVERTERS & SPEED CHANGERS",9.31924045321024e-05
"3789",2011-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5895","MISC COMMUNICATION EQ",0.00101215346202266
"3790",2011-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Ships & Submarines","Ships & Submarines","Ships","Products (All)","2090","MISC SHIP & MARINE EQ",4.77339488040285e-06
"3791",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","4440","DRIERS DEHYDRATORS & ANHYDRATORS",5.75460829493088e-06
"3792",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","9535","PLATE SHEET STRIP-NONFERROUS METAL",3.47312326227989e-06
"3793",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","J058","MAINT-REP OF COMMUNICATION EQ",-1.15707305446312e-05
"3794",2007-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","9999","MISCELLANEOUS ITEMS",0
"3795",2008-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2815","DIESEL ENGINES AND COMPONENTS",9.52711496746204e-06
"3796",2007-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","J070","MAINT-REP OF ADP EQ & SUPPLIES",1.87776405881693e-05
"3797",2005-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1305","AMMUNITION, THROUGH 30 MM",0.00232104755094744
"3798",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","7290","MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES",1.01930585683297e-05
"3799",2009-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2940","ENGINE AIR & OIL FILTERS - NONAIR",0.000117932452911886
"3800",2007-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6760","PHOTOGRAPHIC EQ & ACCESSORIES",3.14288921315524e-05
"3801",2008-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2540","VEHICULAR FURNITURE AND ACCESSORIES",7.9826464208243e-06
"3802",2007-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Clothing & Subsistence","Products (All)","6550","IN VITRO DIAGNO SUBSTANCES,REAGENTS",3.76989561117971e-05
"3803",2012-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT",3.45484502111008e-05
"3804",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Clothing & Subsistence","Products (All)","6532","HOSPITAL & SURGICAL CLOTHING",2.6296031462281e-05
"3805",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R699","OTHER ADMINISTRATIVE SUPPORT SVCS",0
"3806",2000-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Engines & Power Plants","Products (All)","2840","GAS TURBINES & JET ENGINES AIRCRAFT",0.000608365019011407
"3807",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6230","ELEC PORTABLE & HAND LIGHTING EQ",4.42165898617512e-05
"3808",2001-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AH91","R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)",0.000292900793650794
"3809",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5865","ELEC COUNTERMEASURE & QUICK REAC EQ",0.00114052334717701
"3810",2000-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Advanced Technology Development (6.3)","R&D","AC13","DEFENSE AIRCRAFT (ADVANCED)",0.000957360130363933
"3811",2007-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","3438","MISCELLANEOUS WELDING EQUIPMENT",4.89953979122236e-06
"3812",2011-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7035","ADP SUPPORT EQUIPMENT",6.28317876626102e-05
"3813",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Aircraft and Drones","Aircraft and Drones","Engines & Power Plants","Products (All)","2945","ENGINE AIR & OIL FILTERS - AIR",6.97822580645161e-05
"3814",2002-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","4520","SPACE AND WATER HEATING EQUIPMENT",0.000422196200884725
"3815",2011-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","MED","Services (Non-R&D)","Q301","LABORATORY TESTING SERVICES",8.52517834662191e-07
"3816",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2590","MISCELLANEOUS VEHICULAR COMPONENTS",0.00330024510071339
"3817",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Ships & Submarines","Ships & Submarines","Ships","Products (All)","2010","SHIP AND BOAT PROPULSION COMPONENTS",1.08155699721965e-05
"3818",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","3815","CRANE AND CRANE-SHOVEL ATTACHMENTS",0.000137652875357793
"3819",2009-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","5110","HAND TOOLS, EDGED, NONPOWERED",5.52067547088114e-07
"3820",2011-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2540","VEHICULAR FURNITURE AND ACCESSORIES",3.76347041544272e-05
"3821",2010-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","PAMS","Services (Non-R&D)","L066","TECH REP SVCS/INSTRUMENTS & LAB EQ",1.17939666238768e-05
"3822",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5995","CABLE CORD WIRE ASSEMBLY - COMM EQ",7.35967107615302e-05
"3823",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6135","BATTERIES, NONRECHARGEABLE",0.0184479442259564
"3824",2001-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Basic Research (6.1)","R&D","AC41","DEFENSE TANK - AUTOMOTIVE (BASIC)",0.000208367724867725
"3825",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AD21","R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)",4.26117136659436e-05
"3826",2001-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","3455","CUTTING TOOLS FOR MACHINE TOOLS",0
"3827",2008-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS",6.79663774403471e-05
"3828",2009-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6655","GEOPHYSICAL INSTRUMENTS",0.000277688590604027
"3829",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7050","ADP COMPONENTS",-3.1273604699958e-05
"3830",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5320","RIVETS",2.31336405529954e-05
"3831",2010-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7010","ADPE SYSTEM CONFIGURATION",4.79892276422764e-05
"3832",2002-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","B510","SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS",0.000173066614623992
"3833",2011-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6605","NAVIGATIONAL INSTRUMENTS",0.000238416722618548
"3834",2005-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Products","Other","Other","Products (All)","5340","HARDWARE",3.7225598855917e-05
"3835",2005-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Aircraft","Products (All)","1280","AIRCRAFT BOMBING FIRE CONT COMPS",4.42605172208318e-05
"3836",2008-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2330","TRAILERS",1.55234381778742e-05
"3837",2005-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","6720","CAMERAS, STILL PICTURE",1.45215111428912e-05
"3838",2000-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4710","PIPE, TUBE AND RIGID TUBING",0.000318598587724063
"3839",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","9905","SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",4.44201421068891e-05
"3840",2001-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","7110","OFFICE FURNITURE",0.000610810846560847
"3841",2011-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5935","CONNECTORS, ELECTRICAL",2.16638690725976e-06
"3842",2007-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Basic Research (6.1)","R&D","AC41","DEFENSE TANK - AUTOMOTIVE (BASIC)",0
"3843",2001-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6099","MISC FIBER OPTIC COMPONENTS",0.000115343915343915
"3844",2000-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","FRS&C","Services (Non-R&D)","Z219","MAINT-REP-ALT/OTHER CONSV STRUCTURE",0.0021648628462792
"3845",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U099","EDUCATION/TRAINING- OTHER",0.000113869072597566
"3846",2001-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AD91","OTHER DEFENSE (BASIC)",4.23280423280423e-05
"3847",2008-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS",4.77223427331887e-06
"3848",2010-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","B510","SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS",3.58579375267437e-05
"3849",2001-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.00247655687830688
"3850",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF",6.0676915743058e-05
"3851",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Ships & Submarines","Ships & Submarines","Ships","Products (All)","4220","MARINE LIFESAVING & DIVING EQ",0.000134009888108249
"3852",2002-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","J070","MAINT-REP OF ADP EQ & SUPPLIES",0.00011036299765808
"3853",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","6610","FLIGHT INSTRUMENTS",2.81837194197878e-05
"3854",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Missile and Space Systems","Missile and Space Systems","Missiles & Space","Products (All)","1440","LAUNCHERS, GUIDED MISSILE",6.51358253526928e-05
"3855",2012-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6230","ELEC PORTABLE & HAND LIGHTING EQ",4.46428792091443e-05
"3856",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","7435","OFFICE INFORMATION SYSTEM EQUIPMENT",2.46581196581197e-05
"3857",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","5680","MISC CONTRUCT MATERIALS",5.40611713665944e-06
"3858",2012-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other R&D and Knowledge Based","Other","Advanced Technology Development (6.3)","R&D","AD93","OTHER DEFENSE (ADVANCED)",0.000410874266295953
"3859",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2590","MISCELLANEOUS VEHICULAR COMPONENTS",0.000188778298204528
"3860",2000-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6110","ELECTRICAL CONTROL EQUIPMENT",0.00202056355241716
"3861",2009-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1377","CARTRIDGE & PROPELLANT DEVICES",0
"3862",2010-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6635","PHYSICAL PROPERTIES TEST EQ",2.33910997004707e-05
"3863",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","5430","STORAGE TANKS",4.79918960791324e-06
"3864",2012-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","MED","Services (Non-R&D)","Q301","LABORATORY TESTING SERVICES",4.12367418391515e-05
"3865",2007-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5960","ELECTRON TUBES & ASSOC HARDWARE",0.000415332809518464
"3866",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","4720","HOSE AND FLEXIBLE TUBING",9.73907469576164e-05
"3867",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Clothing & Subsistence","Products (All)","6545","MEDICAL SETS KITS & OUTFITS",7.13791308873276e-05
"3868",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","9320","RUBBER FABRICATED MATERIALS",-6.30213160333642e-07
"3869",2010-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","7610","BOOKS AND PAMPHLETS",1.76837826273e-05
"3870",2008-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6760","PHOTOGRAPHIC EQ & ACCESSORIES",1.82082429501085e-05
"3871",2006-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6210","INDOOR & OUTDOOR ELEC LIGHTING FIXT",1.25564516129032e-05
"3872",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Clothing & Subsistence","Products (All)","8475","SPEC FLIGHT CLOTHING & ACCESSORIES",5.82432293275667e-06
"3873",2000-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5935","CONNECTORS, ELECTRICAL",7.45491580662683e-05
"3874",2000-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","3405","SAWS AND FILING MACHINES",0.000634573601303639
"3875",2001-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","7240","HOUSEHOLD & COMM UTIL CONTAINERS",0.00105053174603175
"3876",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J034","MAINT-REP OF METALWORK MACHINE",0.000169414746543779
"3877",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Ships & Submarines","Ships & Submarines","Ships","Products (All)","2090","MISC SHIP & MARINE EQ",0.000134173822534478
"3878",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","3830","TRUCK AND TRACTOR ATTACHMENTS",0
"3879",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5935","CONNECTORS, ELECTRICAL",1.0025026814444e-05
"3880",2002-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Products","Other","Other","Products (All)","6850","MISCELLANEOUS CHEMICAL SPECIALTIES",0.000203877179287015
"3881",2008-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1230","FIRE CONTROL SYSTEMS, COMPLETE",0.0125422299349241
"3882",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7045","ADP SUPPLIES",5.8357830802603e-05
"3883",2000-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6680","LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",9.22868006518197e-05
"3884",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","4210","FIRE FIGHTING EQUIPMENT",7.92844132188395e-05
"3885",2011-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2350","COMBAT ASSAULT & TACTICAL VEH",-2.63717582878724e-05
"3886",2008-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6140","BATTERIES, RECHARGEABLE",3.84598698481562e-06
"3887",2012-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","PAMS","Services (Non-R&D)","R426","COMMUNICATIONS SERVICES",0.000210278169086603
"3888",2011-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","3415","GRINDING MACHINES",2.30476290390264e-05
"3889",2010-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6135","BATTERIES, NONRECHARGEABLE",0.000610741335044929
"3890",2002-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5855","NIGHT VISION EQ",0.00118073119958366
"3891",2005-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","9999","MISCELLANEOUS ITEMS",4.73435824097247e-05
"3892",2012-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1376","BULK EXPLOSIVES",0.0539591700133869
"3893",2007-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AJ11","PHYSICAL SCIENCES (BASIC)",0
"3894",2001-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5820","RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",0.000153324074074074
"3895",2008-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5342","HARDWARE, WEAPON SYSTEM",0.000555947939262473
"3896",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Missiles & Space","Products (All)","4940","MISC MAINT EQ",1.45841013824885e-05
"3897",2000-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5980","OPTOELECTRICAL DEVICES/ASSOC HARDWA",0.00017816268332428
"3898",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1095","MISCELLANEOUS WEAPONS",1.32147266808845e-05
"3899",2010-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2541","VEH ACCESSORY/WEAPONS SYS SPECIFIC",0.00025813756953359
"3900",2006-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","B504","SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL",3.39861751152074e-05
"3901",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6310","TRAFFIC AND TRANSIT SIGNAL SYSTEMS",6.44853518913458e-06
"3902",2011-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Aircraft and Drones","Aircraft and Drones","Engines & Power Plants","Products (All)","2840","GAS TURBINES & JET ENGINES AIRCRAFT",-0.000221933497691985
"3903",2000-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Services","Other","ERS","Services (Non-R&D)","J016","MAINT-REP OF AIRCRAFT COMPONENTS",0.00341276208582292
"3904",2008-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","5660","FENCING FENCES & GATES",3.52429501084599e-05
"3905",2008-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5985","ANTENNAS WAVEGUIDES & RELATED EQ",6.63774403470716e-06
"3906",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1720","AIRCRAFT LAUNCHING EQUIPMENT",0
"3907",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6210","INDOOR & OUTDOOR ELEC LIGHTING FIXT",5.47119815668203e-05
"3908",2005-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5865","ELEC COUNTERMEASURE & QUICK REAC EQ",9.15862233345251e-05
"3909",2002-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5996","AMPLIFIERS",3.49726775956284e-05
"3910",2001-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5905","RESISTORS",9.28452380952381e-05
"3911",2005-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2330","TRAILERS",-5.88964366583244e-06
"3912",2010-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R699","OTHER ADMINISTRATIVE SUPPORT SVCS",1.77150192554557e-06
"3913",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","PAMS","Services (Non-R&D)","R426","COMMUNICATIONS SERVICES",2.52983870967742e-05
"3914",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Clothing & Subsistence","Products (All)","6525","IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",0.000481553366529552
"3915",2012-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ",7.18708680877356e-05
"3916",2009-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6130","CONVERTERS, ELECTRICAL, NONROTATING",9.62113011474345e-06
"3917",2002-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Fuels","Products (All)","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0.00055879781420765
"3918",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","J058","MAINT-REP OF COMMUNICATION EQ",0.00126952295431586
"3919",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Fuels","Products (All)","9140","FUEL OILS",0.0360194645863733
"3920",2005-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AD21","R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)",0.000765582171374091
"3921",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D308","IT AND TELECOM- PROGRAMMING",1.05506912442396e-05
"3922",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","4820","VALVES, NONPOWERED",1.75203377613016e-05
"3923",2007-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","ERS","Services (Non-R&D)","J069","MAINT-REP OF TRAINING AIDS-DEVICES",0
"3924",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","4930","LUBRICATION & FUEL DISPENSING EQ",2.66232718894009e-05
"3925",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5950","COILS AND TRANSFORMERS",1.3008226888937e-05
