fiscal_year,Customer,SubCustomer,CanadaSector,IsSubcontractReportingContract,obligatedAmount,numberOfActions,NumberOfContracts
2009,Other Agencies,NATIONAL CAPITAL PLANNING COMMISSION,Other R&D and Knowledge Based,0,105656.2900,10,8
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,"Other Facilities, Construction, Manufacturing and Testing",0,449101.6600,18,17
2009,DHS,CBP,NULL,0,1804134.1800,174,172
2009,DHS,CBP,Air,0,288823848.1200,156,126
2009,DHS,CBP,Land,0,30137682.8600,355,329
2009,DHS,COAST GUARD,NULL,0,26848560.1500,6554,5265
2009,DHS,COAST GUARD,Air,0,337571179.5400,5192,3345
2009,DHS,ICE,Other Services,0,41308314.7200,138,100
2009,DHS,Other DHS,C4ISR,0,445666649.6700,2183,1660
2009,DHS,Other DHS,Other Services,0,63375196.2300,1297,792
2009,DHS,TSA,"Other Facilities, Construction, Manufacturing and Testing",0,243003853.8891,678,547
2009,DHS,TSA,Sea,0,0.0000,1,1
2009,Energy,Energy,Space,0,8754070.6600,13,5
2009,HHS,HHS,Space,0,-16450.0000,1,1
2009,HHS,HHS,"Weapons, Ammunition and Missiles",0,337667.8300,10,8
2009,NASA,NASA,C4ISR,0,3973780589.2600,8486,5044
2009,NASA,NASA,Space,0,7680911417.7800,8087,2843
2009,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,364271579.5300,17564,1569
2009,Other Agencies,Agriculture,Other Products,0,2893605870.8100,8618,7497
2009,Other Agencies,Agriculture,Other R&D and Knowledge Based,0,613072378.0100,15252,13651
2009,Other Agencies,All other Customers,Other Products,0,9836364.6200,337,205
2009,Other Agencies,Commerce,"Weapons, Ammunition and Missiles",0,150009.3500,15,12
2009,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,Other Services,0,459999.9400,9,5
2009,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Land,0,7900.0000,1,1
2009,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,"Other Facilities, Construction, Manufacturing and Testing",0,1281301.3700,78,76
2009,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Other Services,0,1618750.2900,34,23
2009,Other Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,C4ISR,0,1066937.0400,36,30
2009,Other Agencies,Education,"Weapons, Ammunition and Missiles",0,57060.5100,11,8
2009,Other Agencies,ELECTION ASSISTANCE COMMISSION,C4ISR,0,9818.0000,1,1
2009,Other Agencies,EPA,"Weapons, Ammunition and Missiles",0,314732.2300,33,26
2009,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other R&D and Knowledge Based,0,33719988.2800,1211,912
2009,Other Agencies,Exec Office,Other Services,0,1425096.5300,43,26
2009,Other Agencies,FEDERAL ELECTION COMMISSION,C4ISR,0,7204361.5600,119,85
2009,Other Agencies,FEDERAL HOUSING FINANCE AGENCY,"Other Facilities, Construction, Manufacturing and Testing",0,553546.9300,28,17
2009,Other Agencies,FEDERAL TRADE COMMISSION,C4ISR,0,39215036.1900,329,258
2009,Other Agencies,FEDERAL TRADE COMMISSION,Other Services,0,67866.9500,6,4
2009,Other Agencies,HUD,C4ISR,0,252127302.1400,747,477
2009,Other Agencies,HUD,"Other Facilities, Construction, Manufacturing and Testing",0,67907074.4100,845,586
2009,Other Agencies,Interior,Space,0,894690.0000,13,12
2009,Other Agencies,INTERNATIONAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,895935.3400,33,20
2009,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,"Other Facilities, Construction, Manufacturing and Testing",0,30462685.3200,145,74
2009,Other Agencies,Labor,C4ISR,0,215162624.3800,2848,1870
2009,Other Agencies,Labor,"Weapons, Ammunition and Missiles",0,119004.5000,14,14
2009,HHS,HHS,Sea,0,206999.5600,15,12
2009,NASA,NASA,Land,0,3685645.5600,64,50
2009,NASA,NASA,"Weapons, Ammunition and Missiles",0,271645465.1800,48,22
2009,Other Agencies,NULL,Air,0,12280.4900,4,1
2009,Other Agencies,Agriculture,NULL,0,5261147.4600,1557,1545
2009,Other Agencies,Agriculture,"Other Facilities, Construction, Manufacturing and Testing",0,743562472.4600,21131,18297
2009,Other Agencies,All other Customers,C4ISR,0,1016213220.3900,3259,2223
2009,Other Agencies,All other Customers,Land,0,274470.8900,20,10
2009,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Products,0,479640.2500,24,20
2009,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,C4ISR,0,14521564.3300,158,148
2009,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,Land,0,50289.8100,4,4
2009,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,Sea,0,2500.0000,1,1
2009,Other Agencies,Education,C4ISR,0,310033221.5200,931,644
2009,Other Agencies,Education,Land,0,41250.9000,3,3
2009,Other Agencies,EPA,Other Services,0,37659842.0100,752,473
2009,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other Services,0,288503.5800,17,13
2009,Other Agencies,FEDERAL LABOR RELATIONS AUTHORITY,Other Services,0,99922.0000,1,1
2009,Other Agencies,FEDERAL MARITIME COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,115687.7500,23,15
2009,Other Agencies,HUD,NULL,0,2381480.0800,435,357
2009,Other Agencies,Interior,C4ISR,0,931459444.2700,16007,12977
2009,Other Agencies,Interior,Land,0,43380497.7700,2355,2104
2009,Other Agencies,INTERNATIONAL TRADE COMMISSION,Other Products,0,20292.0000,1,1
2009,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,Other Products,0,150501.0900,15,13
2009,Other Agencies,Justice,NULL,0,12025199.7400,2506,1848
2009,Other Agencies,Justice,"Weapons, Ammunition and Missiles",0,14145681.1900,1127,923
2009,Other Agencies,Labor,NULL,0,884620.4800,211,174
2009,Other Agencies,NATIONAL LABOR RELATIONS BOARD,NULL,0,31536.8300,5,5
2009,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,NULL,0,18334.8700,4,3
2009,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,"Other Facilities, Construction, Manufacturing and Testing",0,1682943.3400,54,36
2009,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,NULL,0,174045.2100,72,62
2009,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,"Other Facilities, Construction, Manufacturing and Testing",0,26061375.3200,358,291
2009,Other Agencies,OFFICE OF SPECIAL COUNSEL,C4ISR,0,30600.0000,1,1
2009,Other Agencies,RAILROAD RETIREMENT BOARD,NULL,0,7635.0000,1,1
2009,Other Agencies,RAILROAD RETIREMENT BOARD,"Weapons, Ammunition and Missiles",0,16956.0000,2,2
2009,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,C4ISR,0,99640126.5700,419,253
2009,Other Agencies,SELECTIVE SERVICE SYSTEM,NULL,0,16142.0000,7,7
2009,Other Agencies,SMALL BUSINESS ADMINISTRATION,Other Products,0,41953.3900,4,4
2009,Other Agencies,SMITHSONIAN INSTITUTION,Space,0,80386.5200,8,7
2009,Other Agencies,Treasury,NULL,0,46494.8800,63,55
2009,Other Agencies,Treasury,"Weapons, Ammunition and Missiles",0,1329801.0200,133,111
2009,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,C4ISR,0,367388.1800,15,12
2009,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,Land,0,3000.0000,1,1
2009,Other Agencies,Justice,"Other Facilities, Construction, Manufacturing and Testing",0,1638091284.5600,20966,16364
2009,Other Agencies,Justice,Other R&D and Knowledge Based,0,1628325585.3000,18472,13450
2009,Other Agencies,Justice,Other Services,0,1186990360.3700,17223,12307
2009,Other Agencies,Labor,"Other Facilities, Construction, Manufacturing and Testing",0,1054533194.8600,2775,1529
2009,Other Agencies,Labor,Other Services,0,5512004.6400,287,197
2009,Other Agencies,Library,Other R&D and Knowledge Based,0,81789.0000,NULL,15
2009,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,"Other Facilities, Construction, Manufacturing and Testing",0,1536436.9600,28,22
2009,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,Other R&D and Knowledge Based,0,1772413.5000,106,60
2009,Other Agencies,NATIONAL CAPITAL PLANNING COMMISSION,C4ISR,0,450006.7100,30,20
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,C4ISR,0,591859.3300,20,14
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,C4ISR,0,1117843.0000,44,35
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,Other Products,0,8958.0000,2,2
2009,Other Agencies,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,"Other Facilities, Construction, Manufacturing and Testing",0,82070.4400,4,4
2009,Other Agencies,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,Other R&D and Knowledge Based,0,743876.2500,24,19
2009,Other Agencies,NATIONAL GALLERY OF ART,C4ISR,0,1071648.8500,59,47
2009,Other Agencies,NATIONAL LABOR RELATIONS BOARD,Other Services,0,234543.4800,10,5
2009,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,Other Services,0,155336.0000,14,8
2009,Other Agencies,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,Other Services,0,-3643.0800,1,1
2009,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Other R&D and Knowledge Based,0,1002705382.2300,12149,10558
2009,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Other Services,0,4124537.6300,51,42
2009,Other Agencies,RAILROAD RETIREMENT BOARD,Other R&D and Knowledge Based,0,1964203.2600,98,55
2009,Other Agencies,RAILROAD RETIREMENT BOARD,Other Services,0,1801729.1700,28,13
2009,Other Agencies,SELECTIVE SERVICE SYSTEM,"Other Facilities, Construction, Manufacturing and Testing",0,248629.0000,19,19
2009,Other Agencies,SELECTIVE SERVICE SYSTEM,Other Services,0,12414.0000,5,5
2009,Other Agencies,SMALL BUSINESS ADMINISTRATION,C4ISR,0,34226877.1100,263,181
2009,Other Agencies,SMALL BUSINESS ADMINISTRATION,Land,0,493.2000,1,1
2009,Other Agencies,SMITHSONIAN INSTITUTION,Air,0,40729.3600,3,3
2009,Other Agencies,Transportation,NULL,0,3147448.0600,81,66
2009,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",0,1316860683.4600,6424,4462
2009,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",0,414973142.6500,11181,8082
2009,Other Agencies,Treasury,Other R&D and Knowledge Based,0,658704752.3000,20632,15680
2009,Other Agencies,Treasury,Other Services,0,78544536.0300,1131,804
2009,Other Agencies,VA,C4ISR,0,1473739515.3300,15854,14572
2009,Other Agencies,EPA,Land,0,2067684.8800,100,53
2009,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other Products,0,1207888.9400,144,141
2009,Other Agencies,Exec Office,"Other Facilities, Construction, Manufacturing and Testing",0,3990985.7700,215,175
2009,Other Agencies,FEDERAL ELECTION COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,561297.0200,73,51
2009,Other Agencies,FEDERAL ELECTION COMMISSION,Other R&D and Knowledge Based,0,3518663.8800,95,62
2009,Other Agencies,FEDERAL HOUSING FINANCE AGENCY,C4ISR,0,5998262.9300,93,65
2009,Other Agencies,FEDERAL LABOR RELATIONS AUTHORITY,C4ISR,0,668944.5400,10,10
2009,Other Agencies,HUD,Other R&D and Knowledge Based,0,539714218.5900,2747,2038
2009,Other Agencies,HUD,Sea,0,1495090.0000,1,2
2009,Other Agencies,Interior,NULL,0,4996857.1300,1149,1004
2009,Other Agencies,Interior,Other R&D and Knowledge Based,0,1316014242.4600,15851,11910
2009,Other Agencies,Interior,"Weapons, Ammunition and Missiles",0,3182533.8400,440,385
2009,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,Other Services,0,90685.9400,19,8
2009,Other Agencies,Justice,C4ISR,0,2108467816.4900,15603,12132
2009,Other Agencies,Justice,Land,0,101423024.3700,1176,1065
2009,Other Agencies,Labor,Other Products,0,4581188.7500,73,65
2009,Other Agencies,NATIONAL CAPITAL PLANNING COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,42157.0700,9,7
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,NULL,0,4070.7500,1,1
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,Other Services,0,42530.9000,5,4
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,"Other Facilities, Construction, Manufacturing and Testing",0,2888758.0000,31,21
2009,Other Agencies,NATIONAL GALLERY OF ART,"Other Facilities, Construction, Manufacturing and Testing",0,18797539.9900,203,122
2009,Other Agencies,NATIONAL MEDIATION BOARD,NULL,0,9043.4900,1,1
2009,Other Agencies,NATIONAL SCIENCE FOUNDATION,Other R&D and Knowledge Based,0,171228803.5900,480,307
2009,Other Agencies,NATIONAL SCIENCE FOUNDATION,Sea,0,120945.0000,3,3
2009,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,C4ISR,0,4360379.0300,129,106
2009,Other Agencies,NUCLEAR REGULATORY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,26157427.1200,291,184
2009,Other Agencies,NUCLEAR REGULATORY COMMISSION,Sea,0,4759115.4400,81,53
2009,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Land,0,17033.1200,3,3
2009,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Air,0,22619.4000,1,1
2009,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other Services,0,3015547.3700,35,21
2009,Other Agencies,SMALL BUSINESS ADMINISTRATION,NULL,0,98020.8000,2,1
2009,Other Agencies,SMALL BUSINESS ADMINISTRATION,Other R&D and Knowledge Based,0,66845017.1100,415,302
2009,Other Agencies,SMALL BUSINESS ADMINISTRATION,Other Services,0,143859.1500,16,8
2009,Other Agencies,Treasury,C4ISR,0,1697934261.2900,11408,8045
2009,Other Agencies,Treasury,Other Products,0,2005025758.3200,2779,2239
2009,Other Agencies,VA,NULL,0,9573541.9300,1348,1250
2009,State and IAP,NULL,NULL,0,17132.9900,2,2
2009,State and IAP,NULL,Other R&D and Knowledge Based,0,4864996.7200,99,96
2009,Other Agencies,HUD,"Weapons, Ammunition and Missiles",0,6917.5200,1,1
2009,Other Agencies,Interior,Other Services,0,254765931.8700,6403,5309
2009,Other Agencies,INTERNATIONAL TRADE COMMISSION,Other Services,0,50998.0000,2,2
2009,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,NULL,0,202206.7000,32,19
2009,Other Agencies,Justice,Other Products,0,736115436.9600,57344,25729
2009,Other Agencies,Justice,Space,0,1019475.0000,4,2
2009,Other Agencies,Labor,Land,0,288473.2700,27,19
2009,Other Agencies,NATIONAL CAPITAL PLANNING COMMISSION,Other Services,0,46720.3500,3,2
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,Other R&D and Knowledge Based,0,4884774.0000,92,51
2009,Other Agencies,NATIONAL LABOR RELATIONS BOARD,C4ISR,0,5233394.3600,94,54
2009,Other Agencies,NATIONAL LABOR RELATIONS BOARD,Other Products,0,1092112.3200,65,55
2009,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other R&D and Knowledge Based,0,44006879.1000,774,500
2009,Other Agencies,NUCLEAR REGULATORY COMMISSION,"Weapons, Ammunition and Missiles",0,267936.9900,4,5
2009,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,C4ISR,0,192102703.3200,1235,910
2009,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Other Products,0,4493960.3700,179,136
2009,Other Agencies,OFFICE OF SPECIAL COUNSEL,Other Services,0,78000.0000,1,1
2009,Other Agencies,RAILROAD RETIREMENT BOARD,C4ISR,0,5655830.1800,168,120
2009,Other Agencies,RAILROAD RETIREMENT BOARD,Land,0,3681.5000,1,1
2009,Other Agencies,SELECTIVE SERVICE SYSTEM,Land,0,3534.0000,1,1
2009,Other Agencies,SMALL BUSINESS ADMINISTRATION,"Weapons, Ammunition and Missiles",0,7743.5700,2,2
2009,Other Agencies,SMITHSONIAN INSTITUTION,"Other Facilities, Construction, Manufacturing and Testing",0,183071012.9800,1386,1142
2009,Other Agencies,SMITHSONIAN INSTITUTION,Sea,0,219450.3700,31,21
2009,Other Agencies,Transportation,C4ISR,0,1944243831.6500,4449,3066
2009,Other Agencies,Transportation,Land,0,23013936.6100,309,298
2009,Other Agencies,Transportation,Space,0,104500.0000,2,2
2009,Other Agencies,Treasury,Space,0,48700.0000,1,1
2009,Other Agencies,VA,Air,0,1342491.2500,56,49
2009,Other Agencies,VA,Other Services,0,1779643266.8400,33966,23739
2009,State and IAP,MILLENNIUM CHALLENGE CORPORATION,NULL,0,8800.0000,3,3
2009,State and IAP,USAID,Air,0,1963362.6200,10,6
2009,State and IAP,USAID,Other Products,0,86471700.8200,232,212
2010,Defense,Air Force,Air,1,155751063.0400,30,18
2010,Defense,Air Force,C4ISR,0,14848758878.4400,40902,23498
2010,Defense,Air Force,Land,0,188826676.4000,2423,1919
2010,Defense,Air Force,Other Services,1,8629984.1800,4,3
2010,Defense,Army,NULL,0,6962763.2300,106,70
2010,Defense,Army,Other Services,0,12129207635.0700,37153,21905
2010,Defense,Army,"Weapons, Ammunition and Missiles",1,79128485.3200,11,8
2010,Defense,DLA,NULL,0,30404073.6600,905,807
2010,Defense,DLA,Other Services,0,91494203.9600,461,327
2010,Defense,DLA,"Weapons, Ammunition and Missiles",1,80800.0000,1,1
2010,Defense,MDA,C4ISR,0,236268405.4700,681,167
2010,Defense,MDA,Land,0,81083.5800,5,4
2009,Other Agencies,FEDERAL ELECTION COMMISSION,Other Products,0,31481.1600,10,8
2009,Other Agencies,FEDERAL HOUSING FINANCE AGENCY,Other R&D and Knowledge Based,0,3936617.3400,36,29
2009,Other Agencies,FEDERAL LABOR RELATIONS AUTHORITY,Other R&D and Knowledge Based,0,172527.6000,5,5
2009,Other Agencies,FEDERAL TRADE COMMISSION,NULL,0,142003.4600,28,20
2009,Other Agencies,FEDERAL TRADE COMMISSION,Land,0,16588.0800,6,3
2009,Other Agencies,FEDERAL TRADE COMMISSION,Other R&D and Knowledge Based,0,20048185.7100,575,266
2009,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,Other R&D and Knowledge Based,0,508371.5800,27,17
2009,Other Agencies,Justice,Air,0,99988579.3700,370,320
2009,Other Agencies,NATIONAL MEDIATION BOARD,Other R&D and Knowledge Based,0,1349989.4000,138,138
2009,Other Agencies,NATIONAL SCIENCE FOUNDATION,Other Products,0,147143.3600,8,8
2009,Other Agencies,OFFICE OF SPECIAL COUNSEL,"Other Facilities, Construction, Manufacturing and Testing",0,4080.6000,1,1
2009,Other Agencies,RAILROAD RETIREMENT BOARD,Other Products,0,44812.7900,4,3
2009,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,NULL,0,49674.1300,6,5
2009,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other R&D and Knowledge Based,0,40287229.5200,404,288
2009,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,0,33233196.6600,762,676
2009,Other Agencies,SMITHSONIAN INSTITUTION,Other Services,0,3180934.0800,105,89
2009,Other Agencies,Transportation,Air,0,180934907.6200,257,187
2009,Other Agencies,Transportation,Other Products,0,469837158.2100,1080,859
2009,Other Agencies,Transportation,Sea,0,10718586.8000,136,116
2009,State and IAP,State,Air,0,322332975.8800,170,152
2009,State and IAP,USAID,C4ISR,0,2479661639.5929,1868,1350
2009,State and IAP,USAID,Other Services,0,223270614.5773,262,228
2009,State and IAP,USAID,Space,0,66448.0000,2,1
2010,Defense,Air Force,Other Products,1,119875.8900,3,3
2010,Defense,Air Force,Sea,0,7042412.0200,147,102
2010,Defense,Army,Air,1,63244100.2000,5,5
2010,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",0,36606985731.0500,200481,117408
2010,Defense,Army,Other Products,1,2461327.2700,6,5
2010,Defense,DLA,Air,1,749338.2000,5,3
2010,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",0,2553302152.7200,63839,54798
2010,Defense,DLA,Other Products,1,4768557.1500,34,34
2010,Defense,DLA,Sea,0,1010301518.1500,13919,12715
2010,Defense,MDA,Air,0,7820.0000,1,1
2010,Defense,MDA,Other Products,0,68709.7200,9,4
2010,Defense,MDA,Sea,0,86591.0000,2,1
2010,Defense,Navy,Other Products,0,961860141.7288,28598,23729
2010,Defense,Other DoD,Air,0,5014511807.5700,9930,7093
2010,Defense,Other DoD,C4ISR,0,7414474372.1800,48854,24998
2010,Defense,Other DoD,Space,0,-2375987.8900,26,20
2010,DHS,CBP,C4ISR,0,1332526683.8600,2729,2224
2010,DHS,CBP,Other Services,0,139958844.0500,420,421
2010,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",0,25437951.5900,4817,3458
2010,DHS,FEMA,"Weapons, Ammunition and Missiles",0,195783.8400,13,12
2009,Other Agencies,FEDERAL LABOR RELATIONS AUTHORITY,"Other Facilities, Construction, Manufacturing and Testing",0,297523.1600,7,7
2009,Other Agencies,Interior,Air,0,148674473.0300,2388,1463
2009,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",0,1508282343.2300,29675,23563
2009,Other Agencies,Interior,Sea,0,30342651.6400,608,510
2009,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,Other Products,0,157356.8100,4,2
2009,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,Other Products,0,44918.0000,4,4
2009,Other Agencies,NATIONAL GALLERY OF ART,NULL,0,7342.0000,1,1
2009,Other Agencies,NATIONAL GALLERY OF ART,Land,0,31036.9700,9,5
2009,Other Agencies,NATIONAL SCIENCE FOUNDATION,C4ISR,0,101737835.1400,493,370
2009,Other Agencies,NATIONAL SCIENCE FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",0,174929505.6000,102,80
2009,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other Products,0,3272172.1800,24,22
2009,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Air,0,0.0000,1,1
2009,Other Agencies,RAILROAD RETIREMENT BOARD,"Other Facilities, Construction, Manufacturing and Testing",0,3031394.0200,107,61
