CSIScontractID,PrimeAwardIDVPIID,PrimeAwardPIID,PrimeAwardFederalAwardID,PrimeFiscalYear,MinOfPrimeAwardDateSigned,MaxOfPrimeAwardDateSigned,SubawardAmount
10098985,FA872111D0001,0004,,2012,2011-10-30,2011-10-30,2235193.0000
27288380,,SPE4A714MD075,,2014,2014-09-25,2014-09-25,49820.0000
3406105,,N4523A12C0001,,2012,2012-09-14,2012-09-14,143144.0000
26411748,SPM2DV11D8003,E577,,2013,2013-09-05,2013-09-05,81169.6798
25829548,HSCG2313DATB021,HSCG4013JPSDA84,,2013,2013-08-21,2013-09-01,8096627.8438
61827516,,FA881915C0007,,2015,2015-06-18,2015-06-18,327500.0000
7954421,,W52P1J10C0062,,2014,2013-10-07,2014-08-31,93362723.5737
18628536,M6785405D6014,0033,,2012,2011-10-17,2012-03-17,6024641.3635
21372032,SPM20005D6552,AF24,,2012,2012-02-29,2012-02-29,75508.6719
60428595,N5005414D1408,0038,,2015,2015-04-14,2015-04-14,154374.1562
28430000,,SPRMM114PWC74,,2014,2014-02-28,2014-02-28,30836.2793
25646087,DOCDG133E12BA0017,DOCC0009,,2014,2014-04-08,2014-04-08,622804.5625
9993538,FA461011D0003,0051,,2013,2012-10-02,2012-10-02,45053.0000
3670488,,NNG12FG02C,,2012,2012-03-27,2012-05-25,203914.5000
8064244,,W911NF12C0037,,2013,2013-03-29,2013-07-03,909078.7636
9022261,AG3198B100028,AG3198K110070,,2014,2014-01-29,2014-06-12,36219.0000
62273133,,N3943015C1665,,2015,2015-05-22,2015-05-22,113195.0000
60434062,W58RGZ13D0048,0042,,2015,2015-03-03,2015-03-03,11890359.0000
61704020,W912HN15D0001,DQ05,,2015,2015-09-29,2015-09-29,608200.0000
25397322,,SPM7L313M0384,,2013,2012-11-05,2012-11-06,144551.0000
22678374,SPM7LX10D9007,2924,,2010,2010-09-01,2010-09-01,200430.0000
5271982,,SPRDL112P0087,,2012,2012-05-01,2012-05-01,30254.0000
10103477,FA877104D0003,6U43,,2012,2012-06-13,2012-06-13,105409.0000
28119763,SPM7MX13D5033,0002,,2014,2013-12-03,2013-12-03,54625.0000
28481667,HHSP233201300047B,HHSP23337004,,2014,2014-05-05,2014-05-05,374000.0000
27494570,,W911SR14C0040,,2014,2014-06-27,2014-09-02,9444993.1035
27179022,,FA945314M0160,,2014,2014-05-19,2014-05-19,18000.0000
62513640,,SPE5E415V1340,,2015,2014-11-24,2014-11-24,38972.0000
26301837,W58RGZ09D0130,0193,,2014,2014-01-16,2014-05-12,251.5000
25826619,HHSN316201200018W,HHSN27600001,,2013,2012-11-15,2012-11-15,213369.4727
24799618,W912DY10D0045,0003,,2012,2012-03-20,2012-04-06,98974.7187
26043020,SPM2DV11D0708,AA70,,2013,2013-07-23,2013-07-23,66404.5938
19014382,N4008010D0490,0003,,2011,2011-08-24,2011-09-30,9631836.0000
7885394,,W15QKN11C0126,,2012,2011-11-22,2012-07-12,844198.0000
16584682,GS21F0099V,VA101C05356,,2012,2011-10-25,2012-06-06,5070704.2793
27810735,N6554013D0008,0014,,2014,2014-06-05,2014-08-14,7211430.1250
62531348,,SPE5E915M1169,,2015,2015-03-10,2015-03-10,30422.0000
62563989,,SPE7L315M0282,,2015,2014-10-16,2014-10-16,40815.8906
25668914,GS00P13CYA0027,GSP0013CY5045,,2013,2013-07-16,2013-07-16,85500.0000
62707141,,SPRTA115M0107,,2015,2015-05-22,2015-05-22,119767.0390
28457973,FA873214D0005,Q907,,2014,2014-09-29,2014-09-29,40672.4492
18483976,HSHQDC09D00001,HSHQDC12J00172,,2013,2012-12-12,2012-12-12,50000.0000
24822866,W912HZ05D0013,0252,,2011,2011-08-11,2011-08-11,353897.3438
25584024,,W91CRB13C0026,,2013,2013-03-18,2013-03-18,6727077.3964
63008782,,N6833516C0019,,2016,2015-10-05,2015-10-05,147972.2188
27504066,GS00Q09BGD0028,SS61030001,,2014,2014-06-03,2014-06-03,5100209.5000
8262615,,W9128F11P0182,,2011,2011-09-29,2011-09-29,98444.3672
9800586,EPS60701,0099,,2011,2011-03-31,2011-03-31,44388.4805
18327769,HHSM500201200008I,HHSM500T0001,,2014,2014-09-11,2014-09-11,15504.0000
5134383,,SPM7M911M5050,,2011,2011-07-28,2011-07-28,28744.9492
25872331,N4002508D8006,0036,,2014,2013-10-09,2014-03-28,1429733.5763
2362336,,HR001111C0093,,2013,2012-10-02,2013-03-29,5176642.0000
1421882,,FA865011M3144,,2012,2012-02-03,2012-02-03,45181.0000
26395772,N6247309D1658,0010,,2014,2013-11-05,2014-04-24,17795721.0000
10091345,FA861511D6049,0001,,2012,2011-10-01,2011-10-01,370770.0000
28273728,W912DY13D0079,CM01,,2014,2014-09-30,2014-09-30,252774781.9378
63009374,FA862011G4025,1620,,2016,2015-12-21,2015-12-21,8712679.1486
27874985,SPM2DV11D0200,F647,,2014,2014-06-16,2014-06-16,33684.6901
26308301,W911QY12D0030,0003,,2013,2013-03-28,2013-03-28,241079.1016
26398538,NNG07DA23B,FA480013F0124,,2013,2013-09-24,2013-09-24,89700.0000
26379570,FA877104D0003,5E01,,2013,2013-09-17,2013-09-17,319689.0000
1565350,,GS10P11XFC0024,,2011,2011-08-04,2011-08-04,200083.5156
25887802,N6523612D4120,0037,,2014,2013-10-25,2013-10-25,3100000.0000
25664850,FA867713D0043,0001,,2013,2013-03-27,2013-03-27,3393200.0000
9841244,F0960303D0001,XE04,,2011,2010-11-10,2011-04-28,87560.0000
10092998,FA862011G4020,0051,,2013,2012-10-03,2013-09-19,15966360.6563
63009724,SPM2DV11D5001,EN11,,2016,2016-04-26,2016-04-26,70455.4766
24581049,W58RGZ11D0153,0001,,2011,2011-07-20,2011-08-17,599894.0000
28258383,W912DR10D0018,0075,,2014,2014-06-05,2014-06-06,170602.0000
1422199,,FA865012C7210,,2012,2012-06-08,2012-06-08,94039.0000
17825378,GS35F0740R,HHSN276201200229U,,2012,2012-06-28,2012-06-28,1000000.0000
60391416,FA860415D7977,0013,,2015,2015-05-18,2015-05-18,242001.0235
1445378,,FA955011C0091,,2011,2011-09-30,2011-09-30,55000.0000
60368396,N6134012D5104,0006,,2015,2015-06-24,2015-06-24,6166196.0000
1422515,,FA865012M6286,,2012,2012-03-16,2012-03-16,175000.0000
28515154,SPM2DV11D1008,FM65,,2014,2014-06-27,2014-06-27,25415.1992
24502318,W15P7T06DE402,0134,,2013,2013-02-07,2013-04-26,352804.8672
61148861,N0038314D019F,7004,,2015,2015-08-12,2015-08-12,167096.0000
27588809,FA862913D2471,0007,,2015,2014-11-26,2015-01-26,779963.5000
26211291,SS001160044,SS001330763,,2013,2013-05-27,2013-05-27,185847.4844
28442953,,W911QY14P0435,,2014,2014-09-26,2014-09-26,28925.0000
24570012,W58RGZ06D0010,0024,,2012,2012-07-05,2012-07-26,577704.0938
26436175,W91QUZ06D0001,1T29,,2013,2013-09-23,2013-09-23,43661.1016
18800547,N0017804D4016,HR21,,2007,2007-05-21,2007-05-21,1004674.8750
22780766,SPRPA111G001Y,GB4K,,2012,2011-12-14,2011-12-14,44649.4492
60345240,N0018915DZ031,0002,,2015,2015-07-31,2015-07-31,78913.9219
1420904,,FA865010C1887,,2012,2011-11-11,2012-09-17,11207659.6204
26318933,W912DR10D0018,0059,,2013,2013-05-24,2013-05-24,110040.0000
25390840,,SPM7L213C0006,,2013,2013-07-25,2013-07-25,270125.6400
19012464,N4008008D0306,0650,,2012,2012-06-28,2012-06-28,25409.0000
2134075,,H9224012C0004,,2011,2011-04-02,2011-04-02,165753.3750
10103543,FA877104D0003,6X58,,2012,2012-09-17,2012-09-17,39872.0000
62949550,,W9133L15C0076,,2015,2015-08-21,2015-08-21,628064.0000
25865655,N0018913D0024,GT03,,2013,2013-07-18,2013-07-18,170767.5313
27587322,,W912HQ14C0055,,2014,2014-09-25,2014-09-25,243257.0000
60558744,N6600112D0036,0171,,2015,2015-01-28,2015-01-28,47796.3984
60449416,FA825212D0005,0061,,2015,2015-08-07,2015-08-07,1942751.0000
62285490,,N6600115C4068,,2015,2015-09-29,2015-09-29,837816.6250
28052173,SPM2DV11D7001,EB86,,2014,2014-04-01,2014-04-04,26807.5201
27461139,,SPE7MC14MA558,,2014,2014-09-26,2014-09-26,41082.0000
28542587,VA24414D0006,VA24414J2631,,2014,2014-09-09,2014-09-09,54950.0000
18663148,N0001910G0004,0017,,2010,2010-04-13,2010-04-13,600000.0000
24732285,W9127810D0044,0161,,2012,2011-12-09,2012-04-06,6885895.3750
19172452,N6247306D1065,0033,,2011,2011-04-21,2011-04-21,180000.0000
18013936,GS35F4550G,FTC11G1100,,2011,2011-08-30,2011-08-30,272497.2812
18834517,N0018904D0036,8C74,,2011,2011-08-01,2011-08-01,65217.9219
28198549,SPRPA111G001Y,TY8C,,2014,2014-02-24,2014-02-24,35100.0000
18405147,HQ003408D0171,0027,,2012,2012-09-28,2012-09-28,236603.0000
63010150,FA860111D0009,0580,,2016,2016-05-26,2016-05-26,152560.0000
25848454,INP10PC60508,INP13PD01134,,2013,2013-06-28,2013-06-28,528375.0000
18803134,N0017805D4626,EHP3,,2013,2012-10-17,2012-10-17,2702101.2500
18091143,GS35F5192G,N6523612F2279,,2012,2012-09-18,2012-09-18,175142.0000
20433398,SP070000D3180,0747,,2014,2014-05-16,2014-05-16,191481.5469
27588824,FA865010D6056,0088,,2014,2014-04-13,2014-04-13,78228.0000
9065978,AID623I1000001,AID663TO1100003,,2011,2011-04-19,2011-04-19,17478897.2500
10126821,FA890309D8586,0016,,2013,2013-08-01,2013-08-01,84853.0000
63009937,N0003911D0033,5265,,2016,2015-12-31,2015-12-31,308877.4688
1426450,,FA875011C0012,,2011,2011-02-25,2011-05-02,194210.8438
1357215,,FA810112C0056,,2012,2012-09-15,2012-09-15,213522.7813
19141094,N6247011D8012,0003,,2011,2011-06-16,2011-06-16,247159.0058
28550445,W911SA11D0003,0042,,2014,2014-08-18,2014-08-18,230020.0000
25663364,FA853008D0008,0026,,2014,2014-01-07,2014-01-07,48774.5000
28099794,SPM2DV11D9200,GT34,,2014,2014-08-22,2014-08-22,48494.0091
22417566,SPM50005DBP06,HYC9,,2010,2010-09-10,2010-09-10,176000.0000
28274375,W912HN14D0005,0001,,2014,2014-09-25,2014-09-25,61592.0000
19179985,N6247309D1019,0020,,2010,2010-09-13,2010-09-13,97846.0000
28039885,SPM2DV11D2004,EC17,,2014,2014-09-12,2014-09-12,59725.0000
27096525,,AID486C1400001,,2015,2014-12-15,2014-12-15,145102.0000
25855346,N0001911G0001,JZ34,,2013,2013-08-08,2013-08-08,39736.0000
63009126,,SPE4A716V1728,,2016,2016-05-19,2016-05-19,77272.0000
25332666,,SPE4A613V1945,,2013,2012-12-05,2012-12-05,26875.0000
24731558,W9127810D0042,0068,,2013,2012-11-14,2013-04-08,406500.0000
61968264,SPM2DV11D9200,H678,,2015,2014-10-06,2014-10-06,28029.2900
18625184,M6785402A9000,0106,,2007,2007-09-11,2007-09-11,2000000.0000
27803187,N0025311D0003,0061,,2014,2014-04-25,2014-07-28,205001.3828
18633041,M6785411D2305,0001,,2011,2011-03-21,2011-03-21,107804.7969
26062642,SPM2DV11D7024,A902,,2013,2013-03-13,2013-03-13,74976.8203
10093027,FA862011G4025,1226,,2013,2012-12-03,2013-09-11,480765.0137
21463787,SPM2DV11D9103,A204,,2012,2012-08-02,2012-08-02,32627.0391
3378434,,N4008311C2430,,2011,2011-06-06,2011-06-06,170509.0000
2319058,,HHSN276201000041C,,2011,2010-11-23,2010-11-23,60000.0000
26396381,N6258309D0131,0025,,2015,2014-10-10,2014-10-10,1322962.0000
25653265,EPS60701,0143,,2015,2014-10-21,2015-01-29,44997.5820
28056492,SPM2DV11D8003,J926,,2014,2014-06-10,2014-06-10,41702.4900
24350478,VA11811D1008,VA11810080001,,2013,2012-11-21,2012-11-21,145248.0000
60411012,M6785414D4802,0023,,2015,2015-06-15,2015-06-15,343350.0000
24731532,W9127810D0042,0039,,2012,2011-11-02,2011-11-02,206110.0000
27637399,GS00Q14AJA0001,GSQ0014AJ0068,,2015,2015-01-08,2015-01-08,1133765.3750
18834526,N0018904D0036,8C83,,2012,2012-04-13,2012-04-13,26902.4805
63009727,INL13PA00025,INL16PB00347,,2016,2016-05-13,2016-05-13,64508.0000
17712908,GS35F0330J,M6785410F4898,,2011,2011-09-30,2011-09-30,114310.0703
27751146,H9400304D0004,0266,,2014,2013-11-20,2013-12-19,14352000.0000
27728919,N6247312D2808,0043,,2014,2014-07-18,2014-07-18,119554.0000
19057975,N4425509D4012,0012,,2010,2010-08-13,2010-08-13,214870.0000
7936868,,W31P4Q12C0019,,2012,2011-12-07,2011-12-07,1161462.0000
27798867,N0017814D7640,FG01,,2014,2014-09-15,2014-09-24,3568479.7500
2957917,,N0001412C0073,,2012,2011-12-07,2011-12-07,1249755.0000
27979729,SPM2DV11D2002,F205,,2014,2014-01-10,2014-01-10,56894.5984
24732342,W9127810D0044,0221,,2013,2012-11-16,2013-02-07,3092968.2034
24818725,W912HN11D0043,0011,,2013,2013-01-04,2013-01-04,530000.0000
27802884,HHSM5002014QIN003I,HHSM500TWV01,,2014,2014-07-18,2014-07-18,1884573.1875
28267929,W911RX12D0003,0175,,2014,2014-08-25,2014-08-25,78223.1797
27339068,,SPE7M114M4962,,2014,2014-09-23,2014-09-23,36812.0000
23751757,V797P4249B,HHSP284201100057G,,2011,2010-12-09,2010-12-09,44890.8198
24631566,W911RX12D0003,0014,,2012,2012-05-14,2012-05-14,30900.0000
27799500,GS35F0265X,W9124P14FD899,,2014,2014-09-24,2014-09-24,46740.0000
25875692,N4008509D5344,0081,,2013,2013-01-03,2013-01-03,175894.0000
62907287,,W52P1J15C0062,,2015,2015-08-27,2015-08-27,388632.0000
24191143,V797P6029B,V797C04216,,2011,2010-10-07,2010-10-07,399215.0000
63010477,HSHQDC13D00021,HSBP1016J00154,,2016,2016-03-18,2016-03-18,70871.0822
61332463,SPM2DV11D7007,B029,,2015,2015-08-31,2015-08-31,45742.0586
62383515,GS35F0265X,SAQMMA15F2457,,2015,2015-08-28,2015-08-28,58374.1914
15471004,GS10F0095T,GST0512BM0036,,2012,2012-03-01,2012-06-01,14530822.0313
27886704,N0042113D0002,0047,,2014,2014-04-07,2014-04-07,111495.8438
27741101,NNG07DA20B,VA11814F0215,,2014,2014-05-27,2014-05-27,30927551.0000
26433613,W912DY12D0012,CK06,,2014,2013-10-04,2013-10-04,218000.0000
27797798,N0017811D6705,8C01,,2014,2014-09-18,2014-09-18,9592518.0000
27804954,N6247013D3025,0002,,2014,2014-09-19,2014-09-19,42490.0000
7992999,,W5K9FH11C0007,,2012,2012-07-26,2012-07-26,64557.5000
24349949,VA101F12D0007,VA101F12J0115,,2013,2013-01-25,2013-01-25,22167.4900
61714733,,DU100I15C23,,2015,2015-09-22,2015-09-22,1064080.0000
25887842,N6523612D4123,0020,,2013,2013-08-30,2013-08-30,700000.0000
9034632,AG4660C090001,AG4660D120067,,2013,2012-10-01,2012-10-01,50526.6484
25886211,N6523608D2837,0081,,2013,2012-12-19,2013-09-19,364794.7775
27401116,,SPRMM114PWA92,,2014,2013-12-19,2013-12-19,57436.4609
60366539,W912BU14D0026,0005,,2015,2015-08-14,2015-08-14,1690000.0000
28024226,SPM2DV11D9200,GT63,,2014,2014-08-22,2014-08-22,29128.4503
26411864,SPM2DV11D8202,F021,,2013,2013-09-12,2013-09-13,82175.1812
60937961,FA810108D0006,1985,,2015,2015-08-21,2015-08-21,106625.2734
24464297,VA797P0191,VA580P03598,,2010,2010-07-22,2010-07-22,47706.2101
60431859,N0018913DZ001,0040,,2015,2015-05-04,2015-05-04,32181.5508
21464171,SPM2DV11D9200,AA75,,2012,2012-08-13,2012-08-13,33013.0200
17671371,GS35F0265X,EDCFO11O0082,,2011,2011-09-22,2011-09-22,6599464.0000
14362241,GS07F5965P,FA461312F1032,,2013,2012-11-02,2012-11-02,49871.3984
60371965,H9224111D0001,0007,,2015,2015-08-27,2015-08-27,8630628.0000
63009336,H9225409D0001,1344,,2016,2016-01-14,2016-01-14,640000.0000
18175677,H9400304D0001,0057,,2013,2012-10-23,2012-10-23,121994.0000
62946659,,W912PL15C0015,,2015,2015-08-19,2015-08-19,45595234.0000
27636447,GS35F0265X,FA872614F0041,,2014,2014-09-08,2014-09-08,14513292.0000
15476638,GS10F0128M,HHSN263201000278U,,2010,2010-09-09,2010-09-09,177696.0000
25896272,NNG07DA18B,SS001330651,,2013,2013-06-10,2013-06-10,122715.1406
7955052,,W52P1J11C0048,,2012,2012-01-19,2012-08-15,361110.3515
27578959,FA461014D0002,0022,,2014,2014-09-28,2014-09-28,131162.0000
27165879,,N0001914C0067,,2015,2014-10-23,2014-12-22,53357489.0000
27641999,FA448414D0003,0003,,2014,2014-04-04,2014-04-04,26322.9609
24732324,W9127810D0044,0201,,2013,2012-11-16,2012-11-16,89050.0782
24702449,W9124D11D0036,0141,,2012,2012-07-25,2012-07-25,70245.0000
26042773,SPM2DV11D0704,AM33,,2013,2013-03-15,2013-03-15,30694.6898
26168115,SPM50005DBP06,NMM7,,2013,2012-11-09,2012-11-09,881039.5000
28285943,W912BV11D0003,DY05,,2015,2014-10-27,2014-10-27,80531.0000
63008663,,INIA11PX90113,,2013,2012-12-12,2012-12-18,75500.0000
61762226,SPM2DV11D2004,EP35,,2015,2014-11-10,2014-11-10,39440.0488
10394960,GS00Q09BGD0013,GST0411DB0022,,2013,2013-01-10,2013-02-14,112656.4883
22348568,SPM50004DBP10,BMM8,,2011,2011-08-16,2011-08-16,25000.0000
25557135,,W58RGZ13C0075,,2013,2013-03-21,2013-03-21,79200.0000
27733627,N6523613D2800,0056,,2015,2014-10-22,2014-12-31,5413130.0314
25872329,N4002508D8006,0034,,2013,2012-11-21,2013-06-18,501017.7247
1296549,,FA481410P0251,,2010,2010-09-07,2010-09-07,137826.0000
25438766,,SPM7MB13M0422,,2013,2012-12-17,2012-12-17,51873.0000
63008999,,SPE4A416V5015,,2016,2016-02-03,2016-02-03,82566.7812
28518873,SPM2DV11D9200,FC10,,2014,2014-04-10,2014-04-10,57377.0504
27730308,N6258310D0409,0032,,2015,2014-11-13,2014-12-15,203266.0000
21464231,SPM2DV11D9200,AF14,,2012,2012-08-30,2012-08-30,35709.1202
63009401,SPM2DV11D9200,MX74,,2016,2016-01-06,2016-01-06,52718.3984
27875023,SPM2DV11D0200,G550,,2014,2014-05-12,2014-05-12,29226.0601
10125529,FA890308D8777,0119,,2012,2012-01-03,2012-03-07,124730.1094
18633018,M6785411D1011,0004,,2012,2011-11-28,2012-02-28,141654.2422
63010647,N4008014D0353,0008,,2016,2016-03-11,2016-03-11,118760.0000
27876804,NNG07DA20B,NNA14SB27D,,2014,2014-08-18,2014-08-18,7332888.0000
60385292,W52P1J07D0009,0010,,2015,2015-08-14,2015-08-14,502507.1876
27475175,DTFH6112D00046,5015,,2014,2014-09-05,2014-09-17,172707.0000
22287580,SPM50002D0122,FTZ9,,2012,2011-12-06,2011-12-06,46685.0000
3769521,,SAQMMA11M0886,,2011,2011-04-21,2011-04-21,0.0000
25224030,,N0001413C0029,,2014,2014-05-06,2014-06-16,252948.0000
25647573,DOLJ129533604,DOLB139535055,,2013,2012-12-28,2012-12-28,3366000.0000
22418411,SPM50005DBP06,KBT7,,2011,2011-03-28,2011-03-28,70644.1328
8031453,,W909MY12C0029,,2015,2014-12-17,2014-12-17,1086937.7500
27601589,FA862011G4029,0034,,2015,2014-11-06,2015-02-12,3251228.2716
24476831,VA79810FBP0014,VA798100890,,2011,2011-09-27,2011-09-27,30166.0000
24715270,W9126006D0005,1114,,2011,2011-09-21,2011-09-21,1480981.6250
25889236,N6600112D0036,0035,,2013,2013-04-25,2013-04-26,111140.0000
63010871,NNG15SC17B,HHSP233201600139W,,2016,2016-06-09,2016-06-09,138319.0938
18485637,HSHQDC11A00042,HSSS0112J0296,,2012,2012-09-20,2012-09-20,1054420.6250
25179082,,HHSN268201300007C,,2015,2014-12-02,2015-01-07,99891.0000
2133973,,H9224011P0117,,2011,2011-06-28,2011-06-28,27105.6699
27681429,FA873213D0018,6U01,,2014,2014-02-28,2014-02-28,7557576.0000
24818740,W912HN11D0043,0027,,2013,2012-12-06,2012-12-06,33730.0000
18801855,N0017804D4119,FG02,,2011,2011-03-11,2011-06-14,1178965.8103
16598032,GS23F0047U,VA25812F0505,,2012,2012-06-01,2012-06-01,51757.8203
15494105,GS10F0272T,DOCYA132312NC0286,,2012,2012-07-12,2012-07-12,135635.7969
18551921,INL11PA00221,INL12PB00862,,2013,2013-04-05,2013-04-05,59725.3398
17799384,GS35F0590W,GST0711BG0135,,2013,2012-10-26,2012-12-06,239625.0000
27325609,,SPE4A614VE153,,2014,2014-05-13,2014-05-13,46529.0000
62385272,SAQMMA09A0688,SAQMMA15L0321,,2015,2015-02-25,2015-02-25,581134.0000
62229209,SPM2DV11D0600,MS64,,2015,2014-12-04,2014-12-04,36191.9492
18484723,HSHQDC10A00106,HSSCCG11J00269,,2011,2011-09-12,2011-09-12,1053800.0000
18947865,N0038312G010F,7007,,2012,2012-09-10,2012-09-10,371380.0000
1407361,,FA854012C0013,,2014,2013-10-15,2014-09-26,33517737.7188
60444818,W912DW11D1000,0055,,2015,2015-09-29,2015-09-29,61953.0000
7977690,,W56HZV12C0083,,2012,2012-09-18,2012-09-20,223350.0000
20584223,SP470112D0006,0015,,2013,2012-12-14,2012-12-14,137600.0000
19012490,N4008008D0306,0676,,2013,2013-01-30,2013-02-04,274106.6016
1217617,,FA255011C8002,,2011,2011-06-14,2011-09-16,440754.7423
18803034,N0017805D4563,M803,,2015,2014-11-05,2015-02-24,1543503.4200
10356806,GS00F0026M,W909MY12F0012,,2012,2012-08-02,2012-08-31,10137126.2500
1051871,,DTFH6111C00040,,2012,2011-12-16,2012-09-07,9313313.0000
27598941,FA461014D0002,0033,,2014,2014-09-27,2014-09-27,297893.0000
10092999,FA862011G4020,0055,,2014,2013-11-07,2014-06-12,3317890.0000
10099950,FA875007D0027,0014,,2012,2011-11-23,2012-06-27,1073490.0000
63009500,N0016413DGP49,0007,,2016,2016-05-19,2016-05-19,1293415.2500
9208931,DAAH2303D0015,0086,,2014,2013-12-13,2013-12-13,480000.0000
28048078,SPM2DV11D2004,E770,,2014,2014-09-02,2014-09-02,65715.4531
10097718,FA865111D0146,0001,,2012,2011-10-27,2011-10-27,248474.0000
28457624,FA862011G4020,0140,,2015,2014-11-05,2014-11-05,144900.0000
62525038,,SPE5E815M2894,,2015,2015-04-15,2015-04-15,35568.0000
18800727,N0017804D4024,NS36,,2010,2010-04-07,2010-09-29,53000000.0000
2965269,,N0002412C4309,,2013,2012-10-03,2013-09-04,5418551.1641
24790527,W912DR09D0015,0028,,2014,2013-12-12,2013-12-12,26700.0000
22419627,SPM50005DBP06,LXM3,,2012,2012-03-15,2012-03-15,30602.5605
22418733,SPM50005DBP06,KSB9,,2011,2011-06-08,2011-06-08,24375.0000
60667823,N4008014D0352,0328,,2015,2015-09-19,2015-09-19,55350.0000
24799462,W912DY10D0024,0009,,2013,2013-01-04,2013-01-04,1482762.6250
18772269,N0014098G2469,8EA4,,2011,2010-12-06,2010-12-06,136764.0000
19140327,N6247009D2003,WE04,,2012,2012-09-25,2012-09-25,79991.5234
8239399,,W9126G11C0053,,2012,2011-10-31,2012-09-14,1934487264.0000
2269457,,HHSM500201200029C,,2012,2012-06-26,2012-06-26,146668.0000
24597819,W900KK11D0001,0004,,2015,2014-10-22,2015-01-21,327485.7579
10358477,GS00F0040L,INR12PD20063,,2014,2014-06-01,2014-06-01,88048.5781
5281834,,SPRMM112CWB19,,2012,2012-07-13,2012-07-13,87480.0000
7885989,,W15QKN12C0131,,2014,2014-08-01,2014-08-01,280000.0000
24826795,W912HZ09D0003,0821,,2011,2011-04-08,2011-04-08,79955.0000
61826632,,FA865615C0300,,2015,2015-06-26,2015-06-26,993760.0000
18406451,HQ014710D0010,0003,,2012,2011-10-07,2012-04-11,29799695.4063
7880423,,W15P7T11CH267,,2015,2014-10-03,2014-12-01,255957.6408
25044199,W91WAW08D0013,0013,,2011,2011-04-22,2011-04-22,135030.0000
9706304,DOC45PAPT0902300,DOC45PAPT1100045,,2012,2011-10-01,2011-10-01,321045.5938
3027894,,N0010411PDB84,,2011,2011-02-23,2011-06-17,107586.0000
19536503,NNG07DA20B,TIRSE11K00039,,2011,2011-03-07,2011-03-07,88927.8438
27908560,SPM2DV11D9200,GG96,,2014,2014-07-28,2014-07-28,37566.1893
63010816,FA867515D0019,0037,,2016,2016-05-11,2016-05-11,85248.0000
26410262,SPM2DV11D2004,C951,,2013,2013-09-18,2013-09-18,63683.1491
21459903,SPM2DV11D2004,AF42,,2012,2012-09-11,2012-09-11,61886.1104
27734607,N6600112D0096,0001,,2014,2014-09-29,2014-09-29,5989.1899
18385778,HHSO100201100005I,HHSO10033006T,,2013,2013-03-04,2013-03-04,69938.0000
60543162,SPE4AX14D9402,0135,,2015,2015-01-13,2015-01-13,40740.0000
25367515,,SPE7MC13V0936,,2013,2013-07-16,2013-07-16,72758.0000
62088818,SPM2DV11D9200,HT04,,2015,2014-12-08,2014-12-08,61007.9402
28486918,N0038311D003F,0004,,2014,2013-10-01,2013-10-01,303500873.0000
28110355,SPM2DV11D9103,C077,,2014,2013-10-07,2013-10-07,47686.7305
3385764,,N4008511C7221,,2012,2011-10-17,2012-09-01,6187717.0000
15271474,GS08T10BPD0225,GST0812BP0027,,2011,2011-09-30,2011-09-30,114484.0000
2934922,,M6785412C0003,,2012,2012-01-04,2012-09-06,467490.8749
19217652,N6264509D5025,0010,,2011,2011-05-12,2011-05-12,289031.0000
62661472,,SPE7MC15V5008,,2015,2015-05-09,2015-05-09,42675.0000
63010470,FA807514D0014,0012,,2016,2016-03-31,2016-03-31,6793627.5000
28037526,SPM2DV11D0200,H582,,2014,2014-09-22,2014-09-22,53229.6408
60391468,H9222214D0015,0013,,2015,2015-01-29,2015-01-29,402406.9063
61506831,SPM2DV11D5002,C361,,2015,2015-09-21,2015-09-21,65076.8984
2274180,,HHSN261201000028C,,2011,2011-08-10,2011-08-10,2765764.0000
26064348,SPM2DV11D8202,E468,,2013,2013-08-20,2013-08-20,66036.6797
4850431,,SPM7L311M7663,,2011,2010-12-06,2011-06-14,93580.0000
28456121,FA461014D0002,0030,,2015,2014-10-25,2015-02-18,839912.0000
25811001,HDTRA108D0007,0005,,2013,2013-04-04,2013-04-04,3212294.8750
61928169,GS35F0265X,GSQ4015SJ0085,,2015,2015-06-24,2015-06-24,3188946.0000
9646874,DJJ09F1786,DJJ17860003,,2011,2011-08-31,2011-08-31,575535.0000
2961773,,N0001912C2011,,2014,2013-11-01,2014-06-26,4523887.8126
25445463,,SPM7MC13V5606,,2013,2013-03-13,2013-03-13,30411.0000
26376911,FA441610D0003,0085,,2014,2013-10-14,2013-10-14,63615.0000
7977703,,W56HZV12C0105,,2012,2012-01-27,2012-09-19,85384321.5000
1309817,,FA489011C0004,,2011,2011-04-28,2011-04-28,20204248.2344
62306042,NNG10AZ13B,NNG15VE05D,,2015,2015-03-23,2015-03-23,11521835.4610
28216328,W912PL13D0017,0002,,2014,2014-07-15,2014-09-17,291099.0000
62672296,,SPE8E815M0038,,2015,2014-10-17,2014-10-17,47960.0000
62755547,VA11811D1012,VA11810120025,,2015,2015-07-24,2015-07-24,1246581.7425
22287654,SPM50002D0122,FVJ6,,2012,2011-11-10,2011-11-10,190800.0000
26048382,SPM2DV11D2004,AD14,,2012,2012-09-12,2012-09-12,53978.3398
60397428,W911QY11D0080,0015,,2015,2015-05-26,2015-05-26,120435.0000
62047099,,HR001115C0008,,2015,2015-01-08,2015-01-08,223328.0000
