CSIScontractID,PrimeAwardIDVPIID,PrimeAwardPIID,PrimeAwardFederalAwardID,PrimeFiscalYear,MinOfPrimeAwardDateSigned,MaxOfPrimeAwardDateSigned,SubawardAmount
2133874,,H9224011C9009,,2012,2011-11-14,2011-11-14,63982.5000
27602262,FA487712D0003,0004,,2014,2014-09-24,2014-09-24,296229.0000
63009477,W15P7T12D0019,0029,,2016,2015-11-10,2015-11-10,541614.0000
60437492,N4008014D0352,0047,,2015,2015-07-08,2015-07-08,43672.9102
63009380,FA862011G4025,1621,,2016,2015-11-25,2015-11-25,11846583.1486
2166150,,HDTRA112C0007,,2015,2014-10-14,2015-02-26,1124765.6290
17759336,GS35F0457U,S5105A10F0027,,2011,2010-10-01,2010-10-01,1333200.0000
19457348,N6945009D1277,0002,,2012,2011-10-04,2012-05-10,25195038.0000
25224498,,N0001913C0007,,2013,2012-10-16,2012-10-16,140545.0000
25880927,N6247009D2003,FZN3,,2013,2013-04-17,2013-04-17,87752.1797
27709549,N0017804D4018,M808,,2014,2014-08-25,2014-08-25,8254164.5996
17687600,GS35F0290X,GST0411DB0196,,2011,2011-09-21,2011-09-21,56411.8203
60550893,FA862011G4020,0152,,2015,2015-05-07,2015-05-07,154880.0000
24502170,W15P7T06DE401,0045,,2013,2012-12-27,2012-12-27,1278000.0000
63008453,,SPE7L416V0228,,2016,2015-10-30,2015-10-30,92940.0000
22420378,SPM50005DBP06,NFU6,,2012,2012-09-18,2012-09-18,110894.7422
22348888,SPM50004DBP10,BTH5,,2012,2012-07-06,2012-07-06,25558.0000
60895279,FA862011G4025,1460,,2015,2014-10-16,2014-10-16,689318.0000
9764417,DTFH7010D00015,DTFH7010D00015T11009,,2014,2014-06-03,2014-06-03,52102.5195
22287061,SPM50002D0122,FDF7,,2011,2010-12-28,2010-12-28,53232.0000
10000130,FA480110D0001,0149,,2011,2011-09-29,2011-09-29,82901.0000
27850124,N4425512D7009,0164,,2015,2014-10-03,2014-10-03,142831.0000
28092644,SPM2DV11D5000,E664,,2014,2014-05-20,2014-05-20,30693.8203
27751144,H9400304D0002,0106,,2015,2014-10-15,2015-02-25,925766.0410
28040678,SPM2DV11D0708,AM45,,2014,2014-04-25,2014-04-25,34048.5586
2565221,,HSTS0411CCT7025,,2012,2011-10-11,2011-10-11,159500.0000
16584696,GS21F0099V,VARA101J05330,,2012,2011-12-05,2011-12-05,341256.0000
25836410,HSHQDC11A00042,HSCETE13J00211,,2013,2013-09-26,2013-09-26,56422.7109
25665061,FA875009D0140,0010,,2013,2013-05-31,2013-05-31,1573049.0625
18091056,GS35F5192G,N0042111F0007,,2011,2010-10-18,2010-10-18,91106.0000
63009947,SPM2DV11D0200,M923,,2016,2016-01-04,2016-01-04,74677.6802
62710035,SS001160044,SS001530534,,2015,2015-06-23,2015-06-23,210928.0000
19012410,N4008008D0306,0594,,2012,2011-10-12,2011-10-12,31811.5391
24797845,W912DY08D0026,0012,,2012,2011-10-07,2011-10-07,163000.0000
2362443,,HR001112C0067,,2012,2012-05-21,2012-09-13,699973.7031
1426664,,FA875012C0030,,2012,2011-11-10,2011-11-10,166800.0000
18175160,H9225409D0001,0512,,2014,2013-10-03,2013-10-03,35000.0000
24817575,W912HN09D0023,0002,,2012,2011-10-11,2012-04-09,6731962.0000
27499703,FA873214D0005,QW01,,2014,2014-08-21,2014-08-21,91488.2500
26434300,W912HN11D0043,DQ05,,2014,2013-12-02,2013-12-03,187384.0000
16598102,GS23F0047U,VA544C25323,,2012,2012-06-01,2012-06-01,17753.1895
24377048,VA255P1669,VA25512J1304,,2013,2012-10-30,2012-10-30,16746.0000
7736279,,VA483A10021,,2011,2011-03-29,2011-03-29,91689.2109
18663864,N0001911G0001,JZCC,,2012,2011-12-06,2011-12-06,29960.0000
5086564,,SPM7M712M0535,,2012,2011-11-22,2011-11-22,26184.0000
25906374,NNS08AA83B,NNS13AA93T,,2014,2013-10-09,2013-10-09,25716.0000
25739299,GS23F9755H,VA74113F0178,,2013,2013-07-11,2013-08-07,146171.0391
62956773,N6247011D8012,WE1K,,2015,2015-04-23,2015-04-23,950594.2578
27681432,FA873213D0018,RS02,,2014,2014-09-09,2014-09-09,8997245.0000
24982128,W91QUZ06D0012,V801,,2012,2011-11-03,2012-09-28,6267887.9610
10084185,FA852711D0011,0014,,2012,2012-07-09,2012-09-12,53681.1992
10397581,GS00T03AHD0002,GST0712BG0030,,2012,2011-10-07,2011-11-11,303721.8984
4411630,,SPM4A511C0114,,2011,2011-08-24,2011-08-24,117786.0000
25882630,N6247313D4803,0006,,2013,2013-06-19,2013-06-19,75593.0000
27975689,SPM2DV11D0704,BQ76,,2014,2014-06-18,2014-06-18,27296.4492
10395047,GS00Q09BGD0025,GST0712BG0057,,2012,2012-05-30,2012-07-01,5066132.5000
62157318,N0001911G0001,JZT3,,2015,2014-12-15,2014-12-15,50000.0000
4852239,,SPM7L312M1358,,2012,2011-12-01,2011-12-01,68255.0000
18438495,HSCG4710D3EFK14,HSCG4711JA14001,,2012,2011-10-01,2012-03-01,2201939.0000
22287649,SPM50002D0122,FVH9,,2012,2011-11-10,2011-11-10,29378.1602
25898542,NNG07DA23B,TPDOIT13K0013,,2013,2012-11-09,2012-11-09,1547423.9590
7977784,,W56HZV12C0262,,2013,2013-05-20,2013-06-13,122738.3672
25869912,N0038312G010F,7014,,2013,2013-04-03,2013-06-20,87888.4102
62029168,HHSN292201000010I,HHSN29200650,,2015,2015-03-17,2015-03-17,886160.0000
27721303,GS35F0511T,H9821014F0135,,2014,2014-09-26,2014-09-26,5839564.0000
24732144,W9127810D0043,ZW15,,2012,2012-09-26,2012-09-28,357934.0000
27373362,,SPE7L414M3160,,2014,2014-08-08,2014-08-08,44982.0000
21379516,SPM20005D6552,Z171,,2011,2011-08-16,2011-08-16,29742.2207
28480512,HHSM5002014QIN003I,HHSM500TDE01,,2014,2014-07-18,2014-07-18,1834626.8125
26397262,N6523612D4824,0009,,2013,2013-09-25,2013-09-25,1182117.0157
28023163,SPM2DV11D9200,DQ06,,2014,2013-10-07,2013-10-07,60473.0804
25650276,DTFH6112D00045,DTFH6112D00045T13003,,2013,2013-09-04,2013-09-04,142.1800
28047984,SPM2DV11D2004,D926,,2014,2014-04-24,2014-04-24,71819.2500
2362322,,HR001111C0073,,2012,2011-10-21,2012-08-16,907871.0000
19353834,N6554009D0026,0010,,2011,2011-09-27,2011-09-27,360000.0000
9969855,FA300206D0003,4C05,,2011,2011-09-29,2011-09-29,7578735.1875
22678161,SPM7LX10D9007,1470,,2009,2009-05-28,2009-05-28,52430.4883
26397836,N6945009D0064,F270,,2013,2013-09-25,2013-09-25,155670.1601
26042255,SPM2DV11D0700,A739,,2013,2013-04-24,2013-04-24,26490.4897
14362216,GS07F5965P,FA441812F0095,,2013,2012-10-01,2012-10-01,28050.0000
25795068,GS35F0785J,SBAHQ13F0093,,2013,2013-07-31,2013-07-31,29597.4004
24686463,W9123810D0053,0001,,2011,2011-05-03,2011-07-08,322652.0000
27975549,SPM2DV11D0600,M049,,2014,2014-09-30,2014-09-30,209941.0625
10394995,GS00Q09BGD0019,GST0311DS7078,,2013,2013-06-27,2013-06-27,100000.0000
8161153,,W9123710C0018,,2014,2014-09-30,2014-09-30,26027.0000
4826310,,SPM7L211M8160,,2011,2011-09-23,2011-09-23,37929.7500
27558530,AG3A75C120009,AG7442D140030,,2015,2014-10-02,2014-10-02,197192.0000
62152019,N6258311D0533,JU06,,2015,2014-12-08,2014-12-08,27200.0000
10395232,GS00Q09BGD0060,TIRNO12Z000160001,,2012,2012-07-26,2012-07-27,1962315.3125
19141288,N6247011D8013,WE20,,2012,2012-06-22,2012-06-22,284463.2500
18801852,N0017804D4119,FD08,,2013,2013-03-21,2013-05-23,93995.0000
25863126,N0018904D0030,8C34,,2014,2014-01-17,2014-01-17,61533.5781
60471631,N6523613D2800,0098,,2015,2015-04-24,2015-04-24,519697.0079
27573876,DTFH6110D00023,5003,,2015,2014-10-08,2014-10-08,90697.0000
60564534,FA862011G4020,0188,,2015,2015-09-25,2015-09-25,168210.0000
19002986,N4002507D7005,0017,,2012,2012-04-17,2012-04-17,187083.0000
61000238,FA873214D0005,2Y10,,2015,2015-09-29,2015-09-29,254913.9375
17687580,GS35F0290X,DJFA1D105710,,2011,2011-09-30,2011-09-30,1419500.0000
22780724,SPRPA111G001Y,GB1G,,2012,2011-10-21,2011-10-21,38420.0000
61341264,SPM2DV11D9203,B063,,2015,2015-09-11,2015-09-11,209847.6875
27809999,HHSN292201000010I,HHSN29200589,,2014,2014-09-18,2014-09-18,3071496.2500
25260040,,N6600113C2025,,2012,2012-08-15,2012-08-29,1016640.5000
25668995,GS00Q09BGD0037,GST0013AJ0065,,2015,2014-10-02,2014-12-31,12083189.2230
63009259,,SPE7MC16V0580,,2016,2015-10-19,2015-10-19,67568.0000
25713819,GS07F6072P,W912TF13F0001,,2013,2013-01-17,2013-01-17,31232.3008
26345743,,HDEC0313C0005,,2014,2013-12-05,2014-06-03,8592789.5938
10093117,FA862011G4029,0012,,2013,2012-10-07,2012-12-13,126756.4766
60409748,N4019214D9000,0022,,2015,2015-06-29,2015-06-29,1522626.7500
10093025,FA862011G4025,1217,,2012,2012-03-08,2012-03-08,25784.4609
22287346,SPM50002D0122,FNV5,,2011,2011-06-17,2011-06-17,149055.0000
4562228,,SPM4A711MR047,,2011,2011-06-27,2011-06-27,70123.8984
26409852,SPM2DV11D1008,D445,,2013,2013-09-10,2013-09-10,60512.3984
24722332,W9126G11D0073,0004,,2012,2012-09-11,2012-09-17,53665.0000
3795480,,SBAHQ12C0017,,2012,2012-09-18,2012-09-18,936000.0000
27979589,SPM2DV11D1008,GG53,,2014,2014-09-30,2014-09-30,46785.5811
7955063,,W52P1J11C0061,,2011,2011-09-30,2011-09-30,822420.4766
24733280,W9127811D0008,0047,,2014,2014-03-17,2014-04-24,316289.1094
25570825,,W912BV13C0006,,2014,2013-10-02,2014-09-04,4827994.1290
26433303,W912DW11D1001,0037,,2014,2013-12-13,2013-12-13,50000.0000
7977674,,W56HZV12C0060,,2009,2008-11-19,2009-09-28,8050780.1367
15204725,GS07P08HHD0062,GSP0712UK5037,,2012,2012-02-08,2012-02-08,49855.2813
3453109,,N6247310C1621,,2011,2011-01-27,2011-05-31,1060979.0000
18175828,H9400304D0003,0055,,2011,2011-09-27,2011-09-27,1603103.0000
25882967,N6258311D0515,0039,,2013,2013-04-17,2013-04-17,107352.0000
62935424,,W912HQ15C0085,,2015,2015-09-30,2015-09-30,150000.0000
1217653,,FA255011P2006,,2011,2011-06-02,2011-06-02,153010.0000
27203596,,N0042114C0045,,2014,2014-08-06,2014-09-30,1433652.9806
25664848,FA867712D0089,0009,,2013,2013-06-26,2013-09-18,152712.0000
28077470,SPM2DV11D1008,GF15,,2014,2014-09-27,2014-09-27,73546.1008
24506290,W15P7T10DD415,0003,,2012,2012-08-16,2012-08-16,700000.0000
25889215,N6600112D0036,0010,,2014,2013-10-17,2013-10-17,128680.5625
10105279,FA877104D0003,TJF6,,2011,2011-06-02,2011-06-02,1555215.0000
63009856,N0017313D2012,0024,,2016,2016-04-07,2016-04-07,1557568.5782
14130246,GS07F0082J,SIZ10012F0008,,2012,2011-12-22,2011-12-22,36253.6016
19057006,N4425505D7100,1034,,2013,2012-10-17,2012-10-17,62624.9609
8568588,,W91CRB10C0177,,2012,2012-04-26,2012-05-21,30971226.4297
25155743,,FA875013C0162,,2013,2013-07-23,2013-07-23,200000.0000
60773917,SPE4A113G0007,072L,,2015,2015-04-10,2015-04-10,31625.7402
25832307,HSCG4710D3EFK14,HSCG5013JADM025,,2013,2013-08-14,2013-08-14,100465.0000
26150065,SPM4A611D0092,0010,,2013,2013-04-11,2013-04-11,26876.4004
63010043,W912HP12D0003,0075,,2016,2016-04-01,2016-04-01,97670.0000
18285205,HHSA290201000029I,HHSA29032001T,,2014,2013-10-15,2013-10-15,14170.0000
28099800,SPM2DV11D9200,GV13,,2014,2014-08-27,2014-08-27,41334.4992
61658188,,DJF151200K0001726,,2015,2015-02-09,2015-02-09,4593167.9687
25811695,HHSA290201000025I,HHSA29032008T,,2015,2014-10-07,2014-10-29,350585.0000
28285700,W9127812D0037,CV01,,2015,2014-10-28,2014-10-30,4093329.0000
61966929,SPM2DV11D1008,H571,,2015,2014-12-23,2014-12-23,27930.1596
60355337,W58RGZ13D0061,0003,,2015,2015-02-27,2015-02-27,2398499.9922
2348895,,HQ014711C0014,,2012,2011-10-06,2012-08-29,1060100.0000
25142720,,EPS81301,,2013,2013-04-08,2013-08-01,1850000.0000
27426284,,SPE7M514M6392,,2014,2014-05-29,2014-05-29,88459.9219
28001987,SPM2DV11D9200,DS23,,2014,2013-10-15,2013-10-15,75980.5596
60666883,W911NF11D0001,0321,,2015,2015-06-23,2015-06-23,698254.0000
25168723,,HDTRA113C0005,,2013,2013-01-15,2013-01-31,900267.0000
16595721,GS23F0025K,FA460810FA068,,2008,2008-08-10,2008-08-10,12254437.0000
28457400,FA850912G0001,0004,,2015,2015-01-13,2015-01-13,59824.0000
2166178,,HDTRA112C0038,,2012,2012-08-09,2012-08-09,131664.0000
26432146,W9127810D0043,0691,,2014,2013-10-09,2013-10-09,53133.0000
22803075,SS001060082,0010,,2012,2012-07-14,2012-09-29,15014622.9219
27735138,GS35F0265X,VA26114F3102,,2014,2014-08-29,2014-08-29,101917.4219
24731767,W9127810D0043,0217,,2012,2011-11-11,2011-11-11,52800.0000
10089555,FA860111D0009,0042,,2012,2011-11-07,2011-11-07,42055.0000
25881184,N6247012D7004,WE14,,2014,2014-05-12,2014-09-08,561265.4494
25664762,FA865013D5600,0001,,2013,2013-03-07,2013-03-07,906827.1426
22348374,SPM50004DBP10,BKC8,,2010,2010-09-30,2010-09-30,85440.0000
22348938,SPM50004DBP10,BTU3,,2012,2012-08-16,2012-08-16,52250.0000
25139415,,EDIES13C0018,,2014,2013-10-01,2013-10-01,922038.0000
16643096,GS23F9755H,HTC71112FD035,,2013,2012-10-01,2012-10-01,266104.0000
24727415,W9127807D0073,0007,,2011,2011-09-09,2011-09-16,577650.0000
28066273,SPM2DV11D8003,K523,,2014,2014-09-06,2014-09-06,149600.0000
3476784,,N6274210C1301,,2014,2013-10-01,2014-09-30,1533567073.3813
22287964,SPM50002D0122,GJR6,,2012,2012-07-10,2012-07-10,27600.0000
27171320,,N0003914C0035,,2014,2013-12-20,2014-06-23,2430602.8360
28005750,SPM2DV11D2005,BD13,,2014,2014-05-01,2014-05-01,32618.5200
2129981,,H9222211C0040,,2012,2011-10-19,2011-10-19,261326.0700
26319229,W912DW11D1002,0051,,2013,2013-09-11,2013-09-23,358619.3438
1422177,,FA865012C6303,,2012,2012-07-30,2012-07-31,149995.0000
1445341,,FA955011C0051,,2011,2011-06-30,2011-06-30,30000.0000
27571559,DOCWC133R13BA0050,DOCWC133R13BA0050C0005,,2014,2014-09-16,2014-09-16,234002.3750
28038574,SPM2DV11D2004,CM17,,2014,2014-01-07,2014-01-07,112825.3516
5025095,,SPM7M311M4086,,2011,2011-05-04,2011-05-04,35960.0000
63010365,SS001060108,0015,,2016,2016-05-06,2016-05-06,640000.0000
27610441,DOC50PAPT1400015,DOC56PAPT1400540,,2014,2014-06-24,2014-06-24,386003.0000
63009010,,SPE4A616VC849,,2016,2016-05-23,2016-05-23,62260.8008
25888179,N6523613D2800,0005,,2014,2014-09-03,2014-09-03,49166.9219
26064570,SPM2DV11D8203,B886,,2013,2013-08-20,2013-08-20,34117.2813
26396414,N6258311D0515,0059,,2014,2013-10-24,2013-10-24,178500.0000
10000146,FA480110D0001,0168,,2012,2012-07-18,2012-07-18,59296.0000
63009614,SPM2DV11D8003,N380,,2016,2016-02-10,2016-02-10,72609.5806
62285450,,N6600115C4009,,2015,2015-02-25,2015-02-25,61724.0000
63010946,SPE4A614D5822,0005,,2016,2016-03-09,2016-03-09,69480.0000
26158044,SPM50002D0122,GTH8,,2013,2013-02-28,2013-02-28,86620.0000
28442032,,W56KGU14C0010,,2014,2014-09-24,2014-09-24,8565947.1993
25836173,HSHQDC10ABOA33,HSHQDC13J00241,,2013,2013-07-11,2013-07-11,142713.8203
25881221,N6247013D8007,JU01,,2014,2014-01-31,2014-01-31,115390.0000
24526527,W31P4Q12D0011,0036,,2012,2012-04-24,2012-04-24,127250.0000
27286300,,N6523614C2821,,2015,2014-10-22,2014-10-22,65000.0000
2957224,,N0001411C0010,,2012,2011-11-28,2011-12-05,209291.0000
10000164,FA480110D0001,0189,,2012,2012-09-12,2012-09-12,83434.3281
19535406,NNG07DA20B,DEDT0003449,,2012,2012-03-05,2012-03-05,85531.2031
27802534,HQ003413D0004,0009,,2015,2014-11-11,2014-11-11,20181.2598
25810996,HDTRA104D0020,0012,,2013,2013-02-15,2013-02-15,206718.0000
20450793,SP070099D0301,0204,,2013,2013-03-27,2013-03-27,66292.6172
27663453,GS00Q12NSD0016,M6890914F7621,,2015,2014-11-15,2014-12-08,90534.2793
18655380,N0001409D0584,0006,,2011,2010-10-21,2011-06-27,6373808.0000
7976080,,W56HZV11C0114,,2013,2012-10-01,2013-08-02,51844018.0000
27346086,,SPE7L314M7794,,2014,2014-07-23,2014-07-23,34617.1211
62565616,,SPE7L315M3044,,2015,2015-01-30,2015-01-30,62753.2617
61922298,GS06P11GYD0013,GSP0615GZ5014,,2015,2015-01-14,2015-01-14,28903236.2406
25645547,DOC50PAPT1200017,DOC56PAPT1313006,,2013,2013-02-04,2013-08-21,530207.1875
4871060,,SPM7L412V1492,,2008,2008-04-18,2008-04-18,28562.3809
60555333,N4425514D9000,0163,,2015,2015-09-08,2015-09-08,489176.8438
1139403,,EPC11055,,2011,2011-09-27,2011-09-27,141000.0000
1300231,,FA483012C2012,,2013,2012-10-24,2013-02-12,2916102.0000
28518025,SPM2DV11D8003,H794,,2014,2014-04-29,2014-04-29,41568.4299
408847,,AID696C1200001,,2012,2012-02-03,2012-02-03,1207102.5742
9067263,AIDGHSI000700008,AID386TO1100001,,2013,2013-08-05,2013-08-05,16845.0000
61254882,SPM2DV11D7011,AF85,,2015,2014-10-28,2014-10-28,38431.9219
63008565,,SPE4A616V1077,,2016,2015-10-16,2015-10-16,156077.0938
63009581,GS35F0265X,NNC16DB28D,,2016,2016-03-28,2016-03-28,71998.8204
10001503,FA480911DC005,5001,,2012,2011-11-01,2012-07-12,2775468.0000
1429832,,FA877011C0012,,2013,2012-10-16,2012-10-16,52528.1289
27868324,NNG07DA23B,HC102814F0210,,2014,2014-06-10,2014-06-10,35932.0508
26393656,N3319112D0619,0008,,2014,2013-10-24,2013-11-06,1106275.1875
26333206,W91QUZ06D0010,2A07,,2013,2012-12-29,2012-12-29,8178014.0000
26060080,SPM2DV11D7001,C888,,2013,2013-05-17,2013-05-17,29928.0601
61488033,SPRPA111G001Y,BS7F,,2015,2015-06-01,2015-06-01,28266.0000
2456293,,HSCG3812P410018,,2012,2011-10-27,2011-10-27,2487188.0000
7936945,,W31P4Q12C0113,,2012,2012-03-15,2012-09-27,4214260.1172
60413293,W912DY12D0047,0024,,2015,2015-06-08,2015-06-08,120666.9375
19588416,NNK12CA14B,NNK12CA51T,,2013,2012-10-18,2013-04-16,533720.6875
60379114,H9222211D0001,0009,,2015,2015-05-29,2015-05-29,413725.2032
28066381,SPM2DV11D8203,C667,,2014,2014-04-23,2014-04-23,63086.3514
21462870,SPM2DV11D8202,B176,,2012,2012-08-30,2012-08-30,146809.1999
21389922,SPM20005D6925,A559,,2010,2010-08-30,2010-08-30,29172.2104
24374978,VA255C0933,VA255589C12034,,2012,2011-10-11,2011-10-12,362254.0000
63010317,H9400304D0006,0370,,2016,2016-03-21,2016-03-21,1000000.0000
63010129,W91ZRS12D0026,0006,,2016,2015-12-29,2015-12-29,2908900.0000
60372516,N4008514D6404,0007,,2015,2015-07-30,2015-07-30,1417174.0000
26299299,W31P4Q12D0025,0006,,2013,2013-04-09,2013-06-05,4639856.0000
26395320,N4425512D7009,0080,,2014,2013-11-21,2013-11-21,862048.0000
27900750,N6523612D4801,0013,,2014,2014-08-21,2014-08-21,61220.2695
27972295,SPM2DV11D0200,G233,,2014,2013-12-12,2013-12-12,27841.7904
28481866,HSCEMS09A00001,HSCEMS14F00008,,2014,2014-01-02,2014-01-02,951000.0000
28514762,SPM2DV11D0708,AV89,,2014,2014-08-06,2014-08-06,25345.5195
19012324,N4008008D0306,0506,,2011,2011-07-08,2011-07-08,117400.0000
18630536,M6785407D5030,0009,,2011,2010-10-18,2011-09-20,1450460.3750
2551142,,HSHQDC12C00111,,2012,2012-09-17,2012-09-17,40000.0000
10002500,FA481409D0015,0020,,2013,2012-11-01,2012-11-01,244581.0000
9759405,DTFAWA11D00051,DTFAWA11D00051CALL0005,,2012,2011-11-18,2012-04-03,5879307.3125
25608324,DABL0103A1006,EJG5,,2013,2013-06-25,2013-06-25,11067232.0000
62112174,INL13PA00025,INL15PB00612,,2015,2015-08-17,2015-08-17,772269.5000
10395183,GS00Q09BGD0050,GSQ0911DF0046,,2011,2011-09-09,2011-09-09,681037.0000
10100147,FA875009D0182,0022,,2012,2012-03-13,2012-04-02,2415873.0000
2349723,,HQ027610C0003,,2011,2010-10-29,2011-02-17,162855.7344
27879067,N0017804D4044,HR01,,2014,2013-12-20,2013-12-20,12422548.4224
8317793,,W912DR10C0091,,2010,2010-02-10,2010-02-10,152100.0000
8348881,,W912HQ12C0068,,2013,2013-02-07,2013-02-07,92037.0000
24700443,W9124D08D0045,0436,,2011,2011-04-15,2011-04-15,91300.0000
28005896,SPM2DV11D2010,F430,,2014,2014-05-09,2014-05-09,378460.7907
27805984,N6247314D3805,0005,,2014,2014-08-28,2014-08-28,458064.0821
25205855,,IND13PC00192,,2013,2013-08-14,2013-08-14,39821.0000
19544616,NNG07DA23B,N6832211FB027,,2011,2011-09-16,2011-09-16,36368.6406
63010527,SP470114D7005,0004,,2016,2016-02-12,2016-02-12,779868.1876
3772588,,SAQMMA12M1661,,2012,2012-08-14,2012-08-14,76699.0000
402618,,AID617C1200001,,2015,2014-10-01,2014-12-01,1595760.0000
62879319,,VA26315P1023,,2015,2015-09-29,2015-09-29,242802.7968
60432606,FA825212D0005,0041,,2015,2015-03-04,2015-03-04,405300.0000
25153780,,FA850513C0005,,2013,2013-05-01,2013-05-01,111600.0000
3092342,,N0017312C6014,,2012,2012-08-22,2012-08-22,35000.0000
22781548,SPRPA111G001Y,YM61,,2009,2009-03-27,2009-03-27,29687.1797
1421669,,FA865011C7147,,2012,2011-10-04,2012-07-03,20316783.0000
24464303,VA797P0191,VA580P03758,,2010,2010-08-05,2010-08-05,50211.2300
4304846,,SPE4A612V4743,,2012,2012-09-26,2012-09-26,31743.5996
22801734,SS000940036,0027,,2012,2012-05-17,2012-05-17,62400.0000
16598983,GS23F0056T,AG31MED110020,,2012,2012-03-28,2012-03-28,36516.1211
28044702,SPM2DV11D1008,G736,,2014,2014-09-02,2014-09-02,69139.9401
27897562,N6247811D4036,0014,,2014,2014-08-11,2014-08-11,510010.0000
22417295,SPM50005DBP06,HMQ2,,2010,2010-07-14,2010-07-14,50677.8984
26377592,FA481409D0015,0031,,2013,2013-09-26,2013-09-26,43000.0000
18405372,HQ003409A3017,0007,,2010,2010-09-30,2010-09-30,2050174.6250
25667866,GS00I12AAC0168,GS00I12AAC01680001,,2014,2014-05-19,2014-05-19,5000.0000
18378977,HHSN268201100009I,HHSN26800001,,2014,2014-02-25,2014-02-25,1050264.0000
63008862,,FA865116C0332,,2016,2015-12-03,2015-12-03,487666.0000
26194367,SPM8EC12D0008,0224,,2013,2013-06-04,2013-06-04,130532.6484
18786075,N0016410DJN80,0006,,2011,2011-03-29,2011-03-29,30361.4199
62675414,,SPE8EB15M1902,,2015,2015-07-29,2015-07-29,72477.6016
27334301,,SPE7M014VD959,,2014,2014-07-14,2014-07-14,25983.4805
28517760,SPM2DV11D7004,DV36,,2014,2014-07-23,2014-07-23,28033.6507
8354806,,W912HZ12C0002,,2011,2011-01-24,2011-01-24,84314.8594
7977819,,W56HZV12C0322,,2015,2014-12-11,2015-01-08,13909259.8984
25565617,,W911SR13C0050,,2013,2013-07-31,2013-07-31,83766.0000
18385109,HHSN292201000010I,HHSN29200046,,2011,2011-08-09,2011-08-09,52050.8984
60457983,N0042113D0002,0074,,2015,2015-01-22,2015-01-22,44450.0000
19532946,NNG07DA18B,SAQMMA12F3635,,2012,2012-09-13,2012-09-13,43690.4414
7642939,,VA101CFMC0107,,2012,2011-10-17,2012-07-30,32517218.5547
62595138,,SPE7M015V2260,,2015,2014-11-20,2014-11-20,48393.0000
26437998,W91QUZ08A0001,D819,,2013,2013-09-21,2013-09-21,1862876.0000
27401023,,SPRMM114PPE66,,2014,2014-01-28,2014-07-14,1138128.0465
26342582,,FA461013C0006,,2014,2014-01-07,2014-01-07,95300.0000
26396131,N6247312D4602,0013,,2014,2013-11-19,2013-11-19,19066.0000
27857896,N6247011D8012,JU33,,2014,2014-05-05,2014-05-05,159316.4609
24816396,W912HN07D0019,0116,,2011,2011-09-27,2011-09-27,474199.0000
21394556,SPM20005D6930,C459,,2012,2012-03-16,2012-03-16,41356.5206
63009101,,N5005416C0002,,2016,2015-11-12,2015-11-12,31415640.7188
60411788,SS001060082,0023,,2015,2015-02-13,2015-02-13,162271.5625
27993082,SPM2DV11D7001,DY06,,2014,2014-02-07,2014-02-07,26799.6599
62645424,,SPE7M815M3405,,2015,2015-09-01,2015-09-01,59713.3906
61657687,GS35F0265X,DJF151200G0000894,,2015,2014-11-25,2014-11-25,21765886.0000
24794741,W912DW11D1000,0006,,2012,2011-10-25,2011-10-25,85275.0000
27593501,GS00P09CYD0293,GSP0214DT5016,,2014,2014-09-26,2014-09-26,152218.0000
60704806,W58RGZ12D0089,0453,,2015,2015-05-07,2015-05-07,31784.0000
10093027,FA862011G4025,1226,,2012,2011-12-09,2012-06-29,55823416.8850
18663121,N0001910G0003,0010,,2013,2012-10-16,2012-10-16,28756.0000
27803187,N0025311D0003,0061,,2015,2014-10-16,2014-10-16,41420.6016
28515718,SPM2DV11D2004,EA48,,2014,2014-09-08,2014-09-08,26921.6997
21321989,SPM20005D6245,B912,,2011,2011-01-04,2011-01-04,86846.2298
60855448,H9225409D0001,1172,,2015,2014-11-07,2014-11-13,5978812.0000
26308845,W911RX12D0003,0103,,2013,2013-09-16,2013-09-16,53000.0000
27575393,EDIES12D0015,0005,,2014,2014-02-27,2014-02-27,65033.0000
25173264,,HHSF223201310210C,,2014,2013-12-03,2013-12-03,30000.0000
24816831,W912HN07D0031,0041,,2012,2011-10-05,2011-10-05,223820.0000
25351653,,SPE4AR13V0318,,2013,2013-04-03,2013-04-03,34486.1992
27764295,HHSM500200600024I,HHSM500T0002,,2014,2014-05-14,2014-08-07,2282027.3906
9759402,DTFAWA11D00051,DTFAWA11D00051CALL0002,,2013,2012-10-16,2013-07-26,3388694.9083
10084583,FA853008D0014,SC01,,2015,2014-10-09,2014-12-31,882252.0000
19664777,SAQMMA09A0688,SAQMMA10L2231,,2010,2010-09-27,2010-09-27,0.0000
18686820,N0002409G2300,0015,,2012,2011-12-12,2012-05-28,112126.0195
63009850,GS06F1003Z,W912DY16F0017,,2016,2016-01-15,2016-01-15,3324336.0000
63009346,H9225409D0001,1362,,2016,2016-06-06,2016-06-06,106404.4610
63011261,SPM2DV11D1046,D993,,2016,2016-02-09,2016-02-09,52653.1016
18438501,HSCG4710D3EFK16,HSCG4712JA16002,,2012,2012-02-14,2012-02-14,7027745.3096
26255423,VA118A12D0025,VA118A13J0036,,2013,2013-02-28,2013-02-28,43491.7617
61922314,GS06P12GZD0011,GSP0615GZ5031,,2015,2015-04-30,2015-04-30,336600.0000
