Proj+A1:H8ectID,ProjectName,ProjectPrettyName,ProjectAbbreviation,IsJointDevelopmentCaseStudy,CSISmodifiedDate,CSISmodifiedBy,IsPerformanceBasedLogistics,PlatformPortfolio,ObligatedAmount,MinOfFiscalYear,MaxOfFiscalYear,TopPlatformPortfolio,TopPlatformPortfolioObligatedAmount,TopParentID,TopParentIDObligatedAmount,Investigate,Wrong,Replacement,Notes,
2110,SLJ,NULL,SLJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,30824706,2002,2012,Ships & Submarines,9571927,GENERAL DYNAMICS,30824706,Unkown,,,,
72,EELV ,EELV ,176,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,16762400756,2004,2016,Missile and Space Systems,2533408471,UNITED LAUNCH ALLIANCE,10978926801,,,,,
617,DMSP ,DMSP ,203,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,314561780.3,2004,2016,Missile and Space Systems,34035825,NORTHROP GRUMMAN,296668440.5,,,,,
622,SBIRS HIGH,SBIRS HIGH,210,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,7000943919,2004,2016,Missile and Space Systems,1488750800,LOCKHEED MARTIN,5878333690,,,,,
650,NPOESS ,NPOESS ,239,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,22373293.24,2004,2014,Missile and Space Systems,7575970,NULL,8071955.76,,,,,
668,AEHF ,AEHF ,261,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,2094789607,2004,2016,Missile and Space Systems,710081177,LOCKHEED MARTIN,1561771591,,,,,
1343,MUOS ,MUOS ,345,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,5208889239,2004,2016,Missile and Space Systems,838723206.4,LOCKHEED MARTIN,4947142686,,,,,
1376,TSAT ,TSAT ,382,NULL,06:09.3,Automated stats update byCSIS\GSanders,NULL,Space Systems,0,2007,2007,NULL,NULL,NULL,NULL,,,,,
1869,MILSTAR ,MILSTAR ,788,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,7209802105,1991,2016,Missile and Space Systems,866550689,LOCKHEED MARTIN,4282832037,,,,Military Strategic and Tactical Relay,
2114,SATELLITE COMMUNICATIONS,SATELLITE COMMUNICATIONS,GVE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,1258690544,1990,2016,Electronics and Communications,127474241,NULL,514951252,,,,,
